country,year,age_group,mpr
bra,1998,25_29,94.5
bra,1998,30_34,95.8415
bra,1998,35_39,95.6581
bra,1998,40_44,94.1329
bra,1998,45_49,91.3495
bra,1998,50_54,85.153
bra,1998,55_59,76.8697
bra,1998,60_64,64.115
bra,1998,65,39.0984
bra,1998,total_15,82.7677
bra,1999,15_19,62.8
bra,1999,20_24,89.2
bra,1999,25_29,94.7
bra,1999,30_34,95.9567
bra,1999,35_39,95.7734
bra,1999,40_44,94.1818
bra,1999,45_49,91.3984
bra,1999,50_54,85.3179
bra,1999,55_59,77.0345
bra,1999,60_64,64.5571
bra,1999,65,39.5404
bra,1999,total_15,82.6898
bra,2000,15_19,61.0618
bra,2000,20_24,88.5045
bra,2000,25_29,94.4667
bra,2000,30_34,95.5645
bra,2000,35_39,95.3993
bra,2000,40_44,94.2009
bra,2000,45_49,91.0639
bra,2000,50_54,85.1872
bra,2000,55_59,77.2233
bra,2000,60_64,64.0448
bra,2000,65,38.4226
bra,2000,total_15,82.0839
bra,2001,15_19,59.2949
bra,2001,20_24,87.7703
bra,2001,25_29,94.2237
bra,2001,30_34,95.1363
bra,2001,35_39,94.9938
bra,2001,40_44,94.2199
bra,2001,45_49,90.7176
bra,2001,50_54,85.0555
bra,2001,55_59,77.411
bra,2001,60_64,63.5294
bra,2001,65,37.3169
bra,2001,total_15,81.477
bra,2002,15_19,59.4108
bra,2002,20_24,87.836
bra,2002,25_29,93.6643
bra,2002,30_34,95.2989
bra,2002,35_39,95.2938
bra,2002,40_44,94.331
bra,2002,45_49,91.4585
bra,2002,50_54,85.176
bra,2002,55_59,77.9439
bra,2002,60_64,65.7882
bra,2002,65,36.1739
bra,2002,total_15,81.6037
bra,2003,15_19,58.0628
bra,2003,20_24,87.8594
bra,2003,25_29,94.1034
bra,2003,30_34,95.2214
bra,2003,35_39,94.9179
bra,2003,40_44,93.902
bra,2003,45_49,90.6121
bra,2003,50_54,85.2138
bra,2003,55_59,77.1345
bra,2003,60_64,65.6968
bra,2003,65,36.7759
bra,2003,total_15,81.3563
bra,2004,15_19,59.4185
bra,2004,20_24,88.5009
bra,2004,25_29,94.2365
bra,2004,30_34,95.5195
bra,2004,35_39,95.2234
bra,2004,40_44,93.836
bra,2004,45_49,92.0956
bra,2004,50_54,85.8299
bra,2004,55_59,77.6747
bra,2004,60_64,64.923
bra,2004,65,35.1883
bra,2004,total_15,81.7702
bra,2005,15_19,60.4967
bra,2005,20_24,89.3524
bra,2005,25_29,94.2329
bra,2005,30_34,95.3315
bra,2005,35_39,95.21
bra,2005,40_44,94.4161
bra,2005,45_49,91.5185
bra,2005,50_54,85.7766
bra,2005,55_59,77.8535
bra,2005,60_64,64.9651
bra,2005,65,34.8187
bra,2005,total_15,82.0197
bra,2006,15_19,58.3364
bra,2006,20_24,88.1027
bra,2006,25_29,93.8441
bra,2006,30_34,95.0268
bra,2006,35_39,95.2751
bra,2006,40_44,93.9993
bra,2006,45_49,91.2719
bra,2006,50_54,86.517
bra,2006,55_59,77.0678
bra,2006,60_64,64.8154
bra,2006,65,36.6887
bra,2006,total_15,81.5982
bra,2007,15_19,58.0188
bra,2007,20_24,87.1481
bra,2007,25_29,93.189
bra,2007,30_34,95.2528
bra,2007,35_39,94.6095
bra,2007,40_44,94.0513
bra,2007,45_49,91.3679
bra,2007,50_54,86.1671
bra,2007,55_59,77.1992
bra,2007,60_64,65.6502
bra,2007,65,33.6842
bra,2007,total_15,81.111
bra,2008,15_19,56.0364
bra,2008,20_24,88.3473
bra,2008,25_29,94.1889
bra,2008,30_34,95.2144
bra,2008,35_39,94.8422
bra,2008,40_44,93.7471
bra,2008,45_49,92.5152
bra,2008,50_54,86.9321
bra,2008,55_59,77.8511
bra,2008,60_64,65.3986
bra,2008,65,34.3182
bra,2008,total_15,81.3619
bra,2009,15_19,56
bra,2009,20_24,88.0228
bra,2009,25_29,94.0928
bra,2009,30_34,95.1209
bra,2009,35_39,95.0731
bra,2009,40_44,94.6404
bra,2009,45_49,92.4513
bra,2009,50_54,87.1532
bra,2009,55_59,77.6223
bra,2009,60_64,63.8647
bra,2009,65,33.5891
bra,2009,total_15,81.25
bra,2010,15_19,55.1153
bra,2010,20_24,87.4601
bra,2010,25_29,93.7375
bra,2010,30_34,94.9391
bra,2010,35_39,94.95
bra,2010,40_44,94.7268
bra,2010,45_49,92.7054
bra,2010,50_54,87.5319
bra,2010,55_59,77.5657
bra,2010,60_64,64.6428
bra,2010,65,33.7595
bra,2010,total_15,81.0381
bra,2011,15_19,54.7238
bra,2011,20_24,87.2141
bra,2011,25_29,93.6938
bra,2011,30_34,94.9152
bra,2011,35_39,94.925
bra,2011,40_44,94.6641
bra,2011,45_49,92.7849
bra,2011,50_54,87.7287
bra,2011,55_59,77.5092
bra,2011,60_64,64.7785
bra,2011,65,33.6035
bra,2011,total_15,80.8587
bra,2012,15_19,54.3323
bra,2012,20_24,86.9681
bra,2012,25_29,93.65
bra,2012,30_34,94.8913
bra,2012,35_39,94.9
bra,2012,40_44,94.6014
bra,2012,45_49,92.8643
bra,2012,50_54,87.9255
bra,2012,55_59,77.4526
bra,2012,60_64,64.9142
bra,2012,65,33.4476
bra,2012,total_15,80.65
bra,2013,15_19,53.9407
bra,2013,20_24,86.722
bra,2013,25_29,93.6063
bra,2013,30_34,94.8674
bra,2013,35_39,94.875
bra,2013,40_44,94.5388
bra,2013,45_49,92.9438
bra,2013,50_54,88.1223
bra,2013,55_59,77.396
bra,2013,60_64,65.0499
bra,2013,65,33.2916
bra,2013,total_15,80.4197
bra,2014,15_19,53.5492
bra,2014,20_24,86.476
bra,2014,25_29,93.5625
bra,2014,30_34,94.8434
bra,2014,35_39,94.85
bra,2014,40_44,94.4761
bra,2014,45_49,93.0233
bra,2014,50_54,88.3191
bra,2014,55_59,77.3394
bra,2014,60_64,65.1857
bra,2014,65,33.1357
bra,2014,total_15,80.1799
bra,2015,15_19,53.1577
bra,2015,20_24,86.23
bra,2015,25_29,93.5187
bra,2015,30_34,94.8195
bra,2015,35_39,94.825
bra,2015,40_44,94.4134
bra,2015,45_49,93.1027
bra,2015,50_54,88.5159
bra,2015,55_59,77.2829
bra,2015,60_64,65.3214
bra,2015,65,32.9797
bra,2015,total_15,79.9391
bra,2016,15_19,52.7661
bra,2016,20_24,85.984
bra,2016,25_29,93.475
bra,2016,30_34,94.7956
bra,2016,35_39,94.8
bra,2016,40_44,94.3507
bra,2016,45_49,93.1822
bra,2016,50_54,88.7127
bra,2016,55_59,77.2263
bra,2016,60_64,65.4571
bra,2016,65,32.8238
bra,2016,total_15,79.6944
bra,2017,15_19,52.3746
bra,2017,20_24,85.738
bra,2017,25_29,93.4313
bra,2017,30_34,94.7717
bra,2017,35_39,94.775
bra,2017,40_44,94.288
bra,2017,45_49,93.2616
bra,2017,50_54,88.9096
bra,2017,55_59,77.1697
bra,2017,60_64,65.5928
bra,2017,65,32.6678
bra,2017,total_15,79.446
bra,2018,15_19,51.9831
bra,2018,20_24,85.492
bra,2018,25_29,93.3875
bra,2018,30_34,94.7478
bra,2018,35_39,94.75
bra,2018,40_44,94.2254
bra,2018,45_49,93.3411
bra,2018,50_54,89.1064
bra,2018,55_59,77.1131
bra,2018,60_64,65.7285
bra,2018,65,32.5119
bra,2018,total_15,79.1997
bra,2019,15_19,51.5915
bra,2019,20_24,85.246
bra,2019,25_29,93.3438
bra,2019,30_34,94.7239
bra,2019,35_39,94.725
bra,2019,40_44,94.1627
bra,2019,45_49,93.4205
bra,2019,50_54,89.3032
bra,2019,55_59,77.0566
bra,2019,60_64,65.8643
bra,2019,65,32.3559
bra,2019,total_15,78.9647
bra,2020,15_19,51.2
bra,2020,20_24,85
bra,2020,25_29,93.3
bra,2020,30_34,94.7
bra,2020,35_39,94.7
bra,2020,40_44,94.1
bra,2020,45_49,93.5
bra,2020,50_54,89.5
bra,2020,55_59,77
bra,2020,60_64,66
bra,2020,65,32.2
bra,2020,total_15,78.747
brn,1981,15_19,38.2
brn,1981,20_24,86.4
brn,1981,25_29,97.3
brn,1981,30_34,98.7
brn,1981,35_39,98.9
brn,1981,40_44,98.3
brn,1981,45_49,98.3
brn,1981,50_54,96.4
brn,1981,55_59,88.9
brn,1981,60_64,82.7
brn,1981,65,51.7
brn,1982,15_19,35.6891
brn,1982,20_24,85.1669
brn,1982,25_29,97.4568
brn,1982,30_34,98.7664
brn,1982,35_39,98.9
brn,1982,40_44,98.4142
brn,1982,45_49,98.1783
brn,1982,50_54,96.5759
brn,1982,55_59,88.4871
brn,1982,60_64,82.5423
brn,1982,65,51.3602
brn,1983,15_19,33.2545
brn,1983,20_24,83.843
brn,1983,25_29,97.6048
brn,1983,30_34,98.8294
brn,1983,35_39,98.9
brn,1983,40_44,98.5208
brn,1983,45_49,98.048
brn,1983,50_54,96.7435
brn,1983,55_59,88.061
brn,1983,60_64,82.3834
brn,1983,65,51.0202
brn,1984,15_19,30.9061
brn,1984,20_24,82.4253
brn,1984,25_29,97.7443
brn,1984,30_34,98.8892
brn,1984,35_39,98.9
brn,1984,40_44,98.6203
brn,1984,45_49,97.9086
brn,1984,50_54,96.9031
brn,1984,55_59,87.6212
brn,1984,60_64,82.2234
brn,1984,65,50.6802
brn,1985,15_19,28.6524
brn,1985,20_24,80.9115
brn,1985,25_29,97.8759
brn,1985,30_34,98.9461
brn,1985,35_39,98.9
brn,1985,40_44,98.7133
brn,1985,45_49,97.7595
brn,1985,50_54,97.0552
brn,1985,55_59,87.1677
brn,1985,60_64,82.0623
brn,1985,65,50.3401
brn,1986,15_19,26.5
brn,1986,20_24,79.3
brn,1986,25_29,98
brn,1986,30_34,99
brn,1986,35_39,98.9
brn,1986,40_44,98.8
brn,1986,45_49,97.6
brn,1986,50_54,97.2
brn,1986,55_59,86.7
brn,1986,60_64,81.9
brn,1986,65,50
brn,1987,15_19,25.9446
brn,1987,20_24,80.3627
brn,1987,25_29,97.8452
brn,1987,30_34,98.8625
brn,1987,35_39,98.8142
brn,1987,40_44,98.7133
brn,1987,45_49,97.3818
brn,1987,50_54,96.7328
brn,1987,55_59,84.4176
brn,1987,60_64,80.0072
brn,1987,65,45.9147
brn,1988,15_19,25.3969
brn,1988,20_24,81.3837
brn,1988,25_29,97.6786
brn,1988,30_34,98.7064
brn,1988,35_39,98.7219
brn,1988,40_44,98.6203
brn,1988,45_49,97.1444
brn,1988,50_54,96.1908
brn,1988,55_59,81.8257
brn,1988,60_64,77.9698
brn,1988,65,41.8836
brn,1989,15_19,24.8569
brn,1989,20_24,82.3632
brn,1989,25_29,97.4995
brn,1989,30_34,98.5292
brn,1989,35_39,98.6224
brn,1989,40_44,98.5208
brn,1989,45_49,96.886
brn,1989,50_54,95.5629
brn,1989,55_59,78.9104
brn,1989,60_64,75.7875
brn,1989,65,37.958
brn,1990,15_19,24.3245
brn,1990,20_24,83.3018
brn,1990,25_29,97.3069
brn,1990,30_34,98.3281
brn,1990,35_39,98.5153
brn,1990,40_44,98.4142
brn,1990,45_49,96.6052
brn,1990,50_54,94.8371
brn,1990,55_59,75.6665
brn,1990,60_64,73.4627
brn,1990,65,34.1839
brn,1990,total_15,82.1878
brn,1991,15_19,23.8
brn,1991,20_24,84.2
brn,1991,25_29,97.1
brn,1991,30_34,98.1
brn,1991,35_39,98.4
brn,1991,40_44,98.3
brn,1991,45_49,96.3
brn,1991,50_54,94
brn,1991,55_59,72.1
brn,1991,60_64,71
brn,1991,65,30.6
brn,1991,total_15,81.4716
brn,1992,15_19,23.6677
brn,1992,20_24,84.0269
brn,1992,25_29,97.0124
brn,1992,30_34,97.9854
brn,1992,35_39,98.2541
brn,1992,40_44,98.1241
brn,1992,45_49,96.0528
brn,1992,50_54,93.6666
brn,1992,55_59,70.0585
brn,1992,60_64,68.7358
brn,1992,65,28.3515
brn,1992,total_15,80.9336
brn,1993,15_19,23.5359
brn,1993,20_24,83.8524
brn,1993,25_29,96.9222
brn,1993,30_34,97.8641
brn,1993,35_39,98.0951
brn,1993,40_44,97.9304
brn,1993,45_49,95.7898
brn,1993,50_54,93.316
brn,1993,55_59,67.934
brn,1993,60_64,66.3786
brn,1993,65,26.2058
brn,1993,total_15,80.4962
brn,1994,15_19,23.4047
brn,1994,20_24,83.6763
brn,1994,25_29,96.8294
brn,1994,30_34,97.7356
brn,1994,35_39,97.922
brn,1994,40_44,97.7172
brn,1994,45_49,95.5101
brn,1994,50_54,92.9474
brn,1994,55_59,65.7325
brn,1994,60_64,63.9368
brn,1994,65,24.1677
brn,1994,total_15,80.1659
brn,1995,15_19,23.2739
brn,1995,20_24,83.4986
brn,1995,25_29,96.7339
brn,1995,30_34,97.5995
brn,1995,35_39,97.7335
brn,1995,40_44,97.4826
brn,1995,45_49,95.2127
brn,1995,50_54,92.5601
brn,1995,55_59,63.4612
brn,1995,60_64,61.4208
brn,1995,65,22.2403
brn,1995,total_15,79.9292
brn,1996,15_19,23.1436
brn,1996,20_24,83.3194
brn,1996,25_29,96.6357
brn,1996,30_34,97.4555
brn,1996,35_39,97.5283
brn,1996,40_44,97.2246
brn,1996,45_49,94.8968
brn,1996,50_54,92.1533
brn,1996,55_59,61.1283
brn,1996,60_64,58.8422
brn,1996,65,20.4253
brn,1996,total_15,79.5484
brn,1997,15_19,23.0139
brn,1997,20_24,83.1386
brn,1997,25_29,96.5345
brn,1997,30_34,97.3031
brn,1997,35_39,97.305
brn,1997,40_44,96.9409
brn,1997,45_49,94.5611
brn,1997,50_54,91.7263
brn,1997,55_59,58.7434
brn,1997,60_64,56.2142
brn,1997,65,18.7227
brn,1997,total_15,79.3522
brn,1998,15_19,22.8846
brn,1998,20_24,82.9563
brn,1998,25_29,96.4305
brn,1998,30_34,97.1419
brn,1998,35_39,97.0623
brn,1998,40_44,96.6293
brn,1998,45_49,94.2047
brn,1998,50_54,91.2783
brn,1998,55_59,56.3167
brn,1998,60_64,53.5508
brn,1998,65,17.1315
brn,1998,total_15,79.3003
brn,1999,15_19,22.7559
brn,1999,20_24,82.7725
brn,1999,25_29,96.3234
brn,1999,30_34,96.9713
brn,1999,35_39,96.7983
brn,1999,40_44,96.2871
brn,1999,45_49,93.8265
brn,1999,50_54,90.8084
brn,1999,55_59,53.8593
brn,1999,60_64,50.8671
brn,1999,65,15.6495
brn,1999,total_15,79.3218
brn,2000,15_19,22.6277
brn,2000,20_24,82.587
brn,2000,25_29,96.2133
brn,2000,30_34,96.7908
brn,2000,35_39,96.5115
brn,2000,40_44,95.9116
brn,2000,45_49,93.4253
brn,2000,50_54,90.3159
brn,2000,55_59,51.3831
brn,2000,60_64,48.1783
brn,2000,65,14.2736
brn,2000,total_15,79.3587
brn,2001,15_19,22.5
brn,2001,20_24,82.4
brn,2001,25_29,96.1
brn,2001,30_34,96.6
brn,2001,35_39,96.2
brn,2001,40_44,95.5
brn,2001,45_49,93
brn,2001,50_54,89.8
brn,2001,55_59,48.9
brn,2001,60_64,45.5
brn,2001,65,13
brn,2001,total_15,78.8012
brn,2002,15_19,22.2316
brn,2002,20_24,82.2211
brn,2002,25_29,96.0526
brn,2002,30_34,96.5474
brn,2002,35_39,96.1895
brn,2002,40_44,95.4947
brn,2002,45_49,93.079
brn,2002,50_54,89.8632
brn,2002,55_59,49.379
brn,2002,60_64,45.6316
brn,2002,65,13.1053
brn,2002,total_15,78.5833
brn,2003,15_19,21.9632
brn,2003,20_24,82.0421
brn,2003,25_29,96.0053
brn,2003,30_34,96.4947
brn,2003,35_39,96.179
brn,2003,40_44,95.4895
brn,2003,45_49,93.1579
brn,2003,50_54,89.9263
brn,2003,55_59,49.8579
brn,2003,60_64,45.7632
brn,2003,65,13.2105
brn,2003,total_15,78.3621
brn,2004,15_19,21.6947
brn,2004,20_24,81.8632
brn,2004,25_29,95.9579
brn,2004,30_34,96.4421
brn,2004,35_39,96.1684
brn,2004,40_44,95.4842
brn,2004,45_49,93.2368
brn,2004,50_54,89.9895
brn,2004,55_59,50.3368
brn,2004,60_64,45.8947
brn,2004,65,13.3158
brn,2004,total_15,78.1691
brn,2005,15_19,21.4263
brn,2005,20_24,81.6842
brn,2005,25_29,95.9105
brn,2005,30_34,96.3895
brn,2005,35_39,96.1579
brn,2005,40_44,95.4789
brn,2005,45_49,93.3158
brn,2005,50_54,90.0526
brn,2005,55_59,50.8158
brn,2005,60_64,46.0263
brn,2005,65,13.421
brn,2005,total_15,78.0183
brn,2006,15_19,21.1579
brn,2006,20_24,81.5053
brn,2006,25_29,95.8632
brn,2006,30_34,96.3368
brn,2006,35_39,96.1474
brn,2006,40_44,95.4737
brn,2006,45_49,93.3947
brn,2006,50_54,90.1158
brn,2006,55_59,51.2947
brn,2006,60_64,46.1579
brn,2006,65,13.5263
brn,2006,total_15,77.6695
brn,2007,15_19,20.8895
brn,2007,20_24,81.3263
brn,2007,25_29,95.8158
brn,2007,30_34,96.2842
brn,2007,35_39,96.1368
brn,2007,40_44,95.4684
brn,2007,45_49,93.4737
brn,2007,50_54,90.179
brn,2007,55_59,51.7737
brn,2007,60_64,46.2895
brn,2007,65,13.6316
brn,2007,total_15,77.3597
brn,2008,15_19,20.6211
brn,2008,20_24,81.1474
brn,2008,25_29,95.7684
brn,2008,30_34,96.2316
brn,2008,35_39,96.1263
brn,2008,40_44,95.4632
brn,2008,45_49,93.5526
brn,2008,50_54,90.2421
brn,2008,55_59,52.2526
brn,2008,60_64,46.4211
brn,2008,65,13.7368
brn,2008,total_15,77.1074
brn,2009,15_19,20.3526
brn,2009,20_24,80.9684
brn,2009,25_29,95.7211
brn,2009,30_34,96.179
brn,2009,35_39,96.1158
brn,2009,40_44,95.4579
brn,2009,45_49,93.6316
brn,2009,50_54,90.3053
brn,2009,55_59,52.7316
brn,2009,60_64,46.5526
brn,2009,65,13.8421
brn,2009,total_15,76.9246
brn,2010,15_19,20.0842
brn,2010,20_24,80.7895
brn,2010,25_29,95.6737
brn,2010,30_34,96.1263
brn,2010,35_39,96.1053
brn,2010,40_44,95.4526
brn,2010,45_49,93.7105
brn,2010,50_54,90.3684
brn,2010,55_59,53.2105
brn,2010,60_64,46.6842
brn,2010,65,13.9474
brn,2010,total_15,76.805
brn,2011,15_19,19.8158
brn,2011,20_24,80.6105
brn,2011,25_29,95.6263
brn,2011,30_34,96.0737
brn,2011,35_39,96.0947
brn,2011,40_44,95.4474
brn,2011,45_49,93.7895
brn,2011,50_54,90.4316
brn,2011,55_59,53.6895
brn,2011,60_64,46.8158
brn,2011,65,14.0526
brn,2011,total_15,76.5426
brn,2012,15_19,19.5474
brn,2012,20_24,80.4316
brn,2012,25_29,95.5789
brn,2012,30_34,96.0211
brn,2012,35_39,96.0842
brn,2012,40_44,95.4421
brn,2012,45_49,93.8684
brn,2012,50_54,90.4947
brn,2012,55_59,54.1684
brn,2012,60_64,46.9474
brn,2012,65,14.1579
brn,2012,total_15,76.3541
brn,2013,15_19,19.2789
brn,2013,20_24,80.2526
brn,2013,25_29,95.5316
brn,2013,30_34,95.9684
brn,2013,35_39,96.0737
brn,2013,40_44,95.4368
brn,2013,45_49,93.9474
brn,2013,50_54,90.5579
brn,2013,55_59,54.6474
brn,2013,60_64,47.0789
brn,2013,65,14.2632
brn,2013,total_15,76.2108
brn,2014,15_19,19.0105
brn,2014,20_24,80.0737
brn,2014,25_29,95.4842
brn,2014,30_34,95.9158
brn,2014,35_39,96.0632
brn,2014,40_44,95.4316
brn,2014,45_49,94.0263
brn,2014,50_54,90.6211
brn,2014,55_59,55.1263
brn,2014,60_64,47.2105
brn,2014,65,14.3684
brn,2014,total_15,76.0668
brn,2015,15_19,18.7421
brn,2015,20_24,79.8947
brn,2015,25_29,95.4368
brn,2015,30_34,95.8632
brn,2015,35_39,96.0526
brn,2015,40_44,95.4263
brn,2015,45_49,94.1053
brn,2015,50_54,90.6842
brn,2015,55_59,55.6053
brn,2015,60_64,47.3421
brn,2015,65,14.4737
brn,2015,total_15,75.8869
brn,2016,15_19,18.4737
brn,2016,20_24,79.7158
brn,2016,25_29,95.3895
brn,2016,30_34,95.8105
brn,2016,35_39,96.0421
brn,2016,40_44,95.421
brn,2016,45_49,94.1842
brn,2016,50_54,90.7474
brn,2016,55_59,56.0842
brn,2016,60_64,47.4737
brn,2016,65,14.579
brn,2016,total_15,75.4996
brn,2017,15_19,18.2053
brn,2017,20_24,79.5368
brn,2017,25_29,95.3421
brn,2017,30_34,95.7579
brn,2017,35_39,96.0316
brn,2017,40_44,95.4158
brn,2017,45_49,94.2632
brn,2017,50_54,90.8105
brn,2017,55_59,56.5632
brn,2017,60_64,47.6053
brn,2017,65,14.6842
brn,2017,total_15,75.0952
brn,2018,15_19,17.9368
brn,2018,20_24,79.3579
brn,2018,25_29,95.2947
brn,2018,30_34,95.7053
brn,2018,35_39,96.0211
brn,2018,40_44,95.4105
brn,2018,45_49,94.3421
brn,2018,50_54,90.8737
brn,2018,55_59,57.0421
brn,2018,60_64,47.7368
brn,2018,65,14.7895
brn,2018,total_15,74.7048
brn,2019,15_19,17.6684
brn,2019,20_24,79.179
brn,2019,25_29,95.2474
brn,2019,30_34,95.6526
brn,2019,35_39,96.0105
brn,2019,40_44,95.4053
brn,2019,45_49,94.421
brn,2019,50_54,90.9368
brn,2019,55_59,57.5211
brn,2019,60_64,47.8684
brn,2019,65,14.8947
brn,2019,total_15,74.3707
brn,2020,15_19,17.4
brn,2020,20_24,79
brn,2020,25_29,95.2
brn,2020,30_34,95.6
brn,2020,35_39,96
brn,2020,40_44,95.4
brn,2020,45_49,94.5
brn,2020,50_54,91
brn,2020,55_59,58
brn,2020,60_64,48
brn,2020,65,15
brn,2020,total_15,74.1061
bgr,1985,30_34,97.8
bgr,1985,35_39,95.8
bgr,1985,40_44,95.5
bgr,1985,45_49,94.6
bgr,1985,50_54,88.1
bgr,1985,55_59,80.9
bgr,1985,60_64,39.2
bgr,1985,65,15.2
bgr,1986,30_34,97.5303
bgr,1986,35_39,95.8
bgr,1986,40_44,95.4583
bgr,1986,45_49,94.2741
bgr,1986,50_54,87.6458
bgr,1986,55_59,78.3031
bgr,1986,60_64,33.7728
bgr,1986,65,12.8996
bgr,1987,30_34,97.2285
bgr,1987,35_39,95.8
bgr,1987,40_44,95.4162
bgr,1987,45_49,93.9297
bgr,1987,50_54,87.1768
bgr,1987,55_59,75.4602
bgr,1987,60_64,28.7418
bgr,1987,65,10.9026
bgr,1988,30_34,96.891
bgr,1988,35_39,95.8
bgr,1988,40_44,95.3737
bgr,1988,45_49,93.566
bgr,1988,50_54,86.6928
bgr,1988,55_59,72.3763
bgr,1988,60_64,24.1866
bgr,1988,65,9.18217
bgr,1989,30_34,96.5138
bgr,1989,35_39,95.8
bgr,1989,40_44,95.3308
bgr,1989,45_49,93.1822
bgr,1989,50_54,86.1933
bgr,1989,55_59,69.0636
bgr,1989,60_64,20.1491
bgr,1989,65,7.70972
bgr,1990,15_19,13.8344
bgr,1990,20_24,71.8212
bgr,1990,25_29,90.9723
bgr,1990,30_34,96.0928
bgr,1990,35_39,95.8
bgr,1990,40_44,95.2876
bgr,1990,45_49,92.7772
bgr,1990,50_54,85.6782
bgr,1990,55_59,65.5429
bgr,1990,60_64,16.6377
bgr,1990,65,6.45661
bgr,1990,total_15,62.7714
bgr,1991,15_19,14.7568
bgr,1991,20_24,73.3445
bgr,1991,25_29,91.2322
bgr,1991,30_34,95.6232
bgr,1991,35_39,95.8
bgr,1991,40_44,95.244
bgr,1991,45_49,92.3501
bgr,1991,50_54,85.1472
bgr,1991,55_59,61.8428
bgr,1991,60_64,13.6338
bgr,1991,65,5.39527
bgr,1991,total_15,61.9035
bgr,1992,15_19,15.5
bgr,1992,20_24,74.5
bgr,1992,25_29,91.4
bgr,1992,30_34,95.1
bgr,1992,35_39,95.8
bgr,1992,40_44,95.2
bgr,1992,45_49,91.9
bgr,1992,50_54,84.6
bgr,1992,55_59,58
bgr,1992,60_64,11.1
bgr,1992,65,4.5
bgr,1992,total_15,61.0791
bgr,1993,15_19,14.6723
bgr,1993,20_24,73.4939
bgr,1993,25_29,90.6959
bgr,1993,30_34,94.6324
bgr,1993,35_39,95.3064
bgr,1993,40_44,94.6849
bgr,1993,45_49,91.1938
bgr,1993,50_54,83.9121
bgr,1993,55_59,58.2011
bgr,1993,60_64,11.9489
bgr,1993,65,4.37335
bgr,1993,total_15,60.4649
bgr,1994,15_19,13.8816
bgr,1994,20_24,72.4629
bgr,1994,25_29,89.9405
bgr,1994,30_34,94.1229
bgr,1994,35_39,94.7579
bgr,1994,40_44,94.118
bgr,1994,45_49,90.4324
bgr,1994,50_54,83.1995
bgr,1994,55_59,58.402
bgr,1994,60_64,12.8533
bgr,1994,65,4.25011
bgr,1994,total_15,59.8931
bgr,1995,15_19,13.1269
bgr,1995,20_24,71.4073
bgr,1995,25_29,89.1311
bgr,1995,30_34,93.5683
bgr,1995,35_39,94.1492
bgr,1995,40_44,93.4947
bgr,1995,45_49,89.6126
bgr,1995,50_54,82.462
bgr,1995,55_59,58.6026
bgr,1995,60_64,13.8155
bgr,1995,65,4.13019
bgr,1995,total_15,59.3697
bgr,1996,15_19,12.4073
bgr,1996,20_24,70.3278
bgr,1996,25_29,88.265
bgr,1996,30_34,92.9654
bgr,1996,35_39,93.4748
bgr,1996,40_44,92.8105
bgr,1996,45_49,88.7314
bgr,1996,50_54,81.6992
bgr,1996,55_59,58.8029
bgr,1996,60_64,14.8374
bgr,1996,65,4.01351
bgr,1996,total_15,58.9037
bgr,1997,15_19,11.7218
bgr,1997,20_24,69.2251
bgr,1997,25_29,87.3398
bgr,1997,30_34,92.3105
bgr,1997,35_39,92.7286
bgr,1997,40_44,92.0604
bgr,1997,45_49,87.7856
bgr,1997,50_54,80.9109
bgr,1997,55_59,59.0029
bgr,1997,60_64,15.921
bgr,1997,65,3.9
bgr,1997,total_15,58.4943
bgr,1998,15_19,11.0695
bgr,1998,20_24,68.1001
bgr,1998,25_29,86.3529
bgr,1998,30_34,91.6002
bgr,1998,35_39,91.9045
bgr,1998,40_44,91.2394
bgr,1998,45_49,86.7723
bgr,1998,50_54,80.0969
bgr,1998,55_59,59.2027
bgr,1998,60_64,17.0678
bgr,1998,65,3.99652
bgr,1998,total_15,58.1446
bgr,1999,15_19,10.4491
bgr,1999,20_24,66.9535
bgr,1999,25_29,85.302
bgr,1999,30_34,90.8308
bgr,1999,35_39,90.996
bgr,1999,40_44,90.3424
bgr,1999,45_49,85.6886
bgr,1999,50_54,79.2572
bgr,1999,55_59,59.4021
bgr,1999,60_64,18.2792
bgr,1999,65,4.09533
bgr,1999,total_15,57.7776
bgr,2000,15_19,9.85965
bgr,2000,20_24,65.7865
bgr,2000,25_29,84.185
bgr,2000,30_34,89.9986
bgr,2000,35_39,89.9967
bgr,2000,40_44,89.3643
bgr,2000,45_49,84.5319
bgr,2000,50_54,78.3915
bgr,2000,55_59,59.6012
bgr,2000,60_64,19.5564
bgr,2000,65,4.19647
bgr,2000,total_15,57.3695
bgr,2001,15_19,9.3
bgr,2001,20_24,64.6
bgr,2001,25_29,83
bgr,2001,30_34,89.1
bgr,2001,35_39,88.9
bgr,2001,40_44,88.3
bgr,2001,45_49,83.3
bgr,2001,50_54,77.5
bgr,2001,55_59,59.8
bgr,2001,60_64,20.9
bgr,2001,65,4.3
bgr,2001,total_15,56.8186
bgr,2002,15_19,9.6
bgr,2002,20_24,60.4
bgr,2002,25_29,81.2
bgr,2002,30_34,87.1
bgr,2002,35_39,88.2
bgr,2002,40_44,87.3
bgr,2002,45_49,81.9
bgr,2002,50_54,77.3
bgr,2002,55_59,60.6
bgr,2002,60_64,24
bgr,2002,65,5.1
bgr,2002,total_15,56.2794
bgr,2003,15_19,6.9
bgr,2003,20_24,59.4
bgr,2003,25_29,80
bgr,2003,30_34,84.5
bgr,2003,35_39,87.3
