country,year,age_group,mpop
afg,1980,00_04,1356.034000
afg,1980,05_09,1073.463000
afg,1980,10_14,907.147000
afg,1980,15_19,765.579000
afg,1980,20_24,644.195000
afg,1980,25_29,541.070000
afg,1980,30_34,473.922000
afg,1980,35_39,387.647000
afg,1980,40_44,319.346000
afg,1980,45_49,259.527000
afg,1980,50_54,205.164000
afg,1980,55_59,156.690000
afg,1980,60_64,114.191000
afg,1980,65,157.590000
afg,1980,total_0,7361.565000
afg,1980,total_15,4024.921000
afg,1981,00_04,1347.366000
afg,1981,05_09,1062.570000
afg,1981,10_14,891.801000
afg,1981,15_19,752.902000
afg,1981,20_24,633.093000
afg,1981,25_29,529.253000
afg,1981,30_34,462.583000
afg,1981,35_39,382.079000
afg,1981,40_44,313.151000
afg,1981,45_49,254.850000
afg,1981,50_54,201.818000
afg,1981,55_59,154.289000
afg,1981,60_64,112.607000
afg,1981,65,158.397000
afg,1981,total_0,7256.759000
afg,1981,total_15,3955.022000
afg,1982,00_04,1321.705000
afg,1982,05_09,1043.699000
afg,1982,10_14,871.569000
afg,1982,15_19,736.124000
afg,1982,20_24,617.839000
afg,1982,25_29,515.675000
afg,1982,30_34,446.360000
afg,1982,35_39,374.922000
afg,1982,40_44,304.577000
afg,1982,45_49,248.354000
afg,1982,50_54,196.973000
afg,1982,55_59,150.674000
afg,1982,60_64,109.985000
afg,1982,65,156.529000
afg,1982,total_0,7094.985000
afg,1982,total_15,3858.012000
afg,1983,00_04,1285.058000
afg,1983,05_09,1018.833000
afg,1983,10_14,849.966000
afg,1983,15_19,717.534000
afg,1983,20_24,600.755000
afg,1983,25_29,501.625000
afg,1983,30_34,428.036000
afg,1983,35_39,366.639000
afg,1983,40_44,295.021000
afg,1983,45_49,240.932000
afg,1983,50_54,191.314000
afg,1983,55_59,146.377000
afg,1983,60_64,106.755000
afg,1983,65,152.360000
afg,1983,total_0,6901.205000
afg,1983,total_15,3747.348000
afg,1984,00_04,1249.673000
afg,1984,05_09,991.233000
afg,1984,10_14,830.002000
afg,1984,15_19,699.932000
afg,1984,20_24,584.708000
afg,1984,25_29,488.389000
afg,1984,30_34,411.088000
afg,1984,35_39,357.517000
afg,1984,40_44,286.244000
afg,1984,45_49,233.592000
afg,1984,50_54,185.636000
afg,1984,55_59,142.025000
afg,1984,60_64,103.399000
afg,1984,65,146.383000
afg,1984,total_0,6709.821000
afg,1984,total_15,3638.913000
afg,1985,00_04,1230.694000
afg,1985,05_09,963.113000
afg,1985,10_14,812.535000
afg,1985,15_19,685.669000
afg,1985,20_24,571.803000
afg,1985,25_29,477.023000
afg,1985,30_34,397.648000
afg,1985,35_39,348.005000
afg,1985,40_44,279.397000
afg,1985,45_49,227.030000
afg,1985,50_54,180.507000
afg,1985,55_59,138.049000
afg,1985,60_64,100.236000
afg,1985,65,138.861000
afg,1985,total_0,6550.570000
afg,1985,total_15,3544.228000
afg,1986,00_04,1210.994000
afg,1986,05_09,949.646000
afg,1986,10_14,794.417000
afg,1986,15_19,671.096000
afg,1986,20_24,559.712000
afg,1986,25_29,466.565000
afg,1986,30_34,386.768000
afg,1986,35_39,337.394000
afg,1986,40_44,274.244000
afg,1986,45_49,221.213000
afg,1986,50_54,176.198000
afg,1986,55_59,134.968000
afg,1986,60_64,98.100000
afg,1986,65,137.797000
afg,1986,total_0,6419.112000
afg,1986,total_15,3464.055000
afg,1987,00_04,1182.802000
afg,1987,05_09,943.450000
afg,1987,10_14,783.363000
afg,1987,15_19,662.278000
afg,1987,20_24,552.408000
afg,1987,25_29,459.646000
afg,1987,30_34,380.537000
afg,1987,35_39,327.938000
afg,1987,40_44,272.088000
afg,1987,45_49,216.971000
afg,1987,50_54,173.286000
afg,1987,55_59,132.927000
afg,1987,60_64,96.670000
afg,1987,65,136.808000
afg,1987,total_0,6321.172000
afg,1987,total_15,3411.557000
afg,1988,00_04,1167.269000
afg,1988,05_09,948.972000
afg,1988,10_14,784.433000
afg,1988,15_19,662.922000
afg,1988,20_24,553.072000
afg,1988,25_29,459.081000
afg,1988,30_34,380.649000
afg,1988,35_39,322.477000
afg,1988,40_44,273.753000
afg,1988,45_49,215.860000
afg,1988,50_54,172.762000
afg,1988,55_59,132.702000
afg,1988,60_64,96.541000
afg,1988,65,136.720000
afg,1988,total_0,6307.213000
afg,1988,total_15,3406.539000
afg,1989,00_04,1194.676000
afg,1989,05_09,971.644000
afg,1989,10_14,802.784000
afg,1989,15_19,677.371000
afg,1989,20_24,565.350000
afg,1989,25_29,468.218000
afg,1989,30_34,388.868000
afg,1989,35_39,324.363000
afg,1989,40_44,279.993000
afg,1989,45_49,219.740000
afg,1989,50_54,175.723000
afg,1989,55_59,135.160000
afg,1989,60_64,98.368000
afg,1989,65,138.408000
afg,1989,total_0,6440.666000
afg,1989,total_15,3471.562000
afg,1990,00_04,1295.739000
afg,1990,05_09,1012.106000
afg,1990,10_14,839.046000
afg,1990,15_19,707.166000
afg,1990,20_24,590.413000
afg,1990,25_29,488.182000
afg,1990,30_34,405.455000
afg,1990,35_39,334.825000
afg,1990,40_44,290.705000
afg,1990,45_49,229.245000
afg,1990,50_54,182.460000
afg,1990,55_59,140.536000
afg,1990,60_64,102.329000
afg,1990,65,141.967000
afg,1990,total_0,6760.174000
afg,1990,total_15,3613.283000
afg,1991,00_04,1405.462000
afg,1991,05_09,1102.301000
afg,1991,10_14,907.198000
afg,1991,15_19,762.177000
afg,1991,20_24,636.674000
afg,1991,25_29,526.417000
afg,1991,30_34,436.359000
afg,1991,35_39,358.562000
afg,1991,40_44,309.269000
afg,1991,45_49,247.259000
afg,1991,50_54,194.862000
afg,1991,55_59,150.024000
afg,1991,60_64,109.094000
afg,1991,65,151.533000
afg,1991,total_0,7297.191000
afg,1991,total_15,3882.230000
afg,1992,00_04,1553.374000
afg,1992,05_09,1219.074000
afg,1992,10_14,999.609000
afg,1992,15_19,836.431000
afg,1992,20_24,698.848000
afg,1992,25_29,578.055000
afg,1992,30_34,478.004000
afg,1992,35_39,392.609000
afg,1992,40_44,333.856000
afg,1992,45_49,272.571000
afg,1992,50_54,212.313000
afg,1992,55_59,163.687000
afg,1992,60_64,119.058000
afg,1992,65,165.399000
afg,1992,total_0,8022.888000
afg,1992,total_15,4250.831000
afg,1993,00_04,1727.239000
afg,1993,05_09,1345.845000
afg,1993,10_14,1103.771000
afg,1993,15_19,919.259000
afg,1993,20_24,767.910000
afg,1993,25_29,635.524000
afg,1993,30_34,524.380000
afg,1993,35_39,431.456000
afg,1993,40_44,360.786000
afg,1993,45_49,300.915000
afg,1993,50_54,232.317000
afg,1993,55_59,179.369000
afg,1993,60_64,130.701000
afg,1993,65,181.625000
afg,1993,total_0,8841.097000
afg,1993,total_15,4664.242000
afg,1994,00_04,1889.441000
afg,1994,05_09,1464.046000
afg,1994,10_14,1203.822000
afg,1994,15_19,998.568000
afg,1994,20_24,833.457000
afg,1994,25_29,690.116000
afg,1994,30_34,568.687000
afg,1994,35_39,468.548000
afg,1994,40_44,386.596000
afg,1994,45_49,326.992000
afg,1994,50_54,252.200000
afg,1994,55_59,194.635000
afg,1994,60_64,142.276000
afg,1994,65,198.024000
afg,1994,total_0,9617.408000
afg,1994,total_15,5060.099000
afg,1995,00_04,1999.940000
afg,1995,05_09,1563.526000
afg,1995,10_14,1289.286000
afg,1995,15_19,1067.745000
afg,1995,20_24,889.718000
afg,1995,25_29,736.959000
afg,1995,30_34,607.062000
afg,1995,35_39,500.151000
afg,1995,40_44,409.597000
afg,1995,45_49,347.784000
afg,1995,50_54,270.374000
afg,1995,55_59,208.141000
afg,1995,60_64,152.768000
afg,1995,65,213.446000
afg,1995,total_0,10256.500000
afg,1995,total_15,5403.745000
afg,1996,00_04,2110.389000
afg,1996,05_09,1642.546000
afg,1996,10_14,1346.310000
afg,1996,15_19,1113.268000
afg,1996,20_24,925.599000
afg,1996,25_29,767.280000
afg,1996,30_34,631.700000
afg,1996,35_39,519.723000
afg,1996,40_44,423.645000
afg,1996,45_49,358.370000
afg,1996,50_54,281.848000
afg,1996,55_59,215.540000
afg,1996,60_64,158.440000
afg,1996,65,224.100000
afg,1996,total_0,10718.760000
afg,1996,total_15,5619.513000
afg,1997,00_04,2188.314000
afg,1997,05_09,1698.824000
afg,1997,10_14,1386.804000
afg,1997,15_19,1145.481000
afg,1997,20_24,949.049000
afg,1997,25_29,787.274000
afg,1997,30_34,648.193000
afg,1997,35_39,532.269000
afg,1997,40_44,433.362000
afg,1997,45_49,362.538000
afg,1997,50_54,290.428000
afg,1997,55_59,219.964000
afg,1997,60_64,162.028000
afg,1997,65,230.876000
afg,1997,total_0,11035.400000
afg,1997,total_15,5761.462000
afg,1998,00_04,2236.141000
afg,1998,05_09,1741.697000
afg,1998,10_14,1420.697000
afg,1998,15_19,1171.838000
afg,1998,20_24,967.037000
afg,1998,25_29,802.346000
afg,1998,30_34,660.964000
afg,1998,35_39,541.670000
afg,1998,40_44,441.372000
afg,1998,45_49,363.887000
afg,1998,50_54,297.347000
afg,1998,55_59,223.263000
afg,1998,60_64,164.715000
afg,1998,65,235.325000
afg,1998,total_0,11268.300000
afg,1998,total_15,5869.764000
afg,1999,00_04,2275.188000
afg,1999,05_09,1784.376000
afg,1999,10_14,1459.158000
afg,1999,15_19,1201.723000
afg,1999,20_24,988.244000
afg,1999,25_29,819.259000
afg,1999,30_34,675.434000
afg,1999,35_39,552.728000
afg,1999,40_44,450.696000
afg,1999,45_49,366.895000
afg,1999,50_54,304.007000
afg,1999,55_59,227.737000
afg,1999,60_64,167.898000
afg,1999,65,239.442000
afg,1999,total_0,11512.780000
afg,1999,total_15,5994.063000
afg,2000,00_04,2330.763000
afg,2000,05_09,1834.529000
afg,2000,10_14,1507.360000
afg,2000,15_19,1241.106000
afg,2000,20_24,1017.922000
afg,2000,25_29,842.123000
afg,2000,30_34,694.772000
afg,2000,35_39,568.241000
afg,2000,40_44,463.139000
afg,2000,45_49,374.059000
afg,2000,50_54,311.340000
afg,2000,55_59,234.668000
afg,2000,60_64,172.402000
afg,2000,65,244.423000
afg,2000,total_0,11836.850000
afg,2000,total_15,6164.195000
afg,2001,00_04,2412.874000
afg,2001,05_09,1913.442000
afg,2001,10_14,1564.331000
afg,2001,15_19,1287.231000
afg,2001,20_24,1054.141000
afg,2001,25_29,870.072000
afg,2001,30_34,717.936000
afg,2001,35_39,586.977000
afg,2001,40_44,477.788000
afg,2001,45_49,384.027000
afg,2001,50_54,318.220000
afg,2001,55_59,242.729000
afg,2001,60_64,177.068000
afg,2001,65,253.808000
afg,2001,total_0,12260.640000
afg,2001,total_15,6369.997000
afg,2002,00_04,2483.807000
afg,2002,05_09,2008.045000
afg,2002,10_14,1635.271000
afg,2002,15_19,1344.920000
afg,2002,20_24,1100.022000
afg,2002,25_29,904.996000
afg,2002,30_34,747.024000
afg,2002,35_39,610.874000
afg,2002,40_44,496.356000
afg,2002,45_49,398.474000
afg,2002,50_54,326.428000
afg,2002,55_59,253.684000
afg,2002,60_64,183.222000
afg,2002,65,264.633000
afg,2002,total_0,12757.760000
afg,2002,total_15,6630.633000
afg,2003,00_04,2548.108000
afg,2003,05_09,2108.377000
afg,2003,10_14,1714.910000
afg,2003,15_19,1409.387000
afg,2003,20_24,1151.662000
afg,2003,25_29,943.989000
afg,2003,30_34,779.406000
afg,2003,35_39,637.718000
afg,2003,40_44,517.201000
afg,2003,45_49,415.595000
afg,2003,50_54,335.567000
afg,2003,55_59,265.992000
afg,2003,60_64,190.507000
afg,2003,65,276.023000
afg,2003,total_0,13294.440000
afg,2003,total_15,6923.047000
afg,2004,00_04,2604.696000
afg,2004,05_09,2200.307000
afg,2004,10_14,1796.045000
afg,2004,15_19,1474.527000
afg,2004,20_24,1203.912000
afg,2004,25_29,983.459000
afg,2004,30_34,811.651000
afg,2004,35_39,664.599000
afg,2004,40_44,538.290000
afg,2004,45_49,432.963000
afg,2004,50_54,345.378000
afg,2004,55_59,277.519000
afg,2004,60_64,198.489000
afg,2004,65,286.828000
afg,2004,total_0,13818.660000
afg,2004,total_15,7217.615000
afg,2005,00_04,2650.066000
afg,2005,05_09,2272.161000
afg,2005,10_14,1873.593000
afg,2005,15_19,1537.197000
afg,2005,20_24,1253.988000
afg,2005,25_29,1021.548000
afg,2005,30_34,841.843000
afg,2005,35_39,689.872000
afg,2005,40_44,558.518000
afg,2005,45_49,449.208000
afg,2005,50_54,355.790000
afg,2005,55_59,287.113000
afg,2005,60_64,206.878000
afg,2005,65,296.496000
afg,2005,total_0,14294.270000
afg,2005,total_15,7498.451000
afg,2006,00_04,2689.198000
afg,2006,05_09,2339.613000
afg,2006,10_14,1942.593000
afg,2006,15_19,1590.986000
afg,2006,20_24,1297.473000
afg,2006,25_29,1055.384000
afg,2006,30_34,867.312000
afg,2006,35_39,711.018000
afg,2006,40_44,575.582000
afg,2006,45_49,462.267000
afg,2006,50_54,364.472000
afg,2006,55_59,292.889000
afg,2006,60_64,213.719000
afg,2006,65,307.679000
afg,2006,total_0,14710.190000
afg,2006,total_15,7738.781000
afg,2007,00_04,2724.766000
afg,2007,05_09,2387.276000
afg,2007,10_14,2009.564000
afg,2007,15_19,1641.301000
afg,2007,20_24,1338.302000
afg,2007,25_29,1087.557000
afg,2007,30_34,890.663000
afg,2007,35_39,730.541000
afg,2007,40_44,591.608000
afg,2007,45_49,474.276000
afg,2007,50_54,373.514000
afg,2007,55_59,296.842000
afg,2007,60_64,220.736000
afg,2007,65,316.879000
afg,2007,total_0,15083.830000
afg,2007,total_15,7962.219000
afg,2008,00_04,2759.384000
afg,2008,05_09,2418.309000
afg,2008,10_14,2076.958000
afg,2008,15_19,1692.242000
afg,2008,20_24,1379.456000
afg,2008,25_29,1120.210000
afg,2008,30_34,914.149000
afg,2008,35_39,750.006000
afg,2008,40_44,607.759000
afg,2008,45_49,486.378000
afg,2008,50_54,383.361000
afg,2008,55_59,300.419000
afg,2008,60_64,227.843000
afg,2008,65,324.984000
afg,2008,total_0,15441.460000
afg,2008,total_15,8186.807000
afg,2009,00_04,2798.993000
afg,2009,05_09,2442.083000
afg,2009,10_14,2144.244000
afg,2009,15_19,1749.571000
afg,2009,20_24,1424.902000
afg,2009,25_29,1156.165000
afg,2009,30_34,940.661000
afg,2009,35_39,771.381000
afg,2009,40_44,625.537000
afg,2009,45_49,500.065000
afg,2009,50_54,394.485000
afg,2009,55_59,305.517000
afg,2009,60_64,234.824000
afg,2009,65,333.186000
afg,2009,total_0,15821.610000
afg,2009,total_15,8436.294000
afg,2010,00_04,2852.494000
afg,2010,05_09,2468.074000
afg,2010,10_14,2207.065000
afg,2010,15_19,1816.500000
afg,2010,20_24,1476.985000
afg,2010,25_29,1197.069000
afg,2010,30_34,971.741000
afg,2010,35_39,795.740000
afg,2010,40_44,645.764000
afg,2010,45_49,516.130000
afg,2010,50_54,407.130000
afg,2010,55_59,313.136000
afg,2010,60_64,241.619000
afg,2010,65,342.124000
afg,2010,total_0,16251.570000
afg,2010,total_15,8723.938000
afg,2011,00_04,2924.397000
afg,2011,05_09,2520.248000
afg,2011,10_14,2262.400000
afg,2011,15_19,1887.874000
afg,2011,20_24,1532.332000
afg,2011,25_29,1241.506000
afg,2011,30_34,1005.783000
afg,2011,35_39,821.452000
afg,2011,40_44,666.959000
afg,2011,45_49,532.879000
afg,2011,50_54,419.694000
afg,2011,55_59,321.355000
afg,2011,60_64,246.779000
afg,2011,65,356.119000
afg,2011,total_0,16739.780000
afg,2011,total_15,9032.732000
afg,2012,00_04,2991.773000
afg,2012,05_09,2581.434000
afg,2012,10_14,2317.591000
afg,2012,15_19,1970.212000
afg,2012,20_24,1594.002000
afg,2012,25_29,1291.597000
afg,2012,30_34,1045.122000
afg,2012,35_39,850.745000
afg,2012,40_44,691.191000
afg,2012,45_49,552.383000
afg,2012,50_54,434.278000
afg,2012,55_59,332.162000
afg,2012,60_64,252.172000
afg,2012,65,371.072000
afg,2012,total_0,17275.730000
afg,2012,total_15,9384.936000
afg,2013,00_04,3057.688000
afg,2013,05_09,2646.911000
afg,2013,10_14,2372.480000
afg,2013,15_19,2057.460000
afg,2013,20_24,1661.163000
afg,2013,25_29,1346.029000
afg,2013,30_34,1088.548000
afg,2013,35_39,882.996000
afg,2013,40_44,717.653000
afg,2013,45_49,573.964000
afg,2013,50_54,450.506000
afg,2013,55_59,344.888000
afg,2013,60_64,258.229000
afg,2013,65,386.311000
afg,2013,total_0,17844.830000
afg,2013,total_15,9767.747000
afg,2014,00_04,3123.552000
afg,2014,05_09,2710.120000
afg,2014,10_14,2427.317000
afg,2014,15_19,2140.777000
afg,2014,20_24,1732.958000
afg,2014,25_29,1403.161000
afg,2014,30_34,1134.317000
afg,2014,35_39,917.374000
afg,2014,40_44,745.286000
afg,2014,45_49,596.681000
afg,2014,50_54,467.920000
afg,2014,55_59,358.586000
afg,2014,60_64,265.523000
afg,2014,65,400.900000
afg,2014,total_0,18424.470000
afg,2014,total_15,10163.480000
afg,2015,00_04,3189.865000
afg,2015,05_09,2765.138000
afg,2015,10_14,2481.589000
afg,2015,15_19,2214.917000
afg,2015,20_24,1808.640000
afg,2015,25_29,1462.067000
afg,2015,30_34,1181.293000
afg,2015,35_39,953.363000
afg,2015,40_44,773.486000
afg,2015,45_49,619.946000
afg,2015,50_54,486.218000
afg,2015,55_59,372.716000
afg,2015,60_64,274.329000
afg,2015,65,414.397000
afg,2015,total_0,18997.960000
afg,2015,total_15,10561.370000
afg,2016,00_04,3266.734000
afg,2016,05_09,2830.561000
afg,2016,10_14,2530.681000
afg,2016,15_19,2273.782000
afg,2016,20_24,1883.265000
afg,2016,25_29,1519.786000
afg,2016,30_34,1226.936000
afg,2016,35_39,988.414000
afg,2016,40_44,799.935000
afg,2016,45_49,641.321000
afg,2016,50_54,502.815000
afg,2016,55_59,384.814000
afg,2016,60_64,282.138000
afg,2016,65,430.420000
afg,2016,total_0,19561.600000
afg,2016,total_15,10933.630000
afg,2017,00_04,3330.838000
afg,2017,05_09,2895.688000
afg,2017,10_14,2582.448000
afg,2017,15_19,2324.608000
afg,2017,20_24,1962.093000
afg,2017,25_29,1578.742000
afg,2017,30_34,1274.371000
afg,2017,35_39,1025.572000
afg,2017,40_44,827.383000
afg,2017,45_49,663.687000
afg,2017,50_54,520.506000
afg,2017,55_59,397.628000
afg,2017,60_64,291.264000
afg,2017,65,445.179000
afg,2017,total_0,20120.010000
afg,2017,total_15,11311.030000
afg,2018,00_04,3385.573000
afg,2018,05_09,2958.208000
afg,2018,10_14,2636.911000
afg,2018,15_19,2370.148000
afg,2018,20_24,2041.390000
afg,2018,25_29,1639.712000
afg,2018,30_34,1323.759000
afg,2018,35_39,1064.754000
afg,2018,40_44,856.102000
afg,2018,45_49,687.028000
afg,2018,50_54,539.226000
afg,2018,55_59,411.290000
afg,2018,60_64,301.508000
afg,2018,65,459.026000
afg,2018,total_0,20674.630000
afg,2018,total_15,11693.940000
afg,2019,00_04,3435.374000
afg,2019,05_09,3016.040000
afg,2019,10_14,2692.951000
afg,2019,15_19,2415.337000
afg,2019,20_24,2115.829000
afg,2019,25_29,1704.326000
afg,2019,30_34,1375.458000
afg,2019,35_39,1105.882000
afg,2019,40_44,886.612000
afg,2019,45_49,711.383000
afg,2019,50_54,558.935000
afg,2019,55_59,426.024000
afg,2019,60_64,312.578000
afg,2019,65,472.469000
afg,2019,total_0,21229.200000
afg,2019,total_15,12084.830000
afg,2020,00_04,3485.435000
afg,2020,05_09,3066.727000
afg,2020,10_14,2748.533000
afg,2020,15_19,2463.563000
afg,2020,20_24,2182.413000
afg,2020,25_29,1773.369000
afg,2020,30_34,1429.628000
afg,2020,35_39,1148.921000
afg,2020,40_44,919.267000
afg,2020,45_49,736.809000
afg,2020,50_54,579.625000
afg,2020,55_59,441.954000
afg,2020,60_64,324.350000
afg,2020,65,485.872000
afg,2020,total_0,21786.470000
afg,2020,total_15,12485.770000
alb,1980,00_04,178.388000
alb,1980,05_09,164.155000
alb,1980,10_14,153.717000
alb,1980,15_19,162.079000
alb,1980,20_24,141.563000
alb,1980,25_29,108.737000
alb,1980,30_34,85.143000
alb,1980,35_39,77.962000
alb,1980,40_44,71.808000
alb,1980,45_49,58.472000
alb,1980,50_54,50.265000
alb,1980,55_59,33.851000
alb,1980,60_64,30.787000
alb,1980,65,61.573000
alb,1980,total_0,1378.500000
alb,1980,total_15,882.240000
alb,1981,00_04,180.233000
alb,1981,05_09,167.203000
alb,1981,10_14,155.741000
alb,1981,15_19,161.589000
alb,1981,20_24,146.601000
alb,1981,25_29,114.526000
alb,1981,30_34,88.018000
alb,1981,35_39,78.441000
alb,1981,40_44,73.142000
alb,1981,45_49,60.330000
alb,1981,50_54,51.936000
alb,1981,55_59,35.983000
alb,1981,60_64,30.724000
alb,1981,65,63.769000
alb,1981,total_0,1408.236000
alb,1981,total_15,905.059000
alb,1982,00_04,181.273000
alb,1982,05_09,169.809000
alb,1982,10_14,158.271000
alb,1982,15_19,160.288000
alb,1982,20_24,150.762000
alb,1982,25_29,120.479000
alb,1982,30_34,91.500000
alb,1982,35_39,78.778000
alb,1982,40_44,73.959000
alb,1982,45_49,62.588000
alb,1982,50_54,52.815000
alb,1982,55_59,38.875000
alb,1982,60_64,30.433000
alb,1982,65,65.869000
alb,1982,total_0,1435.699000
alb,1982,total_15,926.346000
alb,1983,00_04,182.240000
alb,1983,05_09,172.301000
alb,1983,10_14,160.618000
alb,1983,15_19,159.440000
alb,1983,20_24,153.827000
alb,1983,25_29,126.448000
alb,1983,30_34,95.589000
alb,1983,35_39,79.297000
alb,1983,40_44,74.430000
alb,1983,45_49,65.004000
alb,1983,50_54,53.341000
alb,1983,55_59,42.051000
alb,1983,60_64,30.271000
alb,1983,65,67.876000
alb,1983,total_0,1462.733000
alb,1983,total_15,947.574000
alb,1984,00_04,183.974000
alb,1984,05_09,174.928000
alb,1984,10_14,162.598000
alb,1984,15_19,159.987000
alb,1984,20_24,155.933000
alb,1984,25_29,132.210000
alb,1984,30_34,100.287000
alb,1984,35_39,80.456000
alb,1984,40_44,74.829000
alb,1984,45_49,67.212000
alb,1984,50_54,54.166000
alb,1984,55_59,44.880000
alb,1984,60_64,30.732000
alb,1984,65,69.793000
alb,1984,total_0,1491.985000
alb,1984,total_15,970.485000
alb,1985,00_04,186.859000
alb,1985,05_09,177.752000
alb,1985,10_14,164.539000
alb,1985,15_19,161.804000
alb,1985,20_24,157.607000
alb,1985,25_29,137.542000
alb,1985,30_34,105.556000
alb,1985,35_39,82.527000
alb,1985,40_44,75.350000
alb,1985,45_49,69.003000
alb,1985,50_54,55.632000
alb,1985,55_59,47.059000
alb,1985,60_64,32.043000
alb,1985,65,71.650000
alb,1985,total_0,1524.923000
alb,1985,total_15,995.773000
alb,1986,00_04,188.928000
alb,1986,05_09,180.225000
alb,1986,10_14,167.748000
alb,1986,15_19,163.060000
alb,1986,20_24,160.777000
alb,1986,25_29,143.345000
alb,1986,30_34,111.876000
alb,1986,35_39,85.514000
alb,1986,40_44,77.267000
alb,1986,45_49,71.376000
alb,1986,50_54,58.310000
alb,1986,55_59,48.002000
alb,1986,60_64,34.443000
alb,1986,65,72.176000
alb,1986,total_0,1563.047000
alb,1986,total_15,1026.146000
alb,1987,00_04,193.700000
alb,1987,05_09,182.267000
alb,1987,10_14,171.079000
alb,1987,15_19,164.637000
alb,1987,20_24,163.129000
alb,1987,25_29,149.065000
alb,1987,30_34,118.695000
alb,1987,35_39,89.359000
alb,1987,40_44,78.610000
alb,1987,45_49,73.819000
alb,1987,50_54,61.554000
alb,1987,55_59,48.928000
alb,1987,60_64,36.908000
alb,1987,65,72.842000
alb,1987,total_0,1604.592000
alb,1987,total_15,1057.546000
alb,1988,00_04,199.368000
alb,1988,05_09,183.626000
alb,1988,10_14,173.641000
alb,1988,15_19,166.371000
alb,1988,20_24,164.236000
alb,1988,25_29,154.289000
alb,1988,30_34,125.355000
alb,1988,35_39,93.987000
alb,1988,40_44,79.182000
alb,1988,45_49,76.256000
alb,1988,50_54,64.726000
alb,1988,55_59,50.405000
alb,1988,60_64,38.577000
alb,1988,65,73.842000
alb,1988,total_0,1643.861000
alb,1988,total_15,1087.226000
alb,1989,00_04,202.998000
alb,1989,05_09,184.073000
alb,1989,10_14,174.610000
alb,1989,15_19,167.637000
alb,1989,20_24,164.028000
alb,1989,25_29,158.202000
alb,1989,30_34,131.135000
alb,1989,35_39,98.863000
alb,1989,40_44,79.324000
alb,1989,45_49,78.206000
alb,1989,50_54,67.316000
alb,1989,55_59,52.518000
alb,1989,60_64,39.215000
alb,1989,65,74.967000
alb,1989,total_0,1673.092000
alb,1989,total_15,1111.411000
alb,1990,00_04,202.321000
alb,1990,05_09,183.756000
alb,1990,10_14,173.687000
alb,1990,15_19,167.688000
alb,1990,20_24,162.750000
alb,1990,25_29,160.067000
alb,1990,30_34,135.647000
alb,1990,35_39,103.359000
alb,1990,40_44,79.595000
alb,1990,45_49,79.053000
alb,1990,50_54,69.229000
alb,1990,55_59,54.830000
alb,1990,60_64,39.353000
alb,1990,65,75.712000
alb,1990,total_0,1687.047000
alb,1990,total_15,1127.283000
alb,1991,00_04,203.728000
alb,1991,05_09,183.763000
alb,1991,10_14,170.526000
alb,1991,15_19,162.238000
alb,1991,20_24,156.659000
alb,1991,25_29,156.146000
alb,1991,30_34,137.319000
alb,1991,35_39,107.055000
alb,1991,40_44,81.085000
alb,1991,45_49,78.280000
alb,1991,50_54,70.503000
alb,1991,55_59,57.009000
alb,1991,60_64,41.034000
alb,1991,65,78.199000
alb,1991,total_0,1683.544000
alb,1991,total_15,1125.527000
alb,1992,00_04,200.518000
alb,1992,05_09,183.735000
alb,1992,10_14,167.022000
alb,1992,15_19,156.270000
alb,1992,20_24,149.628000
alb,1992,25_29,149.535000
alb,1992,30_34,137.040000
alb,1992,35_39,109.528000
alb,1992,40_44,82.947000
alb,1992,45_49,76.262000
alb,1992,50_54,71.346000
alb,1992,55_59,58.456000
alb,1992,60_64,42.945000
alb,1992,65,79.931000
alb,1992,total_0,1665.163000
alb,1992,total_15,1113.888000
alb,1993,00_04,193.985000
alb,1993,05_09,183.918000
alb,1993,10_14,163.675000
alb,1993,15_19,150.540000
alb,1993,20_24,142.155000
alb,1993,25_29,141.290000
alb,1993,30_34,134.950000
alb,1993,35_39,110.829000
alb,1993,40_44,84.957000
alb,1993,45_49,73.767000
alb,1993,50_54,71.786000
alb,1993,55_59,59.291000
alb,1993,60_64,44.931000
alb,1993,65,81.255000
alb,1993,total_0,1637.329000
alb,1993,total_15,1095.751000
alb,1994,00_04,186.663000
alb,1994,05_09,184.298000
alb,1994,10_14,161.342000
alb,1994,15_19,145.733000
alb,1994,20_24,134.869000
alb,1994,25_29,132.743000
alb,1994,30_34,131.299000
alb,1994,35_39,111.200000
alb,1994,40_44,86.833000
alb,1994,45_49,71.875000
alb,1994,50_54,71.735000
alb,1994,55_59,59.866000
alb,1994,60_64,46.788000
alb,1994,65,82.702000
alb,1994,total_0,1607.946000
alb,1994,total_15,1075.643000
alb,1995,00_04,180.215000
alb,1995,05_09,184.464000
alb,1995,10_14,160.821000
alb,1995,15_19,142.290000
alb,1995,20_24,128.429000
alb,1995,25_29,124.775000
alb,1995,30_34,126.457000
alb,1995,35_39,110.917000
alb,1995,40_44,88.479000
alb,1995,45_49,71.220000
alb,1995,50_54,71.213000
alb,1995,55_59,60.548000
alb,1995,60_64,48.444000
alb,1995,65,84.671000
alb,1995,total_0,1582.943000
alb,1995,total_15,1057.443000
alb,1996,00_04,169.804000
alb,1996,05_09,181.257000
alb,1996,10_14,162.000000
alb,1996,15_19,137.390000
alb,1996,20_24,123.801000
alb,1996,25_29,120.864000
alb,1996,30_34,121.984000
alb,1996,35_39,113.406000
