country,year,age_group,fpop
afg,1980,00_04,1278.81
afg,1980,05_09,999.788
afg,1980,10_14,839.834
afg,1980,15_19,703.035
afg,1980,20_24,586.157
afg,1980,25_29,488.706
afg,1980,30_34,426.011
afg,1980,35_39,347.628
afg,1980,40_44,287.469
afg,1980,45_49,237.356
afg,1980,50_54,192.899
afg,1980,55_59,152.447
afg,1980,60_64,114.948
afg,1980,65,169.075
afg,1980,total_0,6824.16
afg,1980,total_15,3705.73
afg,1981,00_04,1271.38
afg,1981,05_09,990.136
afg,1981,10_14,825.431
afg,1981,15_19,691.776
afg,1981,20_24,576.495
afg,1981,25_29,478.101
afg,1981,30_34,415.737
afg,1981,35_39,342.658
afg,1981,40_44,281.79
afg,1981,45_49,232.623
afg,1981,50_54,189.127
afg,1981,55_59,149.55
afg,1981,60_64,112.987
afg,1981,65,169.543
afg,1981,total_0,6727.33
afg,1981,total_15,3640.39
afg,1982,00_04,1247.23
afg,1982,05_09,973.073
afg,1982,10_14,806.666
afg,1982,15_19,676.738
afg,1982,20_24,563.14
afg,1982,25_29,466.053
afg,1982,30_34,401.093
afg,1982,35_39,336.268
afg,1982,40_44,274.078
afg,1982,45_49,226.408
afg,1982,50_54,184.114
afg,1982,55_59,145.606
afg,1982,60_64,110.097
afg,1982,65,167.323
afg,1982,total_0,6577.89
afg,1982,total_15,3550.92
afg,1983,00_04,1212.38
afg,1983,05_09,950.184
afg,1983,10_14,786.869
afg,1983,15_19,659.915
afg,1983,20_24,548.115
afg,1983,25_29,453.715
afg,1983,30_34,384.594
afg,1983,35_39,328.835
afg,1983,40_44,265.529
afg,1983,45_49,219.509
afg,1983,50_54,178.495
afg,1983,55_59,141.151
afg,1983,60_64,106.7
afg,1983,65,162.856
afg,1983,total_0,6398.85
afg,1983,total_15,3449.41
afg,1984,00_04,1178.71
afg,1984,05_09,924.303
afg,1984,10_14,768.715
afg,1984,15_19,643.855
afg,1984,20_24,533.95
afg,1984,25_29,442.199
afg,1984,30_34,369.38
afg,1984,35_39,320.592
afg,1984,40_44,257.666
afg,1984,45_49,212.808
afg,1984,50_54,173.017
afg,1984,55_59,136.786
afg,1984,60_64,103.276
afg,1984,65,156.71
afg,1984,total_0,6221.97
afg,1984,total_15,3350.24
afg,1985,00_04,1160.84
afg,1985,05_09,897.304
afg,1985,10_14,752.72
afg,1985,15_19,630.794
afg,1985,20_24,522.51
afg,1985,25_29,432.386
afg,1985,30_34,357.382
afg,1985,35_39,311.938
afg,1985,40_44,251.485
afg,1985,45_49,206.891
afg,1985,50_54,168.196
afg,1985,55_59,132.919
afg,1985,60_64,100.149
afg,1985,65,149.21
afg,1985,total_0,6074.72
afg,1985,total_15,3263.86
afg,1986,00_04,1142.66
afg,1986,05_09,885.184
afg,1986,10_14,735.676
afg,1986,15_19,617.499
afg,1986,20_24,511.688
afg,1986,25_29,423.162
afg,1986,30_34,347.757
afg,1986,35_39,302.411
afg,1986,40_44,246.819
afg,1986,45_49,201.439
afg,1986,50_54,163.842
afg,1986,55_59,129.508
afg,1986,60_64,97.681
afg,1986,65,147.675
afg,1986,total_0,5953
afg,1986,total_15,3189.48
afg,1987,00_04,1115.73
afg,1987,05_09,879.896
afg,1987,10_14,725.373
afg,1987,15_19,609.565
afg,1987,20_24,505.253
afg,1987,25_29,417.237
afg,1987,30_34,342.391
afg,1987,35_39,293.913
afg,1987,40_44,244.867
afg,1987,45_49,197.523
afg,1987,50_54,160.912
afg,1987,55_59,127.199
afg,1987,60_64,95.992
afg,1987,65,146.367
afg,1987,total_0,5862.22
afg,1987,total_15,3141.22
afg,1988,00_04,1100.44
afg,1988,05_09,885.388
afg,1988,10_14,726.552
afg,1988,15_19,610.324
afg,1988,20_24,506.093
afg,1988,25_29,417.165
afg,1988,30_34,342.789
afg,1988,35_39,288.988
afg,1988,40_44,246.345
afg,1988,45_49,196.526
afg,1988,50_54,160.299
afg,1988,55_59,126.725
afg,1988,60_64,95.656
afg,1988,65,146.179
afg,1988,total_0,5849.47
afg,1988,total_15,3137.09
afg,1989,00_04,1125.88
afg,1989,05_09,906.555
afg,1989,10_14,743.914
afg,1989,15_19,623.733
afg,1989,20_24,517.54
afg,1989,25_29,425.95
afg,1989,30_34,350.528
afg,1989,35_39,290.661
afg,1989,40_44,251.904
afg,1989,45_49,200.088
afg,1989,50_54,162.995
afg,1989,55_59,128.908
afg,1989,60_64,97.31
afg,1989,65,148.055
afg,1989,total_0,5974.02
afg,1989,total_15,3197.67
afg,1990,00_04,1221.45
afg,1990,05_09,943.773
afg,1990,10_14,777.809
afg,1990,15_19,651.248
afg,1990,20_24,540.649
afg,1990,25_29,444.561
afg,1990,30_34,365.843
afg,1990,35_39,300.041
afg,1990,40_44,261.426
afg,1990,45_49,208.74
afg,1990,50_54,169.244
afg,1990,55_59,133.955
afg,1990,60_64,101.122
afg,1990,65,152.122
afg,1990,total_0,6271.99
afg,1990,total_15,3328.95
afg,1991,00_04,1325.42
afg,1991,05_09,1028.35
afg,1991,10_14,840.841
afg,1991,15_19,702.067
afg,1991,20_24,583.205
afg,1991,25_29,479.583
afg,1991,30_34,394.207
afg,1991,35_39,321.719
afg,1991,40_44,278.352
afg,1991,45_49,225.286
afg,1991,50_54,180.868
afg,1991,55_59,142.933
afg,1991,60_64,107.668
afg,1991,65,162.165
afg,1991,total_0,6772.66
afg,1991,total_15,3578.05
afg,1992,00_04,1465.86
afg,1992,05_09,1137.72
afg,1992,10_14,926.599
afg,1992,15_19,770.671
afg,1992,20_24,640.394
afg,1992,25_29,526.862
afg,1992,30_34,432.321
afg,1992,35_39,352.651
afg,1992,40_44,300.572
afg,1992,45_49,248.38
afg,1992,50_54,197.136
afg,1992,55_59,155.856
afg,1992,60_64,117.323
afg,1992,65,176.838
afg,1992,total_0,7449.19
afg,1992,total_15,3919
afg,1993,00_04,1631.08
afg,1993,05_09,1256.31
afg,1993,10_14,1023.58
afg,1993,15_19,847.183
afg,1993,20_24,703.913
afg,1993,25_29,579.548
afg,1993,30_34,474.767
afg,1993,35_39,387.899
afg,1993,40_44,324.776
afg,1993,45_49,274.134
afg,1993,50_54,215.684
afg,1993,55_59,170.655
afg,1993,60_64,128.56
afg,1993,65,194.034
afg,1993,total_0,8212.12
afg,1993,total_15,4301.15
afg,1994,00_04,1785.23
afg,1994,05_09,1366.85
afg,1994,10_14,1117.05
afg,1994,15_19,920.535
afg,1994,20_24,764.272
afg,1994,25_29,629.748
afg,1994,30_34,515.404
afg,1994,35_39,421.603
afg,1994,40_44,347.912
afg,1994,45_49,297.728
afg,1994,50_54,233.996
afg,1994,55_59,185.004
afg,1994,60_64,139.669
afg,1994,65,211.404
afg,1994,total_0,8936.41
afg,1994,total_15,4667.27
afg,1995,00_04,1890.41
afg,1995,05_09,1460.1
afg,1995,10_14,1197.09
afg,1995,15_19,984.793
afg,1995,20_24,816.24
afg,1995,25_29,673.013
afg,1995,30_34,550.756
afg,1995,35_39,450.445
afg,1995,40_44,368.536
afg,1995,45_49,316.416
afg,1995,50_54,250.596
afg,1995,55_59,197.62
afg,1995,60_64,149.663
afg,1995,65,227.706
afg,1995,total_0,9533.38
afg,1995,total_15,4985.78
afg,1996,00_04,1996.1
afg,1996,05_09,1534.92
afg,1996,10_14,1249.83
afg,1996,15_19,1027.06
afg,1996,20_24,849.295
afg,1996,25_29,700.747
afg,1996,30_34,573.504
afg,1996,35_39,468.675
afg,1996,40_44,381.449
afg,1996,45_49,325.949
afg,1996,50_54,261.043
afg,1996,55_59,204.433
afg,1996,60_64,154.909
afg,1996,65,238.31
afg,1996,total_0,9966.22
afg,1996,total_15,5185.37
afg,1997,00_04,2069.72
afg,1997,05_09,1588.89
afg,1997,10_14,1287.54
afg,1997,15_19,1057.23
afg,1997,20_24,871.097
afg,1997,25_29,719.194
afg,1997,30_34,588.853
afg,1997,35_39,480.6
afg,1997,40_44,390.562
afg,1997,45_49,329.681
afg,1997,50_54,268.864
afg,1997,55_59,208.526
afg,1997,60_64,158.214
afg,1997,65,244.972
afg,1997,total_0,10264
afg,1997,total_15,5317.8
afg,1998,00_04,2114.14
afg,1998,05_09,1630.38
afg,1998,10_14,1319.57
afg,1998,15_19,1082.07
afg,1998,20_24,887.992
afg,1998,25_29,733.319
afg,1998,30_34,600.825
afg,1998,35_39,489.658
afg,1998,40_44,398.185
afg,1998,45_49,330.889
afg,1998,50_54,275.195
afg,1998,55_59,211.632
afg,1998,60_64,160.719
afg,1998,65,249.388
afg,1998,total_0,10484
afg,1998,total_15,5419.87
afg,1999,00_04,2150.21
afg,1999,05_09,1671.35
afg,1999,10_14,1356.21
afg,1999,15_19,1110.11
afg,1999,20_24,907.885
afg,1999,25_29,749.245
afg,1999,30_34,614.334
afg,1999,35_39,500.129
afg,1999,40_44,406.976
afg,1999,45_49,333.643
afg,1999,50_54,281.315
afg,1999,55_59,215.872
afg,1999,60_64,163.773
afg,1999,65,253.701
afg,1999,total_0,10714.8
afg,1999,total_15,5536.98
afg,2000,00_04,2202.38
afg,2000,05_09,1718.56
afg,2000,10_14,1402.04
afg,2000,15_19,1146.92
afg,2000,20_24,935.558
afg,2000,25_29,770.642
afg,2000,30_34,632.279
afg,2000,35_39,514.526
afg,2000,40_44,418.527
afg,2000,45_49,340.198
afg,2000,50_54,288.053
afg,2000,55_59,222.423
afg,2000,60_64,168.169
afg,2000,65,259.184
afg,2000,total_0,11019.5
afg,2000,total_15,5696.48
afg,2001,00_04,2279.45
afg,2001,05_09,1793.43
afg,2001,10_14,1455.49
afg,2001,15_19,1189.98
afg,2001,20_24,969.201
afg,2001,25_29,796.323
afg,2001,30_34,653.696
afg,2001,35_39,532.073
afg,2001,40_44,432.392
afg,2001,45_49,349.452
afg,2001,50_54,294.352
afg,2001,55_59,229.886
afg,2001,60_64,172.588
afg,2001,65,268.423
afg,2001,total_0,11416.7
afg,2001,total_15,5888.37
afg,2002,00_04,2345.87
afg,2002,05_09,1882.57
afg,2002,10_14,1522.39
afg,2002,15_19,1243.74
afg,2002,20_24,1011.84
afg,2002,25_29,828.485
afg,2002,30_34,680.486
afg,2002,35_39,554.184
afg,2002,40_44,449.783
afg,2002,45_49,362.86
afg,2002,50_54,301.867
afg,2002,55_59,240.108
afg,2002,60_64,178.527
afg,2002,65,279.372
afg,2002,total_0,11882.1
afg,2002,total_15,6131.26
afg,2003,00_04,2406.06
afg,2003,05_09,1976.39
afg,2003,10_14,1597.89
afg,2003,15_19,1303.78
afg,2003,20_24,1059.86
afg,2003,25_29,864.539
afg,2003,30_34,710.283
afg,2003,35_39,578.865
afg,2003,40_44,469.172
afg,2003,45_49,378.775
afg,2003,50_54,310.225
afg,2003,55_59,251.64
afg,2003,60_64,185.593
afg,2003,65,291.13
afg,2003,total_0,12384.2
afg,2003,total_15,6403.86
afg,2004,00_04,2459.13
afg,2004,05_09,2061.68
afg,2004,10_14,1675
afg,2004,15_19,1364.6
afg,2004,20_24,1108.5
afg,2004,25_29,901.226
afg,2004,30_34,739.996
afg,2004,35_39,603.52
afg,2004,40_44,488.695
afg,2004,45_49,394.95
afg,2004,50_54,319.219
afg,2004,55_59,262.467
afg,2004,60_64,193.325
afg,2004,65,302.527
afg,2004,total_0,12874.8
afg,2004,total_15,6679.02
afg,2005,00_04,2502.04
afg,2005,05_09,2127.69
afg,2005,10_14,1748.43
afg,2005,15_19,1423.52
afg,2005,20_24,1155.2
afg,2005,25_29,936.798
afg,2005,30_34,767.929
afg,2005,35_39,626.702
afg,2005,40_44,507.334
afg,2005,45_49,410.081
afg,2005,50_54,328.817
afg,2005,55_59,271.474
afg,2005,60_64,201.428
afg,2005,65,312.995
afg,2005,total_0,13320.5
afg,2005,total_15,6942.28
afg,2006,00_04,2539.9
afg,2006,05_09,2190.91
afg,2006,10_14,1812.57
afg,2006,15_19,1474.41
afg,2006,20_24,1195.65
afg,2006,25_29,968.052
afg,2006,30_34,791.525
afg,2006,35_39,646.409
afg,2006,40_44,523.373
afg,2006,45_49,422.421
afg,2006,50_54,336.896
afg,2006,55_59,276.755
afg,2006,60_64,207.853
afg,2006,65,324.064
afg,2006,total_0,13710.8
afg,2006,total_15,7167.41
afg,2007,00_04,2573.61
afg,2007,05_09,2235.68
afg,2007,10_14,1874.8
afg,2007,15_19,1522.41
afg,2007,20_24,1233.76
afg,2007,25_29,997.976
afg,2007,30_34,813.221
afg,2007,35_39,664.599
afg,2007,40_44,538.413
afg,2007,45_49,433.862
afg,2007,50_54,345.445
afg,2007,55_59,280.357
afg,2007,60_64,214.528
afg,2007,65,333.35
afg,2007,total_0,14062
afg,2007,total_15,7377.93
afg,2008,00_04,2605.99
afg,2008,05_09,2264.68
afg,2008,10_14,1937.64
afg,2008,15_19,1571.03
afg,2008,20_24,1272.3
afg,2008,25_29,1028.57
afg,2008,30_34,835.085
afg,2008,35_39,682.683
afg,2008,40_44,553.486
afg,2008,45_49,445.418
afg,2008,50_54,354.841
afg,2008,55_59,283.648
afg,2008,60_64,221.361
afg,2008,65,341.802
afg,2008,total_0,14398.5
afg,2008,total_15,7590.23
afg,2009,00_04,2643.01
afg,2009,05_09,2286.45
afg,2009,10_14,2000.62
afg,2009,15_19,1625.34
afg,2009,20_24,1315.03
afg,2009,25_29,1062.37
afg,2009,30_34,859.778
afg,2009,35_39,702.457
afg,2009,40_44,569.956
afg,2009,45_49,458.403
afg,2009,50_54,365.471
afg,2009,55_59,288.442
afg,2009,60_64,228.141
afg,2009,65,350.671
afg,2009,total_0,14756.1
afg,2009,total_15,7826.06
afg,2010,00_04,2693.47
afg,2010,05_09,2309.68
afg,2010,10_14,2059.35
afg,2010,15_19,1688.32
afg,2010,20_24,1364.14
afg,2010,25_29,1100.82
afg,2010,30_34,888.752
afg,2010,35_39,724.917
afg,2010,40_44,588.581
afg,2010,45_49,473.483
afg,2010,50_54,377.526
afg,2010,55_59,295.697
afg,2010,60_64,234.789
afg,2010,65,360.639
afg,2010,total_0,15160.2
afg,2010,total_15,8097.67
afg,2011,00_04,2762.1
afg,2011,05_09,2358.99
afg,2011,10_14,2110.02
afg,2011,15_19,1755.11
afg,2011,20_24,1416.21
afg,2011,25_29,1141.89
afg,2011,30_34,920.346
afg,2011,35_39,748.836
afg,2011,40_44,608.358
afg,2011,45_49,489.214
afg,2011,50_54,389.541
afg,2011,55_59,303.495
afg,2011,60_64,239.689
afg,2011,65,374.69
afg,2011,total_0,15618.5
afg,2011,total_15,8387.38
afg,2012,00_04,2825.06
afg,2012,05_09,2416.97
afg,2012,10_14,2160.95
afg,2012,15_19,1831.95
afg,2012,20_24,1474.55
afg,2012,25_29,1188.34
afg,2012,30_34,956.888
afg,2012,35_39,775.998
afg,2012,40_44,630.874
afg,2012,45_49,507.453
afg,2012,50_54,403.484
afg,2012,55_59,313.865
afg,2012,60_64,244.867
afg,2012,65,390.073
afg,2012,total_0,16121.3
afg,2012,total_15,8718.33
afg,2013,00_04,2885.85
afg,2013,05_09,2478.8
afg,2013,10_14,2212.16
afg,2013,15_19,1913.1
afg,2013,20_24,1538.17
afg,2013,25_29,1239.06
afg,2013,30_34,997.253
afg,2013,35_39,805.823
afg,2013,40_44,655.36
afg,2013,45_49,527.569
afg,2013,50_54,418.959
afg,2013,55_59,326.141
afg,2013,60_64,250.711
afg,2013,65,406.128
afg,2013,total_0,16655.1
afg,2013,total_15,9078.28
afg,2014,00_04,2946.57
afg,2014,05_09,2537.94
afg,2014,10_14,2263.74
afg,2014,15_19,1990.41
afg,2014,20_24,1606.01
afg,2014,25_29,1292.65
afg,2014,30_34,1039.82
afg,2014,35_39,837.563
afg,2014,40_44,680.82
afg,2014,45_49,548.686
afg,2014,50_54,435.479
afg,2014,55_59,339.384
afg,2014,60_64,257.787
afg,2014,65,421.916
afg,2014,total_0,17198.8
afg,2014,total_15,9450.52
afg,2015,00_04,3008.51
afg,2015,05_09,2588.51
afg,2015,10_14,2314.8
afg,2015,15_19,2059.23
afg,2015,20_24,1677.15
afg,2015,25_29,1348.22
afg,2015,30_34,1083.56
afg,2015,35_39,870.77
afg,2015,40_44,706.703
afg,2015,45_49,570.222
afg,2015,50_54,452.734
afg,2015,55_59,353.031
afg,2015,60_64,266.379
afg,2015,65,436.979
afg,2015,total_0,17736.8
afg,2015,total_15,9824.98
afg,2016,00_04,3081.46
afg,2016,05_09,2650.57
afg,2016,10_14,2360.28
afg,2016,15_19,2113.82
afg,2016,20_24,1746.61
afg,2016,25_29,1402.15
afg,2016,30_34,1125.9
afg,2016,35_39,903.392
afg,2016,40_44,731.327
afg,2016,45_49,590.148
afg,2016,50_54,468.443
afg,2016,55_59,364.717
afg,2016,60_64,273.902
afg,2016,65,453.038
afg,2016,total_0,18265.8
afg,2016,total_15,10173.5
afg,2017,00_04,3141.72
afg,2017,05_09,2712.19
afg,2017,10_14,2408.7
afg,2017,15_19,2161.12
afg,2017,20_24,1819.82
afg,2017,25_29,1457.6
afg,2017,30_34,1169.86
afg,2017,35_39,937.906
afg,2017,40_44,756.806
afg,2017,45_49,610.956
afg,2017,50_54,485.145
afg,2017,55_59,377.14
afg,2017,60_64,282.851
afg,2017,65,468.156
afg,2017,total_0,18790
afg,2017,total_15,10527.4
afg,2018,00_04,3192.88
afg,2018,05_09,2770.84
afg,2018,10_14,2460.16
afg,2018,15_19,2203.56
afg,2018,20_24,1893.37
afg,2018,25_29,1515.18
afg,2018,30_34,1215.66
afg,2018,35_39,974.217
afg,2018,40_44,783.36
afg,2018,45_49,632.631
afg,2018,50_54,502.756
afg,2018,55_59,390.385
afg,2018,60_64,292.988
afg,2018,65,482.733
afg,2018,total_0,19310.7
afg,2018,total_15,10886.8
afg,2019,00_04,3239.39
afg,2019,05_09,2824.44
afg,2019,10_14,2513.41
afg,2019,15_19,2245.74
afg,2019,20_24,1962.45
afg,2019,25_29,1576.2
afg,2019,30_34,1263.79
afg,2019,35_39,1012.25
afg,2019,40_44,811.468
afg,2019,45_49,655.194
afg,2019,50_54,521.235
afg,2019,55_59,404.619
afg,2019,60_64,303.987
afg,2019,65,497.335
afg,2019,total_0,19831.5
afg,2019,total_15,11254.3
afg,2020,00_04,3286.59
afg,2020,05_09,2870.68
afg,2020,10_14,2566.03
afg,2020,15_19,2290.97
afg,2020,20_24,2024.37
afg,2020,25_29,1641.17
afg,2020,30_34,1314.51
afg,2020,35_39,1051.98
afg,2020,40_44,841.464
afg,2020,45_49,678.655
afg,2020,50_54,540.562
afg,2020,55_59,419.923
afg,2020,60_64,315.685
afg,2020,65,512.372
afg,2020,total_0,20355
afg,2020,total_15,11631.7
alb,1980,00_04,165.63
alb,1980,05_09,151.672
alb,1980,10_14,144.228
alb,1980,15_19,143.483
alb,1980,20_24,126.379
alb,1980,25_29,98.822
alb,1980,30_34,76.968
alb,1980,35_39,69.366
alb,1980,40_44,65.564
alb,1980,45_49,54.162
alb,1980,50_54,46.561
alb,1980,55_59,37.769
alb,1980,60_64,34.437
alb,1980,65,77.759
alb,1980,total_0,1292.8
alb,1980,total_15,831.27
alb,1981,00_04,167.662
alb,1981,05_09,153.594
alb,1981,10_14,144.893
alb,1981,15_19,144.009
alb,1981,20_24,130.401
alb,1981,25_29,103.832
alb,1981,30_34,79.83
alb,1981,35_39,69.844
alb,1981,40_44,66.486
alb,1981,45_49,55.861
alb,1981,50_54,48.632
alb,1981,55_59,38.55
alb,1981,60_64,33.943
alb,1981,65,79.256
alb,1981,total_0,1316.79
alb,1981,total_15,850.644
alb,1982,00_04,168.677
alb,1982,05_09,155.996
alb,1982,10_14,146.14
alb,1982,15_19,144.127
alb,1982,20_24,134.083
alb,1982,25_29,109.188
alb,1982,30_34,83.456
alb,1982,35_39,70.575
alb,1982,40_44,67.041
alb,1982,45_49,57.957
alb,1982,50_54,50.201
alb,1982,55_59,40.424
alb,1982,60_64,33.424
alb,1982,65,80.604
alb,1982,total_0,1341.89
alb,1982,total_15,871.08
alb,1983,00_04,169.592
alb,1983,05_09,158.852
alb,1983,10_14,147.758
alb,1983,15_19,144.263
alb,1983,20_24,137.292
alb,1983,25_29,114.694
alb,1983,30_34,87.751
alb,1983,35_39,71.721
alb,1983,40_44,67.371
alb,1983,45_49,60.361
alb,1983,50_54,51.141
alb,1983,55_59,43.346
alb,1983,60_64,32.986
alb,1983,65,81.821
alb,1983,total_0,1368.95
alb,1983,total_15,892.747
alb,1984,00_04,171.304
alb,1984,05_09,162.004
alb,1984,10_14,149.685
alb,1984,15_19,144.883
alb,1984,20_24,139.984
alb,1984,25_29,120.098
alb,1984,30_34,92.58
alb,1984,35_39,73.518
alb,1984,40_44,67.77
alb,1984,45_49,62.662
alb,1984,50_54,51.891
alb,1984,55_59,46.708
alb,1984,60_64,33.029
alb,1984,65,82.903
alb,1984,total_0,1399.02
alb,1984,total_15,916.026
alb,1985,00_04,174.148
alb,1985,05_09,165.161
alb,1985,10_14,152.03
alb,1985,15_19,146.139
alb,1985,20_24,142.261
alb,1985,25_29,125.21
alb,1985,30_34,97.833
alb,1985,35_39,76.115
alb,1985,40_44,68.465
alb,1985,45_49,64.508
alb,1985,50_54,53.007
alb,1985,55_59,49.748
alb,1985,60_64,34.016
alb,1985,65,83.826
alb,1985,total_0,1432.47
alb,1985,total_15,941.128
alb,1986,00_04,175.484
alb,1986,05_09,167.485
alb,1986,10_14,155.722
alb,1986,15_19,148.729
alb,1986,20_24,146.146
alb,1986,25_29,131.01
alb,1986,30_34,103.433
alb,1986,35_39,78.69
alb,1986,40_44,70.36
alb,1986,45_49,65.526
alb,1986,50_54,54.477
alb,1986,55_59,50.003
alb,1986,60_64,37.074
alb,1986,65,86.207
alb,1986,total_0,1470.35
alb,1986,total_15,971.655
alb,1987,00_04,179.385
alb,1987,05_09,169.066
alb,1987,10_14,159.308
alb,1987,15_19,151.569
alb,1987,20_24,149.344
alb,1987,25_29,137.021
alb,1987,30_34,109.706
alb,1987,35_39,82.067
alb,1987,40_44,71.718
alb,1987,45_49,66.98
alb,1987,50_54,56.415
alb,1987,55_59,49.687
alb,1987,60_64,40.203
alb,1987,65,88.948
alb,1987,total_0,1511.42
alb,1987,total_15,1003.66
alb,1988,00_04,184.199
alb,1988,05_09,169.703
alb,1988,10_14,162.137
alb,1988,15_19,154.431
alb,1988,20_24,151.548
alb,1988,25_29,142.845
alb,1988,30_34,116.21
alb,1988,35_39,86.332
alb,1988,40_44,72.124
alb,1988,45_49,69.113
alb,1988,50_54,58.14
alb,1988,55_59,49.577
alb,1988,60_64,42.346
alb,1988,65,92.288
alb,1988,total_0,1550.99
alb,1988,total_15,1034.95
alb,1989,00_04,187.346
alb,1989,05_09,169.369
alb,1989,10_14,163.495
alb,1989,15_19,156.737
alb,1989,20_24,152.76
alb,1989,25_29,147.759
alb,1989,30_34,122.403
alb,1989,35_39,91.096
alb,1989,40_44,71.963
alb,1989,45_49,71.424
alb,1989,50_54,59.32
alb,1989,55_59,50.039
alb,1989,60_64,43.047
alb,1989,65,96.009
alb,1989,total_0,1582.77
alb,1989,total_15,1062.56
alb,1990,00_04,187.01
alb,1990,05_09,168.405
alb,1990,10_14,162.988
alb,1990,15_19,157.85
alb,1990,20_24,153.158
alb,1990,25_29,151.063
alb,1990,30_34,127.908
alb,1990,35_39,95.838
alb,1990,40_44,72.025
alb,1990,45_49,72.934
alb,1990,50_54,60.232
alb,1990,55_59,50.774
alb,1990,60_64,42.734
alb,1990,65,99.517
alb,1990,total_0,1602.44
alb,1990,total_15,1084.03
alb,1991,00_04,189.334
alb,1991,05_09,168.951
alb,1991,10_14,161.197
alb,1991,15_19,154.575
alb,1991,20_24,149.021
alb,1991,25_29,148.568
alb,1991,30_34,130.34
alb,1991,35_39,99.951
alb,1991,40_44,73.584
alb,1991,45_49,72.459
alb,1991,50_54,62.047
alb,1991,55_59,51.903
alb,1991,60_64,43.567
alb,1991,65,102.654
alb,1991,total_0,1608.15
alb,1991,total_15,1088.67
alb,1992,00_04,187.002
alb,1992,05_09,169.648
alb,1992,10_14,158.866
alb,1992,15_19,151.187
alb,1992,20_24,144.321
alb,1992,25_29,143.909
alb,1992,30_34,131.287
alb,1992,35_39,103.203
alb,1992,40_44,75.834
alb,1992,45_49,70.501
alb,1992,50_54,63.999
alb,1992,55_59,52.567
alb,1992,60_64,44.366
alb,1992,65,105.13
alb,1992,total_0,1601.82
alb,1992,total_15,1086.3
alb,1993,00_04,181.319
alb,1993,05_09,170.598
alb,1993,10_14,156.339
alb,1993,15_19,148.156
alb,1993,20_24,139.375
alb,1993,25_29,137.941
alb,1993,30_34,130.813
alb,1993,35_39,105.592
alb,1993,40_44,78.468
alb,1993,45_49,67.93
alb,1993,50_54,65.775
alb,1993,55_59,52.949
alb,1993,60_64,45.156
alb,1993,65,107.161
alb,1993,total_0,1587.57
alb,1993,total_15,1079.32
alb,1994,00_04,174.669
alb,1994,05_09,171.525
alb,1994,10_14,154.442
alb,1994,15_19,145.744
alb,1994,20_24,134.65
alb,1994,25_29,131.787
alb,1994,30_34,129.035
alb,1994,35_39,107.253
alb,1994,40_44,81.076
alb,1994,45_49,66.001
alb,1994,50_54,66.838
alb,1994,55_59,53.434
alb,1994,60_64,45.911
alb,1994,65,109.131
alb,1994,total_0,1571.5
alb,1994,total_15,1070.86
alb,1995,00_04,168.685
alb,1995,05_09,171.73
alb,1995,10_14,153.98
alb,1995,15_19,144.046
alb,1995,20_24,130.718
alb,1995,25_29,126.198
alb,1995,30_34,126.198
alb,1995,35_39,108.367
alb,1995,40_44,83.486
alb,1995,45_49,65.431
alb,1995,50_54,66.952
alb,1995,55_59,54.346
alb,1995,60_64,46.626
alb,1995,65,111.396
alb,1995,total_0,1558.16
alb,1995,total_15,1063.76
alb,1996,00_04,160.083
alb,1996,05_09,169.77
alb,1996,10_14,156.377
alb,1996,15_19,140.326
alb,1996,20_24,127.487
alb,1996,25_29,124.227
alb,1996,30_34,122.623
alb,1996,35_39,111.448
alb,1996,40_44,87.856
alb,1996,45_49,66.889
alb,1996,50_54,65.74
alb,1996,55_59,55.92
alb,1996,60_64,47.58
alb,1996,65,112.389
alb,1996,total_0,1548.71
alb,1996,total_15,1062.48
alb,1997,00_04,153.367
alb,1997,05_09,166.203
alb,1997,10_14,159.054
alb,1997,15_19,139.019
alb,1997,20_24,123.744
alb,1997,25_29,122.02
alb,1997,30_34,119.676
alb,1997,35_39,112.498
alb,1997,40_44,92.879
alb,1997,45_49,69.688
alb,1997,50_54,64.066
alb,1997,55_59,57.688
alb,1997,60_64,48.575
alb,1997,65,113.785
alb,1997,total_0,1542.26
alb,1997,total_15,1063.64
alb,1998,00_04,147.943
alb,1998,05_09,161.404
alb,1998,10_14,160.71
alb,1998,15_19,141.213
alb,1998,20_24,119.689
alb,1998,25_29,118.91
alb,1998,30_34,118.538
alb,1998,35_39,111.087
alb,1998,40_44,98.434
alb,1998,45_49,73.459
alb,1998,50_54,62.842
alb,1998,55_59,59.221
alb,1998,60_64,49.561
alb,1998,65,115.815
alb,1998,total_0,1538.83
alb,1998,total_15,1068.77
alb,1999,00_04,142.72
alb,1999,05_09,155.922
alb,1999,10_14,160.847
alb,1999,15_19,146.332
alb,1999,20_24,116.228
alb,1999,25_29,114.93
alb,1999,30_34,118.897
alb,1999,35_39,108.144
alb,1999,40_44,103.663
alb,1999,45_49,77.92
alb,1999,50_54,62.964
alb,1999,55_59,60.12
alb,1999,60_64,50.697
alb,1999,65,118.504
alb,1999,total_0,1537.89
alb,1999,total_15,1078.4
alb,2000,00_04,137.327
alb,2000,05_09,150.437
alb,2000,10_14,159.601
alb,2000,15_19,152.464
alb,2000,20_24,114.747
alb,2000,25_29,110.481
alb,2000,30_34,119.285
alb,2000,35_39,105.39
alb,2000,40_44,107.339
alb,2000,45_49,83.028
alb,2000,50_54,64.681
alb,2000,55_59,60.433
alb,2000,60_64,52.062
