country,year,age_group,fpop
mys,1991,00_04,1199.77
mys,1991,05_09,1134.39
mys,1991,10_14,1017.48
mys,1991,15_19,923.21
mys,1991,20_24,844.254
mys,1991,25_29,834.374
mys,1991,30_34,729.38
mys,1991,35_39,611.055
mys,1991,40_44,485.689
mys,1991,45_49,341.926
mys,1991,50_54,303.998
mys,1991,55_59,238.956
mys,1991,60_64,189.754
mys,1991,65,351.728
mys,1991,total_0,9205.95
mys,1991,total_15,5854.32
mys,1992,00_04,1220.19
mys,1992,05_09,1152.21
mys,1992,10_14,1043.34
mys,1992,15_19,942.409
mys,1992,20_24,860.941
mys,1992,25_29,839.915
mys,1992,30_34,761.249
mys,1992,35_39,635.242
mys,1992,40_44,512.687
mys,1992,45_49,366.567
mys,1992,50_54,303.986
mys,1992,55_59,252.501
mys,1992,60_64,193.576
mys,1992,65,363.03
mys,1992,total_0,9447.84
mys,1992,total_15,6032.1
mys,1993,00_04,1246.28
mys,1993,05_09,1166.39
mys,1993,10_14,1068.76
mys,1993,15_19,960.953
mys,1993,20_24,880.271
mys,1993,25_29,841.004
mys,1993,30_34,792.504
mys,1993,35_39,659.139
mys,1993,40_44,538.767
mys,1993,45_49,395.996
mys,1993,50_54,303.072
mys,1993,55_59,266.932
mys,1993,60_64,197.62
mys,1993,65,374.452
mys,1993,total_0,9692.13
mys,1993,total_15,6210.71
mys,1994,00_04,1271.65
mys,1994,05_09,1179.73
mys,1994,10_14,1092.88
mys,1994,15_19,980.765
mys,1994,20_24,900.386
mys,1994,25_29,843.666
mys,1994,30_34,819.347
mys,1994,35_39,684.772
mys,1994,40_44,564.91
mys,1994,45_49,426.689
mys,1994,50_54,306.714
mys,1994,55_59,279.209
mys,1994,60_64,203.621
mys,1994,65,385.926
mys,1994,total_0,9940.27
mys,1994,total_15,6396.01
mys,1995,00_04,1290.28
mys,1995,05_09,1195.88
mys,1995,10_14,1114.87
mys,1995,15_19,1002.93
mys,1995,20_24,920.179
mys,1995,25_29,851.728
mys,1995,30_34,839.668
mys,1995,35_39,713.261
mys,1995,40_44,591.794
mys,1995,45_49,456.502
mys,1995,50_54,318.208
mys,1995,55_59,287.782
mys,1995,60_64,212.465
mys,1995,65,397.598
mys,1995,total_0,10193.1
mys,1995,total_15,6592.11
mys,1996,00_04,1305.53
mys,1996,05_09,1212.24
mys,1996,10_14,1136.68
mys,1996,15_19,1029.85
mys,1996,20_24,942.75
mys,1996,25_29,866.601
mys,1996,30_34,854.578
mys,1996,35_39,743.668
mys,1996,40_44,616.97
mys,1996,45_49,483.632
mys,1996,50_54,334.822
mys,1996,55_59,291.157
mys,1996,60_64,221.862
mys,1996,65,410.08
mys,1996,total_0,10450.4
mys,1996,total_15,6795.97
mys,1997,00_04,1312.96
mys,1997,05_09,1229.18
mys,1997,10_14,1156.15
mys,1997,15_19,1058.84
mys,1997,20_24,965.55
mys,1997,25_29,887.065
mys,1997,30_34,863.575
mys,1997,35_39,777.992
mys,1997,40_44,642.389
mys,1997,45_49,510.667
mys,1997,50_54,358.89
mys,1997,55_59,290.953
mys,1997,60_64,234.546
mys,1997,65,422.374
mys,1997,total_0,10711.1
mys,1997,total_15,7012.84
mys,1998,00_04,1313.85
mys,1998,05_09,1246.27
mys,1998,10_14,1173.69
mys,1998,15_19,1088.42
mys,1998,20_24,988.96
mys,1998,25_29,911.535
mys,1998,30_34,869.706
mys,1998,35_39,813.324
mys,1998,40_44,668.983
mys,1998,45_49,537.822
mys,1998,50_54,388.181
mys,1998,55_59,290.324
mys,1998,60_64,248.547
mys,1998,65,435.211
mys,1998,total_0,10974.8
mys,1998,total_15,7241.02
mys,1999,00_04,1314.82
mys,1999,05_09,1261.66
mys,1999,10_14,1189.86
mys,1999,15_19,1115.91
mys,1999,20_24,1013.35
mys,1999,25_29,936.774
mys,1999,30_34,877.612
mys,1999,35_39,844.701
mys,1999,40_44,697.826
mys,1999,45_49,565.377
mys,1999,50_54,418.812
mys,1999,55_59,294.123
mys,1999,60_64,260.578
mys,1999,65,449.451
mys,1999,total_0,11240.9
mys,1999,total_15,7474.52
mys,2000,00_04,1323.63
mys,2000,05_09,1272.86
mys,2000,10_14,1204.85
mys,2000,15_19,1139.33
mys,2000,20_24,1038.48
mys,2000,25_29,960.439
mys,2000,30_34,889.947
mys,2000,35_39,868.882
mys,2000,40_44,729.109
mys,2000,45_49,593.34
mys,2000,50_54,448.216
mys,2000,55_59,305.188
mys,2000,60_64,268.726
mys,2000,65,465.475
mys,2000,total_0,11508.5
mys,2000,total_15,7707.13
mys,2001,00_04,1344.7
mys,2001,05_09,1288.98
mys,2001,10_14,1222.23
mys,2001,15_19,1161.25
mys,2001,20_24,1062.63
mys,2001,25_29,977.864
mys,2001,30_34,899.8
mys,2001,35_39,880.972
mys,2001,40_44,759.213
mys,2001,45_49,620.052
mys,2001,50_54,476.934
mys,2001,55_59,323.061
mys,2001,60_64,273.005
mys,2001,65,487.216
mys,2001,total_0,11777.9
mys,2001,total_15,7921.99
mys,2002,00_04,1369.36
mys,2002,05_09,1307.12
mys,2002,10_14,1237.44
mys,2002,15_19,1179.53
mys,2002,20_24,1088.58
mys,2002,25_29,994.808
mys,2002,30_34,913.499
mys,2002,35_39,884.857
mys,2002,40_44,791.007
mys,2002,45_49,645.331
mys,2002,50_54,504.651
mys,2002,55_59,347.704
mys,2002,60_64,273.523
mys,2002,65,510.931
mys,2002,total_0,12048.3
mys,2002,total_15,8134.42
mys,2003,00_04,1397.13
mys,2003,05_09,1328.16
mys,2003,10_14,1250
mys,2003,15_19,1194.28
mys,2003,20_24,1114.61
mys,2003,25_29,1011.71
mys,2003,30_34,929.537
mys,2003,35_39,883.575
mys,2003,40_44,821.341
mys,2003,45_49,669.728
mys,2003,50_54,531.264
mys,2003,55_59,376.686
mys,2003,60_64,273.462
mys,2003,65,535.18
mys,2003,total_0,12316.7
mys,2003,total_15,8341.38
mys,2004,00_04,1420.99
mys,2004,05_09,1352.28
mys,2004,10_14,1261.58
mys,2004,15_19,1206.77
mys,2004,20_24,1138.67
mys,2004,25_29,1029.94
mys,2004,30_34,945.818
mys,2004,35_39,882.731
mys,2004,40_44,845.928
mys,2004,45_49,694.703
mys,2004,50_54,557.244
mys,2004,55_59,406.418
mys,2004,60_64,277.73
mys,2004,65,558.132
mys,2004,total_0,12578.9
mys,2004,total_15,8544.09
mys,2005,00_04,1432.42
mys,2005,05_09,1379.03
mys,2005,10_14,1275.19
mys,2005,15_19,1218.07
mys,2005,20_24,1159.58
mys,2005,25_29,1050.51
mys,2005,30_34,961.496
mys,2005,35_39,886.199
mys,2005,40_44,862.605
mys,2005,45_49,721.175
mys,2005,50_54,583.024
mys,2005,55_59,434.822
mys,2005,60_64,289.166
mys,2005,65,579.161
mys,2005,total_0,12832.4
mys,2005,total_15,8745.8
mys,2006,00_04,1429.29
mys,2006,05_09,1397.09
mys,2006,10_14,1294.57
mys,2006,15_19,1229.58
mys,2006,20_24,1176.54
mys,2006,25_29,1072.61
mys,2006,30_34,978.526
mys,2006,35_39,895.555
mys,2006,40_44,874.042
mys,2006,45_49,750.465
mys,2006,50_54,608.733
mys,2006,55_59,462.239
mys,2006,60_64,306.28
mys,2006,65,600.205
mys,2006,total_0,13075.7
mys,2006,total_15,8954.77
mys,2007,00_04,1418.25
mys,2007,05_09,1411.52
mys,2007,10_14,1316.17
mys,2007,15_19,1240.3
mys,2007,20_24,1190.62
mys,2007,25_29,1096.44
mys,2007,30_34,995.146
mys,2007,35_39,909.154
mys,2007,40_44,877.904
mys,2007,45_49,781.967
mys,2007,50_54,633.543
mys,2007,55_59,489.13
mys,2007,60_64,329.896
mys,2007,65,619.845
mys,2007,total_0,13309.9
mys,2007,total_15,9163.94
mys,2008,00_04,1401
mys,2008,05_09,1422.07
mys,2008,10_14,1339
mys,2008,15_19,1251.42
mys,2008,20_24,1202.81
mys,2008,25_29,1120.87
mys,2008,30_34,1012.12
mys,2008,35_39,925.975
mys,2008,40_44,877.631
mys,2008,45_49,812.983
mys,2008,50_54,658.388
mys,2008,55_59,515.706
mys,2008,60_64,357.991
mys,2008,65,640.115
mys,2008,total_0,13538.1
mys,2008,total_15,9376.01
mys,2009,00_04,1384.46
mys,2009,05_09,1428.48
mys,2009,10_14,1360.76
mys,2009,15_19,1264.28
mys,2009,20_24,1214.12
mys,2009,25_29,1143.64
mys,2009,30_34,1030.43
mys,2009,35_39,943.555
mys,2009,40_44,878.42
mys,2009,45_49,839.016
mys,2009,50_54,684.526
mys,2009,55_59,542.273
mys,2009,60_64,387.227
mys,2009,65,663.689
mys,2009,total_0,13764.9
mys,2009,total_15,9591.18
mys,2010,00_04,1374.4
mys,2010,05_09,1430.85
mys,2010,10_14,1379.51
mys,2010,15_19,1279.57
mys,2010,20_24,1225.15
mys,2010,25_29,1163.27
mys,2010,30_34,1050.53
mys,2010,35_39,960.299
mys,2010,40_44,883.533
mys,2010,45_49,857.394
mys,2010,50_54,712.449
mys,2010,55_59,568.94
mys,2010,60_64,415.527
mys,2010,65,692.231
mys,2010,total_0,13993.6
mys,2010,total_15,9808.89
mys,2011,00_04,1359.1
mys,2011,05_09,1430.4
mys,2011,10_14,1398.1
mys,2011,15_19,1299.72
mys,2011,20_24,1236.89
mys,2011,25_29,1181.05
mys,2011,30_34,1073.57
mys,2011,35_39,977.912
mys,2011,40_44,893.505
mys,2011,45_49,869.273
mys,2011,50_54,741.882
mys,2011,55_59,594.605
mys,2011,60_64,442.173
mys,2011,65,727.185
mys,2011,total_0,14225.4
mys,2011,total_15,10037.8
mys,2012,00_04,1362.51
mys,2012,05_09,1421.34
mys,2012,10_14,1412.93
mys,2012,15_19,1321.39
mys,2012,20_24,1247.18
mys,2012,25_29,1195.07
mys,2012,30_34,1097.48
mys,2012,35_39,994.453
mys,2012,40_44,907.106
mys,2012,45_49,873.132
mys,2012,50_54,773.108
mys,2012,55_59,619.095
mys,2012,60_64,468.236
mys,2012,65,766.093
mys,2012,total_0,14459.1
mys,2012,total_15,10262.4
mys,2013,00_04,1378.47
mys,2013,05_09,1405.16
mys,2013,10_14,1424.25
mys,2013,15_19,1343.61
mys,2013,20_24,1257.65
mys,2013,25_29,1206.58
mys,2013,30_34,1121.32
mys,2013,35_39,1010.95
mys,2013,40_44,923.485
mys,2013,45_49,872.59
mys,2013,50_54,803.601
mys,2013,55_59,643.42
mys,2013,60_64,494.058
mys,2013,65,809.032
mys,2013,total_0,14694.2
mys,2013,total_15,10486.3
mys,2014,00_04,1396.29
mys,2014,05_09,1386.84
mys,2014,10_14,1431.11
mys,2014,15_19,1364.89
mys,2014,20_24,1270.54
mys,2014,25_29,1217.53
mys,2014,30_34,1143.62
mys,2014,35_39,1029.06
mys,2014,40_44,940.832
mys,2014,45_49,873.42
mys,2014,50_54,829.46
mys,2014,55_59,669.272
mys,2014,60_64,520.201
mys,2014,65,856.034
mys,2014,total_0,14929.1
mys,2014,total_15,10714.9
mys,2015,00_04,1408.46
mys,2015,05_09,1373.24
mys,2015,10_14,1431.49
mys,2015,15_19,1384
mys,2015,20_24,1286.84
mys,2015,25_29,1229.03
mys,2015,30_34,1163.39
mys,2015,35_39,1049.53
mys,2015,40_44,957.924
mys,2015,45_49,879.12
mys,2015,50_54,848.336
mys,2015,55_59,697.422
mys,2015,60_64,546.856
mys,2015,65,907.21
mys,2015,total_0,15162.8
mys,2015,total_15,10949.6
mys,2016,00_04,1430.89
mys,2016,05_09,1366.94
mys,2016,10_14,1425.14
mys,2016,15_19,1400.84
mys,2016,20_24,1304.59
mys,2016,25_29,1239.11
mys,2016,30_34,1179.76
mys,2016,35_39,1070.99
mys,2016,40_44,974.127
mys,2016,45_49,887.777
mys,2016,50_54,858.782
mys,2016,55_59,725.372
mys,2016,60_64,570.833
mys,2016,65,960.144
mys,2016,total_0,15395.3
mys,2016,total_15,11172.3
mys,2017,00_04,1439.22
mys,2017,05_09,1369.36
mys,2017,10_14,1413.12
mys,2017,15_19,1416.82
mys,2017,20_24,1326.08
mys,2017,25_29,1249.6
mys,2017,30_34,1194.13
mys,2017,35_39,1095
mys,2017,40_44,990.825
mys,2017,45_49,901.492
mys,2017,50_54,862.791
mys,2017,55_59,756.332
mys,2017,60_64,594.696
mys,2017,65,1017.41
mys,2017,total_0,15626.9
mys,2017,total_15,11405.2
mys,2018,00_04,1437.61
mys,2018,05_09,1380.23
mys,2018,10_14,1397.32
mys,2018,15_19,1429.75
mys,2018,20_24,1349.48
mys,2018,25_29,1261.17
mys,2018,30_34,1206.75
mys,2018,35_39,1119.84
mys,2018,40_44,1008.25
mys,2018,45_49,918.714
mys,2018,50_54,863.282
mys,2018,55_59,787.253
mys,2018,60_64,619.147
mys,2018,65,1078.71
mys,2018,total_0,15857.5
mys,2018,total_15,11642.4
mys,2019,00_04,1434.4
mys,2019,05_09,1395.19
mys,2019,10_14,1382.63
mys,2019,15_19,1436.63
mys,2019,20_24,1371.9
mys,2019,25_29,1274.73
mys,2019,30_34,1218.24
mys,2019,35_39,1142.84
mys,2019,40_44,1026.96
mys,2019,45_49,936.663
mys,2019,50_54,864.983
mys,2019,55_59,813.455
mys,2019,60_64,645.18
mys,2019,65,1143.46
mys,2019,total_0,16087.2
mys,2019,total_15,11875
mys,2020,00_04,1435.52
mys,2020,05_09,1407.46
mys,2020,10_14,1374.07
mys,2020,15_19,1436.11
mys,2020,20_24,1391.34
mys,2020,25_29,1290.85
mys,2020,30_34,1229.3
mys,2020,35_39,1162.43
mys,2020,40_44,1047.27
mys,2020,45_49,953.729
mys,2020,50_54,870.965
mys,2020,55_59,832.308
mys,2020,60_64,673.175
mys,2020,65,1211.46
mys,2020,total_0,16316
mys,2020,total_15,12099
mdv,1980,00_04,13.307
mdv,1980,05_09,11.101
mdv,1980,10_14,9.758
mdv,1980,15_19,8.309
mdv,1980,20_24,6.513
mdv,1980,25_29,4.083
mdv,1980,30_34,3.161
mdv,1980,35_39,4.007
mdv,1980,40_44,4.025
mdv,1980,45_49,3.067
mdv,1980,50_54,2.159
mdv,1980,55_59,1.678
mdv,1980,60_64,1.145
mdv,1980,65,1.526
mdv,1980,total_0,73.839
mdv,1980,total_15,39.673
mdv,1981,00_04,13.91
mdv,1981,05_09,11.401
mdv,1981,10_14,10.005
mdv,1981,15_19,8.608
mdv,1981,20_24,6.925
mdv,1981,25_29,4.47
mdv,1981,30_34,3.145
mdv,1981,35_39,3.815
mdv,1981,40_44,4.076
mdv,1981,45_49,3.242
mdv,1981,50_54,2.27
mdv,1981,55_59,1.733
mdv,1981,60_64,1.207
mdv,1981,65,1.621
mdv,1981,total_0,76.428
mdv,1981,total_15,41.112
mdv,1982,00_04,14.752
mdv,1982,05_09,11.682
mdv,1982,10_14,10.239
mdv,1982,15_19,8.89
mdv,1982,20_24,7.28
mdv,1982,25_29,4.928
mdv,1982,30_34,3.217
mdv,1982,35_39,3.568
mdv,1982,40_44,4.083
mdv,1982,45_49,3.419
mdv,1982,50_54,2.397
mdv,1982,55_59,1.777
mdv,1982,60_64,1.277
mdv,1982,65,1.714
mdv,1982,total_0,79.223
mdv,1982,total_15,42.55
mdv,1983,00_04,15.751
mdv,1983,05_09,11.96
mdv,1983,10_14,10.474
mdv,1983,15_19,9.159
mdv,1983,20_24,7.596
mdv,1983,25_29,5.427
mdv,1983,30_34,3.377
mdv,1983,35_39,3.312
mdv,1983,40_44,4.045
mdv,1983,45_49,3.587
mdv,1983,50_54,2.538
mdv,1983,55_59,1.821
mdv,1983,60_64,1.351
mdv,1983,65,1.809
mdv,1983,total_0,82.207
mdv,1983,total_15,44.022
mdv,1984,00_04,16.761
mdv,1984,05_09,12.283
mdv,1984,10_14,10.718
mdv,1984,15_19,9.426
mdv,1984,20_24,7.905
mdv,1984,25_29,5.925
mdv,1984,30_34,3.618
mdv,1984,35_39,3.116
mdv,1984,40_44,3.957
mdv,1984,45_49,3.727
mdv,1984,50_54,2.694
mdv,1984,55_59,1.884
mdv,1984,60_64,1.422
mdv,1984,65,1.911
mdv,1984,total_0,85.347
mdv,1984,total_15,45.585
mdv,1985,00_04,17.692
mdv,1985,05_09,12.704
mdv,1985,10_14,10.961
mdv,1985,15_19,9.692
mdv,1985,20_24,8.225
mdv,1985,25_29,6.389
mdv,1985,30_34,3.937
mdv,1985,35_39,3.017
mdv,1985,40_44,3.824
mdv,1985,45_49,3.826
mdv,1985,50_54,2.862
mdv,1985,55_59,1.974
mdv,1985,60_64,1.487
mdv,1985,65,2.023
mdv,1985,total_0,88.613
mdv,1985,total_15,47.256
mdv,1986,00_04,18.831
mdv,1986,05_09,13.309
mdv,1986,10_14,11.157
mdv,1986,15_19,9.895
mdv,1986,20_24,8.481
mdv,1986,25_29,6.773
mdv,1986,30_34,4.317
mdv,1986,35_39,3.005
mdv,1986,40_44,3.634
mdv,1986,45_49,3.865
mdv,1986,50_54,3.02
mdv,1986,55_59,2.069
mdv,1986,60_64,1.525
mdv,1986,65,2.114
mdv,1986,total_0,91.995
mdv,1986,total_15,48.698
mdv,1987,00_04,19.601
mdv,1987,05_09,14.139
mdv,1987,10_14,11.395
mdv,1987,15_19,10.133
mdv,1987,20_24,8.757
mdv,1987,25_29,7.126
mdv,1987,30_34,4.781
mdv,1987,35_39,3.089
mdv,1987,40_44,3.41
mdv,1987,45_49,3.882
mdv,1987,50_54,3.197
mdv,1987,55_59,2.189
mdv,1987,60_64,1.561
mdv,1987,65,2.216
mdv,1987,total_0,95.476
mdv,1987,total_15,50.341
mdv,1988,00_04,20.067
mdv,1988,05_09,15.155
mdv,1988,10_14,11.679
mdv,1988,15_19,10.39
mdv,1988,20_24,9.037
mdv,1988,25_29,7.451
mdv,1988,30_34,5.289
mdv,1988,35_39,3.266
mdv,1988,40_44,3.185
mdv,1988,45_49,3.864
mdv,1988,50_54,3.373
mdv,1988,55_59,2.326
mdv,1988,60_64,1.607
mdv,1988,65,2.321
mdv,1988,total_0,99.01
mdv,1988,total_15,52.109
mdv,1989,00_04,20.325
mdv,1989,05_09,16.228
mdv,1989,10_14,12.065
mdv,1989,15_19,10.644
mdv,1989,20_24,9.309
mdv,1989,25_29,7.759
mdv,1989,30_34,5.786
mdv,1989,35_39,3.519
mdv,1989,40_44,3.013
mdv,1989,45_49,3.798
mdv,1989,50_54,3.52
mdv,1989,55_59,2.477
mdv,1989,60_64,1.67
mdv,1989,65,2.424
mdv,1989,total_0,102.537
mdv,1989,total_15,53.919
mdv,1990,00_04,20.464
mdv,1990,05_09,17.178
mdv,1990,10_14,12.623
mdv,1990,15_19,10.891
mdv,1990,20_24,9.567
mdv,1990,25_29,8.062
mdv,1990,30_34,6.234
mdv,1990,35_39,3.839
mdv,1990,40_44,2.931
mdv,1990,45_49,3.68
mdv,1990,50_54,3.625
mdv,1990,55_59,2.637
mdv,1990,60_64,1.758
mdv,1990,65,2.521
mdv,1990,total_0,106.01
mdv,1990,total_15,55.745
mdv,1991,00_04,20.463
mdv,1991,05_09,18.031
mdv,1991,10_14,13.341
mdv,1991,15_19,11.123
mdv,1991,20_24,9.818
mdv,1991,25_29,8.362
mdv,1991,30_34,6.641
mdv,1991,35_39,4.225
mdv,1991,40_44,2.936
mdv,1991,45_49,3.516
mdv,1991,50_54,3.684
mdv,1991,55_59,2.8
mdv,1991,60_64,1.852
mdv,1991,65,2.623
mdv,1991,total_0,109.415
mdv,1991,total_15,57.58
mdv,1992,00_04,20.213
mdv,1992,05_09,18.787
mdv,1992,10_14,14.228
mdv,1992,15_19,11.352
mdv,1992,20_24,10.079
mdv,1992,25_29,8.664
mdv,1992,30_34,7.009
mdv,1992,35_39,4.688
mdv,1992,40_44,3.027
mdv,1992,45_49,3.312
mdv,1992,50_54,3.714
mdv,1992,55_59,2.979
mdv,1992,60_64,1.963
mdv,1992,65,2.726
mdv,1992,total_0,112.741
mdv,1992,total_15,59.513
mdv,1993,00_04,19.78
mdv,1993,05_09,19.399
mdv,1993,10_14,15.221
mdv,1993,15_19,11.624
mdv,1993,20_24,10.344
mdv,1993,25_29,8.957
mdv,1993,30_34,7.345
mdv,1993,35_39,5.19
mdv,1993,40_44,3.202
mdv,1993,45_49,3.103
mdv,1993,50_54,3.707
mdv,1993,55_59,3.157
mdv,1993,60_64,2.09
mdv,1993,65,2.832
mdv,1993,total_0,115.951
mdv,1993,total_15,61.551
mdv,1994,00_04,19.227
mdv,1994,05_09,19.836
mdv,1994,10_14,16.21
mdv,1994,15_19,12.017
mdv,1994,20_24,10.598
mdv,1994,25_29,9.235
mdv,1994,30_34,7.665
mdv,1994,35_39,5.681
mdv,1994,40_44,3.45
mdv,1994,45_49,2.943
mdv,1994,50_54,3.653
mdv,1994,55_59,3.306
mdv,1994,60_64,2.234
mdv,1994,65,2.948
mdv,1994,total_0,119.003
mdv,1994,total_15,63.73
mdv,1995,00_04,18.603
mdv,1995,05_09,20.084
mdv,1995,10_14,17.108
mdv,1995,15_19,12.58
mdv,1995,20_24,10.838
mdv,1995,25_29,9.495
mdv,1995,30_34,7.977
mdv,1995,35_39,6.127
mdv,1995,40_44,3.762
mdv,1995,45_49,2.869
mdv,1995,50_54,3.55
mdv,1995,55_59,3.413
mdv,1995,60_64,2.39
mdv,1995,65,3.078
mdv,1995,total_0,121.874
mdv,1995,total_15,66.079
mdv,1996,00_04,17.725
mdv,1996,05_09,20.223
mdv,1996,10_14,17.95
mdv,1996,15_19,13.265
mdv,1996,20_24,10.992
mdv,1996,25_29,9.717
mdv,1996,30_34,8.301
mdv,1996,35_39,6.587
mdv,1996,40_44,4.185
mdv,1996,45_49,2.883
mdv,1996,50_54,3.404
mdv,1996,55_59,3.482
mdv,1996,60_64,2.556
mdv,1996,65,3.268
mdv,1996,total_0,124.538
mdv,1996,total_15,68.64
mdv,1997,00_04,16.973
mdv,1997,05_09,20.069
mdv,1997,10_14,18.682
mdv,1997,15_19,14.116
mdv,1997,20_24,11.118
mdv,1997,25_29,9.896
mdv,1997,30_34,8.585
mdv,1997,35_39,6.986
mdv,1997,40_44,4.68
mdv,1997,45_49,2.988
mdv,1997,50_54,3.206
mdv,1997,55_59,3.519
mdv,1997,60_64,2.727
mdv,1997,65,3.466
mdv,1997,total_0,127.011
mdv,1997,total_15,71.287
mdv,1998,00_04,16.329
mdv,1998,05_09,19.642
mdv,1998,10_14,19.298
mdv,1998,15_19,15.083
mdv,1998,20_24,11.296
mdv,1998,25_29,10.039
mdv,1998,30_34,8.837
mdv,1998,35_39,7.334
mdv,1998,40_44,5.217
mdv,1998,45_49,3.184
mdv,1998,50_54,3
mdv,1998,55_59,3.519
mdv,1998,60_64,2.896
mdv,1998,65,3.678
mdv,1998,total_0,129.352
mdv,1998,total_15,74.083
mdv,1999,00_04,15.744
mdv,1999,05_09,19.048
mdv,1999,10_14,19.766
mdv,1999,15_19,16.075
mdv,1999,20_24,11.633
mdv,1999,25_29,10.165
mdv,1999,30_34,9.061
mdv,1999,35_39,7.654
mdv,1999,40_44,5.75
mdv,1999,45_49,3.469
mdv,1999,50_54,2.848
mdv,1999,55_59,3.48
mdv,1999,60_64,3.042
mdv,1999,65,3.917
mdv,1999,total_0,131.652
mdv,1999,total_15,77.094
mdv,2000,00_04,15.181
mdv,2000,05_09,18.423
mdv,2000,10_14,20.034
mdv,2000,15_19,17.022
mdv,2000,20_24,12.184
mdv,2000,25_29,10.299
mdv,2000,30_34,9.254
mdv,2000,35_39,7.961
mdv,2000,40_44,6.245
mdv,2000,45_49,3.836
mdv,2000,50_54,2.794
mdv,2000,55_59,3.396
mdv,2000,60_64,3.155
mdv,2000,65,4.189
mdv,2000,total_0,133.973
mdv,2000,total_15,80.335
mdv,2001,00_04,14.614
mdv,2001,05_09,17.793
mdv,2001,10_14,19.987
mdv,2001,15_19,17.848
mdv,2001,20_24,13.03
mdv,2001,25_29,10.594
mdv,2001,30_34,9.488
mdv,2001,35_39,8.234
mdv,2001,40_44,6.661
mdv,2001,45_49,4.257
mdv,2001,50_54,2.824
mdv,2001,55_59,3.252
mdv,2001,60_64,3.222
mdv,2001,65,4.538
mdv,2001,total_0,136.342
mdv,2001,total_15,83.948
mdv,2002,00_04,14.162
mdv,2002,05_09,17.129
mdv,2002,10_14,19.751
mdv,2002,15_19,18.566
mdv,2002,20_24,14.015
mdv,2002,25_29,10.915
mdv,2002,30_34,9.729
mdv,2002,35_39,8.517
mdv,2002,40_44,7.017
mdv,2002,45_49,4.752
mdv,2002,50_54,2.952
mdv,2002,55_59,3.062
mdv,2002,60_64,3.27
mdv,2002,65,4.905
mdv,2002,total_0,138.742
mdv,2002,total_15,87.7
mdv,2003,00_04,13.791
mdv,2003,05_09,16.447
mdv,2003,10_14,19.374
mdv,2003,15_19,19.142
mdv,2003,20_24,15.06
mdv,2003,25_29,11.31
mdv,2003,30_34,9.984
mdv,2003,35_39,8.81
mdv,2003,40_44,7.327
mdv,2003,45_49,5.283
mdv,2003,50_54,3.176
mdv,2003,55_59,2.868
mdv,2003,60_64,3.289
mdv,2003,65,5.286
mdv,2003,total_0,141.147
mdv,2003,total_15,91.535
mdv,2004,00_04,13.478
mdv,2004,05_09,15.765
mdv,2004,10_14,18.911
mdv,2004,15_19,19.535
mdv,2004,20_24,16.056
mdv,2004,25_29,11.841
mdv,2004,30_34,10.259
mdv,2004,35_39,9.103
mdv,2004,40_44,7.619
mdv,2004,45_49,5.798
mdv,2004,50_54,3.481
mdv,2004,55_59,2.731
mdv,2004,60_64,3.265
mdv,2004,65,5.67
mdv,2004,total_0,143.512
mdv,2004,total_15,95.358
mdv,2005,00_04,13.212
mdv,2005,05_09,15.106
mdv,2005,10_14,18.389
mdv,2005,15_19,19.727
mdv,2005,20_24,16.936
mdv,2005,25_29,12.526
mdv,2005,30_34,10.567
mdv,2005,35_39,9.387
mdv,2005,40_44,7.912
mdv,2005,45_49,6.262
mdv,2005,50_54,3.853
mdv,2005,55_59,2.693
mdv,2005,60_64,3.192
mdv,2005,65,6.047
mdv,2005,total_0,145.809
mdv,2005,total_15,99.102
mdv,2006,00_04,13.138
mdv,2006,05_09,14.514
mdv,2006,10_14,17.758
mdv,2006,15_19,19.755
mdv,2006,20_24,17.752
mdv,2006,25_29,13.294
mdv,2006,30_34,10.853
mdv,2006,35_39,9.621
mdv,2006,40_44,8.21
mdv,2006,45_49,6.659
mdv,2006,50_54,4.266
mdv,2006,55_59,2.743
mdv,2006,60_64,3.065
mdv,2006,65,6.4
mdv,2006,total_0,148.028
mdv,2006,total_15,102.618
mdv,2007,00_04,12.989
mdv,2007,05_09,14.04
mdv,2007,10_14,17.075
mdv,2007,15_19,19.583
mdv,2007,20_24,18.478
mdv,2007,25_29,14.212
mdv,2007,30_34,11.158
mdv,2007,35_39,9.852
mdv,2007,40_44,8.516
mdv,2007,45_49,7.002
mdv,2007,50_54,4.749
mdv,2007,55_59,2.886
mdv,2007,60_64,2.892
mdv,2007,65,6.757
mdv,2007,total_0,150.189
mdv,2007,total_15,106.085
mdv,2008,00_04,12.809
mdv,2008,05_09,13.686
mdv,2008,10_14,16.368
mdv,2008,15_19,19.24
mdv,2008,20_24,19.066
mdv,2008,25_29,15.218
mdv,2008,30_34,11.521
mdv,2008,35_39,10.09
mdv,2008,40_44,8.817
mdv,2008,45_49,7.306
mdv,2008,50_54,5.27
mdv,2008,55_59,3.112
mdv,2008,60_64,2.716
mdv,2008,65,7.097
mdv,2008,total_0,152.316
mdv,2008,total_15,109.453
mdv,2009,00_04,12.665
mdv,2009,05_09,13.415
mdv,2009,10_14,15.689
mdv,2009,15_19,18.771
mdv,2009,20_24,19.472
mdv,2009,25_29,16.206
mdv,2009,30_34,12.008
mdv,2009,35_39,10.345
mdv,2009,40_44,9.1
mdv,2009,45_49,7.597
mdv,2009,50_54,5.776
mdv,2009,55_59,3.41
mdv,2009,60_64,2.598
