country,year,age_group,flf
brn,2005,25_29,14.876810
brn,2005,30_34,14.704740
brn,2005,35_39,10.764460
brn,2005,40_44,8.983629
brn,2005,45_49,5.930290
brn,2005,50_54,3.737467
brn,2005,55_59,0.759766
brn,2005,60_64,0.299968
brn,2005,65,0.157670
brn,2005,total_15,72.860480
brn,2006,15_19,2.709652
brn,2006,20_24,10.105320
brn,2006,25_29,14.646130
brn,2006,30_34,15.041920
brn,2006,35_39,11.188930
brn,2006,40_44,9.161423
brn,2006,45_49,6.263553
brn,2006,50_54,3.943928
brn,2006,55_59,0.865571
brn,2006,60_64,0.325307
brn,2006,65,0.170533
brn,2006,total_15,74.422270
brn,2007,15_19,2.723581
brn,2007,20_24,10.378660
brn,2007,25_29,14.351180
brn,2007,30_34,15.370690
brn,2007,35_39,11.806760
brn,2007,40_44,9.222894
brn,2007,45_49,6.680623
brn,2007,50_54,4.106741
brn,2007,55_59,0.990641
brn,2007,60_64,0.356393
brn,2007,65,0.183991
brn,2007,total_15,76.172150
brn,2008,15_19,2.711867
brn,2008,20_24,10.694210
brn,2008,25_29,14.067380
brn,2008,30_34,15.694020
brn,2008,35_39,12.533070
brn,2008,40_44,9.249766
brn,2008,45_49,7.125022
brn,2008,50_54,4.257545
brn,2008,55_59,1.126064
brn,2008,60_64,0.393626
brn,2008,65,0.198360
brn,2008,total_15,78.050920
brn,2009,15_19,2.675987
brn,2009,20_24,10.932260
brn,2009,25_29,13.903630
brn,2009,30_34,15.981390
brn,2009,35_39,13.241020
brn,2009,40_44,9.377050
brn,2009,45_49,7.506328
brn,2009,50_54,4.443426
brn,2009,55_59,1.256619
brn,2009,60_64,0.438715
brn,2009,65,0.213911
brn,2009,total_15,79.970330
brn,2010,15_19,2.621113
brn,2010,20_24,11.034640
brn,2010,25_29,13.895550
brn,2010,30_34,16.200720
brn,2010,35_39,13.877970
brn,2010,40_44,9.683290
brn,2010,45_49,7.775659
brn,2010,50_54,4.687152
brn,2010,55_59,1.372974
brn,2010,60_64,0.493734
brn,2010,65,0.230916
brn,2010,total_15,81.873710
brn,2011,15_19,2.611048
brn,2011,20_24,11.269240
brn,2011,25_29,13.864210
brn,2011,30_34,15.995100
brn,2011,35_39,14.389220
brn,2011,40_44,10.138250
brn,2011,45_49,7.961695
brn,2011,50_54,4.981562
brn,2011,55_59,1.480321
brn,2011,60_64,0.567068
brn,2011,65,0.249782
brn,2011,total_15,83.507500
brn,2012,15_19,2.575219
brn,2012,20_24,11.434600
brn,2012,25_29,14.053790
brn,2012,30_34,15.685530
brn,2012,35_39,14.818510
brn,2012,40_44,10.750440
brn,2012,45_49,8.025597
brn,2012,50_54,5.341513
brn,2012,55_59,1.567764
brn,2012,60_64,0.652303
brn,2012,65,0.270364
brn,2012,total_15,85.175640
brn,2013,15_19,2.523651
brn,2013,20_24,11.492940
brn,2013,25_29,14.396970
brn,2013,30_34,15.396350
brn,2013,35_39,15.139330
brn,2013,40_44,11.462520
brn,2013,45_49,8.040567
brn,2013,50_54,5.728663
brn,2013,55_59,1.647267
brn,2013,60_64,0.741851
brn,2013,65,0.293964
brn,2013,total_15,86.864080
brn,2014,15_19,2.469844
brn,2014,20_24,11.448510
brn,2014,25_29,14.773710
brn,2014,30_34,15.271690
brn,2014,35_39,15.348510
brn,2014,40_44,12.165000
brn,2014,45_49,8.136364
brn,2014,50_54,6.071955
brn,2014,55_59,1.740248
brn,2014,60_64,0.825475
brn,2014,65,0.322008
brn,2014,total_15,88.573310
brn,2015,15_19,2.423024
brn,2015,20_24,11.325100
brn,2015,25_29,15.074200
brn,2015,30_34,15.376170
brn,2015,35_39,15.477410
brn,2015,40_44,12.782680
brn,2015,45_49,8.395894
brn,2015,50_54,6.325541
brn,2015,55_59,1.860947
brn,2015,60_64,0.897595
brn,2015,65,0.355121
brn,2015,total_15,90.293680
brn,2016,15_19,2.440616
brn,2016,20_24,11.353960
brn,2016,25_29,15.132470
brn,2016,30_34,15.326780
brn,2016,35_39,15.433680
brn,2016,40_44,13.303060
brn,2016,45_49,8.815637
brn,2016,50_54,6.482441
brn,2016,55_59,2.011536
brn,2016,60_64,0.965880
brn,2016,65,0.393162
brn,2016,total_15,91.659220
brn,2017,15_19,2.461846
brn,2017,20_24,11.331890
brn,2017,25_29,15.194290
brn,2017,30_34,15.494290
brn,2017,35_39,15.250490
brn,2017,40_44,13.743710
brn,2017,45_49,9.386356
brn,2017,50_54,6.540271
brn,2017,55_59,2.193101
brn,2017,60_64,1.020726
brn,2017,65,0.437532
brn,2017,total_15,93.054490
brn,2018,15_19,2.478814
brn,2018,20_24,11.250570
brn,2018,25_29,15.262630
brn,2018,30_34,15.847740
brn,2018,35_39,15.002070
brn,2018,40_44,14.096310
brn,2018,45_49,10.041840
brn,2018,50_54,6.570554
brn,2018,55_59,2.387028
brn,2018,60_64,1.069266
brn,2018,65,0.487301
brn,2018,total_15,94.494130
brn,2019,15_19,2.479711
brn,2019,20_24,11.142720
brn,2019,25_29,15.334490
brn,2019,30_34,16.281170
brn,2019,35_39,14.829060
brn,2019,40_44,14.346810
brn,2019,45_49,10.675570
brn,2019,50_54,6.681415
brn,2019,55_59,2.560945
brn,2019,60_64,1.125671
brn,2019,65,0.540719
brn,2019,total_15,95.998270
brn,2020,15_19,2.459035
brn,2020,20_24,11.046750
brn,2020,25_29,15.380180
brn,2020,30_34,16.698000
brn,2020,35_39,14.849660
brn,2020,40_44,14.486500
brn,2020,45_49,11.220300
brn,2020,50_54,6.935220
brn,2020,55_59,2.696400
brn,2020,60_64,1.198925
brn,2020,65,0.596700
brn,2020,total_15,97.567670
bgr,1985,30_34,311.833800
bgr,1985,35_39,318.844700
bgr,1985,40_44,265.681200
bgr,1985,45_49,254.588900
bgr,1985,50_54,262.747300
bgr,1985,55_59,96.848970
bgr,1985,60_64,47.487500
bgr,1985,65,24.601410
bgr,1986,30_34,306.504800
bgr,1986,35_39,321.077500
bgr,1986,40_44,273.452400
bgr,1986,45_49,250.054600
bgr,1986,50_54,253.685100
bgr,1986,55_59,84.276650
bgr,1986,60_64,41.386620
bgr,1986,65,22.720930
bgr,1987,30_34,301.500200
bgr,1987,35_39,318.533500
bgr,1987,40_44,284.130000
bgr,1987,45_49,246.729900
bgr,1987,50_54,242.152700
bgr,1987,55_59,73.057180
bgr,1987,60_64,34.870250
bgr,1987,65,21.123990
bgr,1988,30_34,296.888500
bgr,1988,35_39,312.674000
bgr,1988,40_44,295.469300
bgr,1988,45_49,245.176100
bgr,1988,50_54,229.581500
bgr,1988,55_59,62.819240
bgr,1988,60_64,28.722240
bgr,1988,65,19.684010
bgr,1989,30_34,292.342800
bgr,1989,35_39,306.114300
bgr,1989,40_44,304.288000
bgr,1989,45_49,246.169400
bgr,1989,50_54,217.854000
bgr,1989,55_59,53.238520
bgr,1989,60_64,23.527640
bgr,1989,65,18.283620
bgr,1990,15_19,77.802730
bgr,1990,20_24,205.602800
bgr,1990,25_29,257.810200
bgr,1990,30_34,287.427800
bgr,1990,35_39,300.573200
bgr,1990,40_44,308.753100
bgr,1990,45_49,249.989900
bgr,1990,50_54,208.010000
bgr,1990,55_59,44.357160
bgr,1990,60_64,19.362420
bgr,1990,65,16.883730
bgr,1990,total_15,1976.573000
bgr,1991,15_19,83.497880
bgr,1991,20_24,210.281800
bgr,1991,25_29,254.021500
bgr,1991,30_34,280.054000
bgr,1991,35_39,294.696200
bgr,1991,40_44,309.257700
bgr,1991,45_49,256.696700
bgr,1991,50_54,200.054500
bgr,1991,55_59,36.571690
bgr,1991,60_64,15.931730
bgr,1991,65,15.563490
bgr,1991,total_15,1956.627000
bgr,1992,15_19,87.797360
bgr,1992,20_24,214.640300
bgr,1992,25_29,250.562700
bgr,1992,30_34,272.555800
bgr,1992,35_39,289.403500
bgr,1992,40_44,305.518200
bgr,1992,45_49,266.473400
bgr,1992,50_54,193.345700
bgr,1992,55_59,29.800040
bgr,1992,60_64,13.177950
bgr,1992,65,14.276720
bgr,1992,total_15,1937.552000
bgr,1993,15_19,81.396130
bgr,1993,20_24,209.045700
bgr,1993,25_29,243.325500
bgr,1993,30_34,263.871600
bgr,1993,35_39,282.513500
bgr,1993,40_44,296.718100
bgr,1993,45_49,274.684400
bgr,1993,50_54,191.904300
bgr,1993,55_59,32.355740
bgr,1993,60_64,13.841050
bgr,1993,65,12.533180
bgr,1993,total_15,1902.189000
bgr,1994,15_19,75.034550
bgr,1994,20_24,202.677000
bgr,1994,25_29,236.736200
bgr,1994,30_34,255.461700
bgr,1994,35_39,275.388800
bgr,1994,40_44,287.237800
bgr,1994,45_49,280.557200
bgr,1994,50_54,192.644000
bgr,1994,55_59,35.149110
bgr,1994,60_64,14.468990
bgr,1994,65,10.987200
bgr,1994,total_15,1866.343000
bgr,1995,15_19,68.718080
bgr,1995,20_24,195.447800
bgr,1995,25_29,230.717300
bgr,1995,30_34,247.559500
bgr,1995,35_39,267.783800
bgr,1995,40_44,278.584300
bgr,1995,45_49,282.308900
bgr,1995,50_54,195.770100
bgr,1995,55_59,38.389300
bgr,1995,60_64,14.994200
bgr,1995,65,9.629829
bgr,1995,total_15,1829.903000
bgr,1996,15_19,62.645280
bgr,1996,20_24,188.523900
bgr,1996,25_29,225.719200
bgr,1996,30_34,241.057300
bgr,1996,35_39,260.995100
bgr,1996,40_44,271.209300
bgr,1996,45_49,280.513500
bgr,1996,50_54,201.169300
bgr,1996,55_59,42.049260
bgr,1996,60_64,15.346110
bgr,1996,65,8.432119
bgr,1996,total_15,1797.660000
bgr,1997,15_19,56.630740
bgr,1997,20_24,181.076300
bgr,1997,25_29,220.770300
bgr,1997,30_34,234.694500
bgr,1997,35_39,254.073300
bgr,1997,40_44,264.485500
bgr,1997,45_49,274.872900
bgr,1997,50_54,209.143900
bgr,1997,55_59,46.261510
bgr,1997,60_64,15.601660
bgr,1997,65,7.375759
bgr,1997,total_15,1764.986000
bgr,1998,15_19,50.957760
bgr,1998,20_24,172.938500
bgr,1998,25_29,215.473000
bgr,1998,30_34,228.551500
bgr,1998,35_39,247.201400
bgr,1998,40_44,258.140200
bgr,1998,45_49,266.738200
bgr,1998,50_54,218.065200
bgr,1998,55_59,51.220000
bgr,1998,60_64,15.815020
bgr,1998,65,8.277281
bgr,1998,total_15,1733.378000
bgr,1999,15_19,45.936040
bgr,1999,20_24,163.916300
bgr,1999,25_29,209.394500
bgr,1999,30_34,222.782500
bgr,1999,35_39,240.638200
bgr,1999,40_44,251.634100
bgr,1999,45_49,258.294500
bgr,1999,50_54,225.502700
bgr,1999,55_59,57.223050
bgr,1999,60_64,16.091450
bgr,1999,65,9.266757
bgr,1999,total_15,1700.680000
bgr,2000,15_19,41.648090
bgr,2000,20_24,154.024900
bgr,2000,25_29,202.263600
bgr,2000,30_34,217.347600
bgr,2000,35_39,234.471700
bgr,2000,40_44,244.627400
bgr,2000,45_49,250.817800
bgr,2000,50_54,229.937600
bgr,2000,55_59,64.530240
bgr,2000,60_64,16.509660
bgr,2000,65,10.343760
bgr,2000,total_15,1666.522000
bgr,2001,15_19,37.987590
bgr,2001,20_24,143.677600
bgr,2001,25_29,194.529000
bgr,2001,30_34,212.296900
bgr,2001,35_39,228.590200
bgr,2001,40_44,237.122700
bgr,2001,45_49,243.579500
bgr,2001,50_54,230.996500
bgr,2001,55_59,73.084820
bgr,2001,60_64,16.966370
bgr,2001,65,11.533580
bgr,2001,total_15,1630.365000
bgr,2002,15_19,29.488270
bgr,2002,20_24,131.762200
bgr,2002,25_29,199.736600
bgr,2002,30_34,214.003800
bgr,2002,35_39,222.345600
bgr,2002,40_44,230.345500
bgr,2002,45_49,238.664900
bgr,2002,50_54,221.953500
bgr,2002,55_59,95.735250
bgr,2002,60_64,17.920750
bgr,2002,65,13.909550
bgr,2002,total_15,1615.866000
bgr,2003,15_19,19.591890
bgr,2003,20_24,123.427200
bgr,2003,25_29,191.607600
bgr,2003,30_34,208.508200
bgr,2003,35_39,216.261200
bgr,2003,40_44,222.536600
bgr,2003,45_49,222.867100
bgr,2003,50_54,219.473300
bgr,2003,55_59,107.349300
bgr,2003,60_64,17.397600
bgr,2003,65,17.827670
bgr,2003,total_15,1566.848000
bgr,2004,15_19,18.642740
bgr,2004,20_24,124.201500
bgr,2004,25_29,194.567700
bgr,2004,30_34,212.953000
bgr,2004,35_39,217.201100
bgr,2004,40_44,225.306000
bgr,2004,45_49,228.219100
bgr,2004,50_54,213.231800
bgr,2004,55_59,126.212100
bgr,2004,60_64,20.818700
bgr,2004,65,14.754010
bgr,2004,total_15,1596.108000
bgr,2005,15_19,19.505930
bgr,2005,20_24,115.412300
bgr,2005,25_29,183.007400
bgr,2005,30_34,210.695600
bgr,2005,35_39,214.965700
bgr,2005,40_44,221.593300
bgr,2005,45_49,221.802300
bgr,2005,50_54,209.862900
bgr,2005,55_59,132.084800
bgr,2005,60_64,18.385830
bgr,2005,65,10.882020
bgr,2005,total_15,1558.198000
bgr,2006,15_19,21.245930
bgr,2006,20_24,122.095500
bgr,2006,25_29,192.071300
bgr,2006,30_34,215.891200
bgr,2006,35_39,220.608600
bgr,2006,40_44,222.029300
bgr,2006,45_49,224.932800
bgr,2006,50_54,214.731700
bgr,2006,55_59,156.944700
bgr,2006,60_64,28.709690
bgr,2006,65,11.667900
bgr,2006,total_15,1630.929000
bgr,2007,15_19,15.434990
bgr,2007,20_24,122.455500
bgr,2007,25_29,195.763400
bgr,2007,30_34,220.611700
bgr,2007,35_39,222.752800
bgr,2007,40_44,228.009800
bgr,2007,45_49,227.057800
bgr,2007,50_54,218.158200
bgr,2007,55_59,173.542100
bgr,2007,60_64,32.918870
bgr,2007,65,12.441700
bgr,2007,total_15,1669.147000
bgr,2008,15_19,13.072860
bgr,2008,20_24,122.226700
bgr,2008,25_29,188.682000
bgr,2008,30_34,225.028000
bgr,2008,35_39,226.625600
bgr,2008,40_44,225.925700
bgr,2008,45_49,227.536200
bgr,2008,50_54,218.894400
bgr,2008,55_59,181.899200
bgr,2008,60_64,43.109170
bgr,2008,65,16.320570
bgr,2008,total_15,1689.320000
bgr,2009,15_19,13.479410
bgr,2009,20_24,112.101500
bgr,2009,25_29,177.394900
bgr,2009,30_34,215.321400
bgr,2009,35_39,226.718400
bgr,2009,40_44,220.699900
bgr,2009,45_49,222.359600
bgr,2009,50_54,215.352300
bgr,2009,55_59,187.805900
bgr,2009,60_64,51.312950
bgr,2009,65,14.422460
bgr,2009,total_15,1656.969000
bgr,2010,15_19,11.014880
bgr,2010,20_24,106.396400
bgr,2010,25_29,175.712000
bgr,2010,30_34,211.452900
bgr,2010,35_39,228.121500
bgr,2010,40_44,218.256000
bgr,2010,45_49,219.324400
bgr,2010,50_54,213.685100
bgr,2010,55_59,186.294600
bgr,2010,60_64,51.687410
bgr,2010,65,12.879550
bgr,2010,total_15,1634.825000
bgr,2011,15_19,10.290840
bgr,2011,20_24,103.084800
bgr,2011,25_29,173.402400
bgr,2011,30_34,209.149800
bgr,2011,35_39,230.001200
bgr,2011,40_44,219.998800
bgr,2011,45_49,217.429700
bgr,2011,50_54,211.056600
bgr,2011,55_59,184.684800
bgr,2011,60_64,53.195990
bgr,2011,65,13.424140
bgr,2011,total_15,1625.719000
bgr,2012,15_19,9.645954
bgr,2012,20_24,98.709860
bgr,2012,25_29,172.255400
bgr,2012,30_34,205.377300
bgr,2012,35_39,231.754100
bgr,2012,40_44,222.565700
bgr,2012,45_49,216.041600
bgr,2012,50_54,208.501200
bgr,2012,55_59,183.760700
bgr,2012,60_64,54.072250
bgr,2012,65,14.008800
bgr,2012,total_15,1616.693000
bgr,2013,15_19,9.093456
bgr,2013,20_24,93.652140
bgr,2013,25_29,171.369800
bgr,2013,30_34,200.802000
bgr,2013,35_39,232.921300
bgr,2013,40_44,225.614900
bgr,2013,45_49,215.217500
bgr,2013,50_54,206.080300
bgr,2013,55_59,183.243200
bgr,2013,60_64,54.503740
bgr,2013,65,14.620230
bgr,2013,total_15,1607.119000
bgr,2014,15_19,8.643550
bgr,2014,20_24,88.565830
bgr,2014,25_29,169.303500
bgr,2014,30_34,196.549400
bgr,2014,35_39,232.874700
bgr,2014,40_44,228.638900
bgr,2014,45_49,215.057100
bgr,2014,50_54,203.909700
bgr,2014,55_59,182.643100
bgr,2014,60_64,54.859810
bgr,2014,65,15.232630
bgr,2014,total_15,1596.278000
bgr,2015,15_19,8.301738
bgr,2015,20_24,83.940400
bgr,2015,25_29,165.263800
bgr,2015,30_34,193.341900
bgr,2015,35_39,231.325300
bgr,2015,40_44,231.323400
bgr,2015,45_49,215.650300
bgr,2015,50_54,202.128800
bgr,2015,55_59,181.738000
bgr,2015,60_64,55.397290
bgr,2015,65,15.816710
bgr,2015,total_15,1584.227000
bgr,2016,15_19,8.046325
bgr,2016,20_24,79.693340
bgr,2016,25_29,159.705400
bgr,2016,30_34,191.361000
bgr,2016,35_39,228.507500
bgr,2016,40_44,233.808700
bgr,2016,45_49,216.980600
bgr,2016,50_54,200.656300
bgr,2016,55_59,180.511300
bgr,2016,60_64,55.922790
bgr,2016,65,16.440150
bgr,2016,total_15,1571.633000
bgr,2017,15_19,7.893650
bgr,2017,20_24,75.828080
bgr,2017,25_29,152.339600
bgr,2017,30_34,190.515900
bgr,2017,35_39,223.911600
bgr,2017,40_44,236.000800
bgr,2017,45_49,218.953800
bgr,2017,50_54,199.498600
bgr,2017,55_59,179.211000
bgr,2017,60_64,56.602210
bgr,2017,65,17.018100
bgr,2017,total_15,1557.773000
bgr,2018,15_19,7.828825
bgr,2018,20_24,72.499840
bgr,2018,25_29,143.812000
bgr,2018,30_34,189.857800
bgr,2018,35_39,218.339200
bgr,2018,40_44,237.488200
bgr,2018,45_49,221.269500
bgr,2018,50_54,198.765900
bgr,2018,55_59,177.923200
bgr,2018,60_64,57.365530
bgr,2018,65,17.578240
bgr,2018,total_15,1542.728000
bgr,2019,15_19,7.831812
bgr,2019,20_24,69.902920
bgr,2019,25_29,135.296200
bgr,2019,30_34,187.931000
bgr,2019,35_39,213.228300
bgr,2019,40_44,237.843500
bgr,2019,45_49,223.632600
bgr,2019,50_54,198.736700
bgr,2019,55_59,176.907900
bgr,2019,60_64,58.119560
bgr,2019,65,18.125110
bgr,2019,total_15,1527.556000
bgr,2020,15_19,7.882051
bgr,2020,20_24,68.149350
bgr,2020,25_29,127.566500
bgr,2020,30_34,183.817900
bgr,2020,35_39,209.385100
bgr,2020,40_44,236.777900
bgr,2020,45_49,225.765100
bgr,2020,50_54,199.513600
bgr,2020,55_59,176.304900
bgr,2020,60_64,58.801510
bgr,2020,65,18.666670
bgr,2020,total_15,1512.631000
bfa,1985,15_19,333.840700
bfa,1985,20_24,273.785100
bfa,1985,25_29,230.319500
bfa,1985,30_34,186.214300
bfa,1985,35_39,170.645400
bfa,1985,40_44,140.944400
bfa,1985,45_49,117.827300
bfa,1985,50_54,94.151120
bfa,1985,55_59,75.322350
bfa,1985,60_64,52.730330
bfa,1985,65,47.287400
bfa,1986,15_19,339.574200
bfa,1986,20_24,281.917200
bfa,1986,25_29,238.284400
bfa,1986,30_34,191.719400
bfa,1986,35_39,172.978700
bfa,1986,40_44,146.245200
bfa,1986,45_49,121.135000
bfa,1986,50_54,97.706290
bfa,1986,55_59,76.976650
bfa,1986,60_64,52.503170
bfa,1986,65,48.007210
bfa,1987,15_19,345.323500
bfa,1987,20_24,290.822200
bfa,1987,25_29,246.215900
bfa,1987,30_34,198.910500
bfa,1987,35_39,174.247500
bfa,1987,40_44,152.104300
bfa,1987,45_49,124.633000
bfa,1987,50_54,101.518300
bfa,1987,55_59,78.775310
bfa,1987,60_64,53.400840
bfa,1987,65,49.815340
bfa,1988,15_19,351.518200
bfa,1988,20_24,300.308300
bfa,1988,25_29,254.300400
bfa,1988,30_34,207.313900
bfa,1988,35_39,175.237700
bfa,1988,40_44,158.040300
bfa,1988,45_49,128.387500
bfa,1988,50_54,105.567400
bfa,1988,55_59,80.755730
bfa,1988,60_64,53.679510
bfa,1988,65,50.580180
bfa,1989,15_19,358.848100
bfa,1989,20_24,310.075700
bfa,1989,25_29,262.959300
bfa,1989,30_34,216.132600
bfa,1989,35_39,177.198300
bfa,1989,40_44,163.316100
bfa,1989,45_49,132.538300
bfa,1989,50_54,109.824700
bfa,1989,55_59,82.996750
bfa,1989,60_64,54.568750
bfa,1989,65,51.806670
bfa,1990,15_19,367.690600
bfa,1990,20_24,320.002700
bfa,1990,25_29,272.478300
bfa,1990,30_34,224.852800
bfa,1990,35_39,180.865900
bfa,1990,40_44,167.506500
bfa,1990,45_49,137.111600
bfa,1990,50_54,114.269300
bfa,1990,55_59,85.535810
bfa,1990,60_64,55.962170
bfa,1990,65,53.394570
bfa,1990,total_15,1979.670000
bfa,1991,15_19,375.706100
bfa,1991,20_24,328.784800
bfa,1991,25_29,282.488600
bfa,1991,30_34,233.567900
bfa,1991,35_39,186.009900
bfa,1991,40_44,170.434000
bfa,1991,45_49,141.668000
bfa,1991,50_54,118.291400
bfa,1991,55_59,87.677610
bfa,1991,60_64,55.617770
bfa,1991,65,53.803230
bfa,1991,total_15,2034.049000
bfa,1992,15_19,388.529400
bfa,1992,20_24,337.574200
bfa,1992,25_29,293.368100
bfa,1992,30_34,241.412800
bfa,1992,35_39,192.488400
bfa,1992,40_44,171.123900
bfa,1992,45_49,146.060600
bfa,1992,50_54,120.853000
bfa,1992,55_59,89.306790
bfa,1992,60_64,56.610080
bfa,1992,65,55.502120
bfa,1992,total_15,2092.829000
bfa,1993,15_19,402.421600
bfa,1993,20_24,346.844900
bfa,1993,25_29,304.540500
bfa,1993,30_34,249.498400
bfa,1993,35_39,200.258300
bfa,1993,40_44,171.633800
bfa,1993,45_49,150.604400
bfa,1993,50_54,123.733200
bfa,1993,55_59,91.274450
bfa,1993,60_64,57.398020
bfa,1993,65,56.534190
bfa,1993,total_15,2154.742000
bfa,1994,15_19,416.502000
bfa,1994,20_24,357.316700
bfa,1994,25_29,316.251500
bfa,1994,30_34,258.150900
bfa,1994,35_39,208.462800
bfa,1994,40_44,173.162800
bfa,1994,45_49,154.553600
bfa,1994,50_54,127.028700
bfa,1994,55_59,93.529840
bfa,1994,60_64,58.737450
bfa,1994,65,57.810600
bfa,1994,total_15,2221.507000
bfa,1995,15_19,430.285800
bfa,1995,20_24,369.443300
bfa,1995,25_29,327.351500
bfa,1995,30_34,267.542400
bfa,1995,35_39,216.549700
bfa,1995,40_44,176.428100
bfa,1995,45_49,157.494200
bfa,1995,50_54,130.756800
bfa,1995,55_59,96.041030
bfa,1995,60_64,59.744450
bfa,1995,65,58.193370
bfa,1995,total_15,2289.831000
bfa,1996,15_19,441.528100
bfa,1996,20_24,381.502000
bfa,1996,25_29,337.012200
bfa,1996,30_34,277.237800
bfa,1996,35_39,224.268900
bfa,1996,40_44,180.908600
bfa,1996,45_49,158.964800
bfa,1996,50_54,134.218000
bfa,1996,55_59,98.006470
bfa,1996,60_64,59.558060
bfa,1996,65,58.117630
bfa,1996,total_15,2351.322000
bfa,1997,15_19,452.883800
bfa,1997,20_24,395.189600
bfa,1997,25_29,347.289800
bfa,1997,30_34,287.802900
bfa,1997,35_39,232.130100
bfa,1997,40_44,187.207400
bfa,1997,45_49,159.609000
bfa,1997,50_54,138.357500
bfa,1997,55_59,100.265600
bfa,1997,60_64,60.280270
bfa,1997,65,58.660190
bfa,1997,total_15,2419.676000
bfa,1998,15_19,464.393600
bfa,1998,20_24,409.940300
bfa,1998,25_29,357.810400
bfa,1998,30_34,298.934900
bfa,1998,35_39,240.295200
bfa,1998,40_44,194.784800
bfa,1998,45_49,160.153100
bfa,1998,50_54,142.678000
bfa,1998,55_59,102.856100
bfa,1998,60_64,61.124510
bfa,1998,65,58.896980
bfa,1998,total_15,2491.868000
bfa,1999,15_19,476.232800
bfa,1999,20_24,424.882800
bfa,1999,25_29,369.436400
bfa,1999,30_34,310.186400
bfa,1999,35_39,249.061000
bfa,1999,40_44,202.786800
bfa,1999,45_49,161.726900
bfa,1999,50_54,146.452200
bfa,1999,55_59,105.863100
bfa,1999,60_64,62.186100
bfa,1999,65,59.024820
bfa,1999,total_15,2567.839000
bfa,2000,15_19,488.600300
bfa,2000,20_24,439.521900
bfa,2000,25_29,383.551500
bfa,2000,30_34,321.301600
bfa,2000,35_39,258.572200
bfa,2000,40_44,210.687800
bfa,2000,45_49,164.988100
bfa,2000,50_54,149.291400
bfa,2000,55_59,109.305400
bfa,2000,60_64,64.323570
bfa,2000,65,60.123180
bfa,2000,total_15,2650.267000
bfa,2001,15_19,499.072100
bfa,2001,20_24,452.250900
bfa,2001,25_29,397.566900
bfa,2001,30_34,331.826400
bfa,2001,35_39,268.289200
bfa,2001,40_44,218.153700
bfa,2001,45_49,169.236400
bfa,2001,50_54,150.570600
bfa,2001,55_59,112.346500
bfa,2001,60_64,65.199050
bfa,2001,65,60.969490
bfa,2001,total_15,2725.481000
bfa,2002,15_19,510.333300
bfa,2002,20_24,464.817900
bfa,2002,25_29,413.502200
bfa,2002,30_34,342.295300
bfa,2002,35_39,278.889900
bfa,2002,40_44,225.768700
bfa,2002,45_49,175.225100
bfa,2002,50_54,151.106000
bfa,2002,55_59,116.024000
bfa,2002,60_64,66.605080
bfa,2002,65,62.082710
bfa,2002,total_15,2806.650000
bfa,2003,15_19,522.354600
bfa,2003,20_24,477.381800
bfa,2003,25_29,429.875400
bfa,2003,30_34,353.171900
bfa,2003,35_39,290.105500
bfa,2003,40_44,233.686200
bfa,2003,45_49,182.468700
bfa,2003,50_54,151.603500
bfa,2003,55_59,119.919400
bfa,2003,60_64,67.735950
bfa,2003,65,62.488690
bfa,2003,total_15,2890.792000
bfa,2004,15_19,535.160500
bfa,2004,20_24,490.273900
bfa,2004,25_29,447.004400
bfa,2004,30_34,365.219200
bfa,2004,35_39,301.521100
bfa,2004,40_44,242.226700
bfa,2004,45_49,190.184800
bfa,2004,50_54,153.159200
bfa,2004,55_59,123.418900
bfa,2004,60_64,69.768490
bfa,2004,65,63.509500
bfa,2004,total_15,2981.447000
bfa,2005,15_19,548.855800
bfa,2005,20_24,503.766300
bfa,2005,25_29,463.489500
bfa,2005,30_34,378.867600
bfa,2005,35_39,312.886500
bfa,2005,40_44,251.562400
bfa,2005,45_49,197.890400
bfa,2005,50_54,156.410900
bfa,2005,55_59,126.197200
bfa,2005,60_64,71.868190
bfa,2005,65,64.180560
bfa,2005,total_15,3075.975000
bfa,2006,15_19,560.839700
bfa,2006,20_24,515.819900
bfa,2006,25_29,478.801800
bfa,2006,30_34,393.290400
bfa,2006,35_39,323.598200
bfa,2006,40_44,261.094800
bfa,2006,45_49,205.119700
bfa,2006,50_54,160.610800
bfa,2006,55_59,127.668000
bfa,2006,60_64,73.910450
bfa,2006,65,66.126400
bfa,2006,total_15,3166.880000
bfa,2007,15_19,574.115200
bfa,2007,20_24,528.482500
bfa,2007,25_29,494.348200
bfa,2007,30_34,409.410800
bfa,2007,35_39,334.349800
bfa,2007,40_44,271.550000
bfa,2007,45_49,212.568400
bfa,2007,50_54,166.513900
bfa,2007,55_59,128.561700
bfa,2007,60_64,76.774640
bfa,2007,65,68.455670
bfa,2007,total_15,3265.131000
bfa,2008,15_19,588.507900
bfa,2008,20_24,541.810900
bfa,2008,25_29,509.552500
bfa,2008,30_34,426.603500
bfa,2008,35_39,345.583700
bfa,2008,40_44,282.623600
bfa,2008,45_49,220.384300
bfa,2008,50_54,173.630400
bfa,2008,55_59,129.488100
bfa,2008,60_64,79.542210
bfa,2008,65,70.512480
bfa,2008,total_15,3368.240000
bfa,2009,15_19,603.823900
bfa,2009,20_24,555.893600
bfa,2009,25_29,525.244300
bfa,2009,30_34,443.908100
bfa,2009,35_39,358.002200
bfa,2009,40_44,293.861900
bfa,2009,45_49,228.834600
