country,year,age_group,fpr
gab,2005,35_39,79.56985
gab,2005,40_44,85.63771
gab,2005,45_49,79.59184
gab,2005,50_54,78.42667
gab,2005,55_59,61.96045
gab,2005,60_64,59.713530000000006
gab,2005,65,44.86421
gab,2005,total_15,55.08133
gab,2006,15_19,11.2455
gab,2006,20_24,37.42685
gab,2006,25_29,62.7701
gab,2006,30_34,76.91509
gab,2006,35_39,79.99853
gab,2006,40_44,85.86186
gab,2006,45_49,79.98572
gab,2006,50_54,78.66489
gab,2006,55_59,62.163090000000004
gab,2006,60_64,59.66596
gab,2006,65,44.5066
gab,2006,total_15,55.25959
gab,2007,15_19,11.12082
gab,2007,20_24,37.53922
gab,2007,25_29,63.14366
gab,2007,30_34,77.27831
gab,2007,35_39,80.4272
gab,2007,40_44,86.08601
gab,2007,45_49,80.3796
gab,2007,50_54,78.90311
gab,2007,55_59,62.365730000000006
gab,2007,60_64,59.618390000000005
gab,2007,65,44.14898
gab,2007,total_15,55.41584
gab,2008,15_19,10.99615
gab,2008,20_24,37.651579999999996
gab,2008,25_29,63.517219999999995
gab,2008,30_34,77.64151
gab,2008,35_39,80.85588
gab,2008,40_44,86.31017
gab,2008,45_49,80.77348
gab,2008,50_54,79.14134
gab,2008,55_59,62.56836
gab,2008,60_64,59.57082
gab,2008,65,43.79137
gab,2008,total_15,55.576980000000006
gab,2009,15_19,10.87147
gab,2009,20_24,37.76395
gab,2009,25_29,63.89079
gab,2009,30_34,78.00471
gab,2009,35_39,81.28455
gab,2009,40_44,86.53432
gab,2009,45_49,81.16735
gab,2009,50_54,79.37956
gab,2009,55_59,62.771
gab,2009,60_64,59.52326
gab,2009,65,43.43375
gab,2009,total_15,55.779990000000005
gab,2010,15_19,10.746789999999999
gab,2010,20_24,37.87632
gab,2010,25_29,64.26435
gab,2010,30_34,78.36793
gab,2010,35_39,81.71323000000001
gab,2010,40_44,86.75848
gab,2010,45_49,81.56123000000001
gab,2010,50_54,79.61778000000001
gab,2010,55_59,62.97364
gab,2010,60_64,59.47569
gab,2010,65,43.07614
gab,2010,total_15,56.044830000000005
gab,2011,15_19,10.622110000000001
gab,2011,20_24,37.988690000000005
gab,2011,25_29,64.63792
gab,2011,30_34,78.73113000000001
gab,2011,35_39,82.14191
gab,2011,40_44,86.98263
gab,2011,45_49,81.95510999999999
gab,2011,50_54,79.85600000000001
gab,2011,55_59,63.176269999999995
gab,2011,60_64,59.42811999999999
gab,2011,65,42.71852
gab,2011,total_15,56.334480000000006
gab,2012,15_19,10.49743
gab,2012,20_24,38.10106
gab,2012,25_29,65.01148
gab,2012,30_34,79.09434
gab,2012,35_39,82.57059
gab,2012,40_44,87.20678000000001
gab,2012,45_49,82.34898000000001
gab,2012,50_54,80.09421999999999
gab,2012,55_59,63.37891
gab,2012,60_64,59.38055
gab,2012,65,42.36091
gab,2012,total_15,56.677569999999996
gab,2013,15_19,10.37275
gab,2013,20_24,38.21342
gab,2013,25_29,65.38505
gab,2013,30_34,79.45755
gab,2013,35_39,82.99925999999999
gab,2013,40_44,87.43093
gab,2013,45_49,82.74286
gab,2013,50_54,80.33245
gab,2013,55_59,63.581540000000004
gab,2013,60_64,59.332980000000006
gab,2013,65,42.0033
gab,2013,total_15,57.062419999999996
gab,2014,15_19,10.24807
gab,2014,20_24,38.325790000000005
gab,2014,25_29,65.75861
gab,2014,30_34,79.82075999999999
gab,2014,35_39,83.42794
gab,2014,40_44,87.65508
gab,2014,45_49,83.13673
gab,2014,50_54,80.57066999999999
gab,2014,55_59,63.784180000000006
gab,2014,60_64,59.28541
gab,2014,65,41.64568
gab,2014,total_15,57.46912
gab,2015,15_19,10.123389999999999
gab,2015,20_24,38.438159999999996
gab,2015,25_29,66.13218
gab,2015,30_34,80.18396
gab,2015,35_39,83.85661
gab,2015,40_44,87.87923
gab,2015,45_49,83.53062
gab,2015,50_54,80.80889
gab,2015,55_59,63.986819999999994
gab,2015,60_64,59.237840000000006
gab,2015,65,41.288070000000005
gab,2015,total_15,57.88534
gab,2016,15_19,9.998714999999999
gab,2016,20_24,38.55053
gab,2016,25_29,66.50574
gab,2016,30_34,80.54717
gab,2016,35_39,84.28529
gab,2016,40_44,88.10339
gab,2016,45_49,83.92449
gab,2016,50_54,81.04711
gab,2016,55_59,64.18945
gab,2016,60_64,59.19027
gab,2016,65,40.93045
gab,2016,total_15,58.30441999999999
gab,2017,15_19,9.874037
gab,2017,20_24,38.6629
gab,2017,25_29,66.8793
gab,2017,30_34,80.91038
gab,2017,35_39,84.71396999999999
gab,2017,40_44,88.32755
gab,2017,45_49,84.31837
gab,2017,50_54,81.28533
gab,2017,55_59,64.39209
gab,2017,60_64,59.14271
gab,2017,65,40.57284
gab,2017,total_15,58.730290000000004
gab,2018,15_19,9.749358
gab,2018,20_24,38.775259999999996
gab,2018,25_29,67.25287
gab,2018,30_34,81.27358000000001
gab,2018,35_39,85.14265
gab,2018,40_44,88.5517
gab,2018,45_49,84.71224000000001
gab,2018,50_54,81.52356
gab,2018,55_59,64.59473
gab,2018,60_64,59.09514
gab,2018,65,40.21523
gab,2018,total_15,59.159290000000006
gab,2019,15_19,9.624678999999999
gab,2019,20_24,38.88763
gab,2019,25_29,67.62643
gab,2019,30_34,81.6368
gab,2019,35_39,85.57132
gab,2019,40_44,88.77585
gab,2019,45_49,85.10611999999999
gab,2019,50_54,81.76178
gab,2019,55_59,64.79736
gab,2019,60_64,59.04756999999999
gab,2019,65,39.85761
gab,2019,total_15,59.58687
gab,2020,15_19,9.5
gab,2020,20_24,39.0
gab,2020,25_29,68.0
gab,2020,30_34,82.0
gab,2020,35_39,86.0
gab,2020,40_44,89.0
gab,2020,45_49,85.5
gab,2020,50_54,82.0
gab,2020,55_59,65.0
gab,2020,60_64,59.0
gab,2020,65,39.5
gab,2020,total_15,60.00869
gmb,1983,15_19,61.9
gmb,1983,20_24,68.3
gmb,1983,25_29,71.1
gmb,1983,30_34,73.9
gmb,1983,35_39,74.6
gmb,1983,40_44,77.2
gmb,1983,45_49,75.3
gmb,1983,50_54,76.2
gmb,1983,55_59,72.4
gmb,1983,60_64,71.5
gmb,1983,65,60.7
gmb,1984,15_19,62.22178
gmb,1984,20_24,68.09323
gmb,1984,25_29,70.48943
gmb,1984,30_34,73.2913
gmb,1984,35_39,73.88025999999999
gmb,1984,40_44,76.55893
gmb,1984,45_49,74.65975
gmb,1984,50_54,75.68008
gmb,1984,55_59,72.03151
gmb,1984,60_64,71.27401
gmb,1984,65,60.63499
gmb,1985,15_19,62.41956999999999
gmb,1985,20_24,67.96544
gmb,1985,25_29,70.34554
gmb,1985,30_34,73.20488
gmb,1985,35_39,73.97102
gmb,1985,40_44,76.73486
gmb,1985,45_49,74.95204
gmb,1985,50_54,75.9344
gmb,1985,55_59,72.32048
gmb,1985,60_64,71.71699
gmb,1985,65,61.14196999999999
gmb,1986,15_19,62.48579
gmb,1986,20_24,67.92253000000001
gmb,1986,25_29,70.20817
gmb,1986,30_34,73.06541
gmb,1986,35_39,73.79835
gmb,1986,40_44,76.5774
gmb,1986,45_49,74.79049
gmb,1986,50_54,75.80261
gmb,1986,55_59,72.22279
gmb,1986,60_64,71.64624
gmb,1986,65,61.10568000000001
gmb,1987,15_19,62.448119999999996
gmb,1987,20_24,67.94695
gmb,1987,25_29,70.36175
gmb,1987,30_34,73.2383
gmb,1987,35_39,74.06845
gmb,1987,40_44,76.84998
gmb,1987,45_49,75.10166
gmb,1987,50_54,76.06101
gmb,1987,55_59,72.44283
gmb,1987,60_64,71.8715
gmb,1987,65,61.30072
gmb,1988,15_19,62.36383000000001
gmb,1988,20_24,68.0015
gmb,1988,25_29,70.50489
gmb,1988,30_34,73.37647
gmb,1988,35_39,74.21600000000001
gmb,1988,40_44,76.9735
gmb,1988,45_49,75.21543
gmb,1988,50_54,76.15205999999999
gmb,1988,55_59,72.49876
gmb,1988,60_64,71.88483000000001
gmb,1988,65,61.2748
gmb,1989,15_19,62.29811
gmb,1989,20_24,68.04398
gmb,1989,25_29,70.54075999999999
gmb,1989,30_34,73.39041
gmb,1989,35_39,74.15907
gmb,1989,40_44,76.88682
gmb,1989,45_49,75.08474
gmb,1989,50_54,76.0394
gmb,1989,55_59,72.37738
gmb,1989,60_64,71.70936999999999
gmb,1989,65,61.079240000000006
gmb,1990,15_19,62.2836
gmb,1990,20_24,68.05199
gmb,1990,25_29,70.57639
gmb,1990,30_34,73.43249
gmb,1990,35_39,74.22698000000001
gmb,1990,40_44,76.95336999999999
gmb,1990,45_49,75.16428
gmb,1990,50_54,76.09715
gmb,1990,55_59,72.43274
gmb,1990,60_64,71.74906999999999
gmb,1990,65,61.10918
gmb,1990,total_15,69.74031
gmb,1991,15_19,62.33806
gmb,1991,20_24,68.01661
gmb,1991,25_29,70.51308
gmb,1991,30_34,73.37991
gmb,1991,35_39,74.20062
gmb,1991,40_44,76.94667
gmb,1991,45_49,75.17979
gmb,1991,50_54,76.11147
gmb,1991,55_59,72.46425
gmb,1991,60_64,71.81388000000001
gmb,1991,65,61.19466
gmb,1991,total_15,69.76765
gmb,1992,15_19,62.4341
gmb,1992,20_24,67.95411999999999
gmb,1992,25_29,70.35245
gmb,1992,30_34,73.2268
gmb,1992,35_39,74.04111999999999
gmb,1992,40_44,76.81554
gmb,1992,45_49,75.06158
gmb,1992,50_54,76.01576
gmb,1992,55_59,72.40783
gmb,1992,60_64,71.80526
gmb,1992,65,61.23126
gmb,1992,total_15,69.70815999999999
gmb,1993,15_19,62.52401999999999
gmb,1993,20_24,67.89551
gmb,1993,25_29,70.21939
gmb,1993,30_34,73.10498
gmb,1993,35_39,73.93275
gmb,1993,40_44,76.73623
gmb,1993,45_49,75.00417
gmb,1993,50_54,75.97044
gmb,1993,55_59,72.39612
gmb,1993,60_64,71.84235
gmb,1993,65,61.307480000000005
gmb,1993,total_15,69.65651
gmb,1994,15_19,62.544619999999995
gmb,1994,20_24,67.88206
gmb,1994,25_29,70.36474
gmb,1994,30_34,73.2942
gmb,1994,35_39,74.31478
gmb,1994,40_44,77.14729
gmb,1994,45_49,75.51403
gmb,1994,50_54,76.39471
gmb,1994,55_59,72.79573
gmb,1994,60_64,72.29136
gmb,1994,65,61.73511
gmb,1994,total_15,69.83643000000001
gmb,1995,15_19,62.45976999999999
gmb,1995,20_24,67.9374
gmb,1995,25_29,70.67819
gmb,1995,30_34,73.64059
gmb,1995,35_39,74.84836999999999
gmb,1995,40_44,77.67609
gmb,1995,45_49,76.12144
gmb,1995,50_54,76.89824
gmb,1995,55_59,73.23557
gmb,1995,60_64,72.72657
gmb,1995,65,62.10354
gmb,1995,total_15,70.07883000000001
gmb,1996,15_19,62.259440000000005
gmb,1996,20_24,68.06766999999999
gmb,1996,25_29,71.14529
gmb,1996,30_34,74.12181
gmb,1996,35_39,75.48051
gmb,1996,40_44,78.26406999999999
gmb,1996,45_49,76.75310999999999
gmb,1996,50_54,77.4203
gmb,1996,55_59,73.65775
gmb,1996,60_64,73.08096
gmb,1996,65,62.34534
gmb,1996,total_15,70.33423
gmb,1997,15_19,61.97128000000001
gmb,1997,20_24,68.25407
gmb,1997,25_29,71.64434
gmb,1997,30_34,74.60212
gmb,1997,35_39,76.00045
gmb,1997,40_44,78.70267
gmb,1997,45_49,77.16895
gmb,1997,50_54,77.76087
gmb,1997,55_59,73.88439
gmb,1997,60_64,73.17532
gmb,1997,65,62.302609999999994
gmb,1997,total_15,70.52017
gmb,1998,15_19,61.64208000000001
gmb,1998,20_24,68.46564000000001
gmb,1998,25_29,72.27619
gmb,1998,30_34,75.22740999999999
gmb,1998,35_39,76.74048
gmb,1998,40_44,79.35888
gmb,1998,45_49,77.83743
gmb,1998,50_54,78.31322
gmb,1998,55_59,74.30121
gmb,1998,60_64,73.45964000000001
gmb,1998,65,62.42244
gmb,1998,total_15,70.81734
gmb,1999,15_19,61.33266
gmb,1999,20_24,68.66319
gmb,1999,25_29,72.72331
gmb,1999,30_34,75.63674
gmb,1999,35_39,77.11333
gmb,1999,40_44,79.63978
gmb,1999,45_49,78.05843
gmb,1999,50_54,78.49143000000001
gmb,1999,55_59,74.37253
gmb,1999,60_64,73.37459
gmb,1999,65,62.20055
gmb,1999,total_15,70.94765
gmb,2000,15_19,61.0812
gmb,2000,20_24,68.8228
gmb,2000,25_29,73.09437
gmb,2000,30_34,75.97973
gmb,2000,35_39,77.43925
gmb,2000,40_44,79.89347
gmb,2000,45_49,78.27096999999999
gmb,2000,50_54,78.66418
gmb,2000,55_59,74.45806
gmb,2000,60_64,73.3365
gmb,2000,65,62.04984
gmb,2000,total_15,71.08282
gmb,2001,15_19,60.89528000000001
gmb,2001,20_24,68.94029
gmb,2001,25_29,73.32418
gmb,2001,30_34,76.1796
gmb,2001,35_39,77.58383
gmb,2001,40_44,79.98071
gmb,2001,45_49,78.30558
gmb,2001,50_54,78.6889
gmb,2001,55_59,74.42316
gmb,2001,60_64,73.19918
gmb,2001,65,61.83441
gmb,2001,total_15,71.18417
gmb,2002,15_19,60.75485
gmb,2002,20_24,69.02874
gmb,2002,25_29,73.88858
gmb,2002,30_34,76.80626
gmb,2002,35_39,78.56246
gmb,2002,40_44,80.95776
gmb,2002,45_49,79.4543
gmb,2002,50_54,79.65533
gmb,2002,55_59,75.31056
gmb,2002,60_64,74.11605
gmb,2002,65,62.65015
gmb,2002,total_15,71.72305
gmb,2003,15_19,60.6367
gmb,2003,20_24,69.10296
gmb,2003,25_29,73.93621999999999
gmb,2003,30_34,76.81421999999999
gmb,2003,35_39,78.44051999999999
gmb,2003,40_44,80.79086
gmb,2003,45_49,79.20441
gmb,2003,50_54,79.44118
gmb,2003,55_59,75.06685999999999
gmb,2003,60_64,73.78231
gmb,2003,65,62.275240000000004
gmb,2003,total_15,71.71101
gmb,2004,15_19,60.50957
gmb,2004,20_24,69.18262
gmb,2004,25_29,73.987
gmb,2004,30_34,76.82234
gmb,2004,35_39,78.30812
gmb,2004,40_44,80.60941
gmb,2004,45_49,78.93231999999999
gmb,2004,50_54,79.20831
gmb,2004,55_59,74.80230999999999
gmb,2004,60_64,73.4196
gmb,2004,65,61.869730000000004
gmb,2004,total_15,71.68941
gmb,2005,15_19,60.351569999999995
gmb,2005,20_24,69.28135999999999
gmb,2005,25_29,74.17323
gmb,2005,30_34,76.98241
gmb,2005,35_39,78.4181
gmb,2005,40_44,80.67182
gmb,2005,45_49,78.94933
gmb,2005,50_54,79.21901
gmb,2005,55_59,74.76357
gmb,2005,60_64,73.29308
gmb,2005,65,61.67706999999999
gmb,2005,total_15,71.78508000000001
gmb,2006,15_19,60.16104
gmb,2006,20_24,69.39999
gmb,2006,25_29,74.34756
gmb,2006,30_34,77.11484
gmb,2006,35_39,78.44126
gmb,2006,40_44,80.63229
gmb,2006,45_49,78.8278
gmb,2006,50_54,79.11195
gmb,2006,55_59,74.60069
gmb,2006,60_64,73.00948000000001
gmb,2006,65,61.319880000000005
gmb,2006,total_15,71.82788000000001
gmb,2007,15_19,59.94331
gmb,2007,20_24,69.53501999999999
gmb,2007,25_29,74.57455
gmb,2007,30_34,77.30060999999999
gmb,2007,35_39,78.53278
gmb,2007,40_44,80.65589
gmb,2007,45_49,78.77411
gmb,2007,50_54,79.06155
gmb,2007,55_59,74.48403
gmb,2007,60_64,72.76264
gmb,2007,65,60.985969999999995
gmb,2007,total_15,71.89643000000001
gmb,2008,15_19,59.695159999999994
gmb,2008,20_24,69.68821
gmb,2008,25_29,74.85761
gmb,2008,30_34,77.54281999999999
gmb,2008,35_39,78.69598
gmb,2008,40_44,80.74556
gmb,2008,45_49,78.79137
gmb,2008,50_54,79.07037
gmb,2008,55_59,74.41521999999999
gmb,2008,60_64,72.55295
gmb,2008,65,60.6739
gmb,2008,total_15,71.99410999999999
gmb,2009,15_19,59.41471
gmb,2009,20_24,69.86045
gmb,2009,25_29,75.25515
gmb,2009,30_34,77.91201
gmb,2009,35_39,79.06031999999999
gmb,2009,40_44,81.03849
gmb,2009,45_49,79.05136
gmb,2009,50_54,79.28365
gmb,2009,55_59,74.53564
gmb,2009,60_64,72.54037
gmb,2009,65,60.53434
gmb,2009,total_15,72.19245
gmb,2010,15_19,59.1015
gmb,2010,20_24,70.0517
gmb,2010,25_29,75.65347
gmb,2010,30_34,78.27013000000001
gmb,2010,35_39,79.37222
gmb,2010,40_44,81.26686
gmb,2010,45_49,79.22032
gmb,2010,50_54,79.41946
gmb,2010,55_59,74.57146
gmb,2010,60_64,72.4147
gmb,2010,65,60.27259
gmb,2010,total_15,72.35764
gmb,2011,15_19,58.49135
gmb,2011,20_24,70.13654
gmb,2011,25_29,75.88812
gmb,2011,30_34,78.44312
gmb,2011,35_39,79.62499
gmb,2011,40_44,81.39017
gmb,2011,45_49,79.39829
gmb,2011,50_54,79.52752
gmb,2011,55_59,74.61431999999999
gmb,2011,60_64,72.42323
gmb,2011,65,59.94534
gmb,2011,total_15,72.3796
gmb,2012,15_19,57.8812
gmb,2012,20_24,70.22137
gmb,2012,25_29,76.12276999999999
gmb,2012,30_34,78.6161
gmb,2012,35_39,79.87777
gmb,2012,40_44,81.51349
gmb,2012,45_49,79.57625999999999
gmb,2012,50_54,79.63557
gmb,2012,55_59,74.65717
gmb,2012,60_64,72.43176
gmb,2012,65,59.618080000000006
gmb,2012,total_15,72.3982
gmb,2013,15_19,57.27105
gmb,2013,20_24,70.30619
gmb,2013,25_29,76.35741999999999
gmb,2013,30_34,78.78909
gmb,2013,35_39,80.13055
gmb,2013,40_44,81.6368
gmb,2013,45_49,79.75423
gmb,2013,50_54,79.74361999999999
gmb,2013,55_59,74.70003
gmb,2013,60_64,72.44028
gmb,2013,65,59.29082
gmb,2013,total_15,72.41589
gmb,2014,15_19,56.6609
gmb,2014,20_24,70.39102
gmb,2014,25_29,76.59208000000001
gmb,2014,30_34,78.96207
gmb,2014,35_39,80.38333
gmb,2014,40_44,81.76012
gmb,2014,45_49,79.93219
gmb,2014,50_54,79.85168
gmb,2014,55_59,74.74288
gmb,2014,60_64,72.44881
gmb,2014,65,58.96356
gmb,2014,total_15,72.43553
gmb,2015,15_19,56.05075
gmb,2015,20_24,70.47585
gmb,2015,25_29,76.82674
gmb,2015,30_34,79.13506
gmb,2015,35_39,80.63611
gmb,2015,40_44,81.88343
gmb,2015,45_49,80.11016
gmb,2015,50_54,79.95973000000001
gmb,2015,55_59,74.78574
gmb,2015,60_64,72.45735
gmb,2015,65,58.6363
gmb,2015,total_15,72.45911
gmb,2016,15_19,55.4406
gmb,2016,20_24,70.56068
gmb,2016,25_29,77.06139
gmb,2016,30_34,79.30805
gmb,2016,35_39,80.88889
gmb,2016,40_44,82.00674000000001
gmb,2016,45_49,80.28813000000001
gmb,2016,50_54,80.06779
gmb,2016,55_59,74.82858
gmb,2016,60_64,72.46588
gmb,2016,65,58.30904
gmb,2016,total_15,72.47725
gmb,2017,15_19,54.83045
gmb,2017,20_24,70.64551999999999
gmb,2017,25_29,77.29604
gmb,2017,30_34,79.48104000000001
gmb,2017,35_39,81.14166
gmb,2017,40_44,82.13006
gmb,2017,45_49,80.46609000000001
gmb,2017,50_54,80.17584000000001
gmb,2017,55_59,74.87144
gmb,2017,60_64,72.47440999999999
gmb,2017,65,57.98178000000001
gmb,2017,total_15,72.49622
gmb,2018,15_19,54.2203
gmb,2018,20_24,70.73034
gmb,2018,25_29,77.53069
gmb,2018,30_34,79.65401999999999
gmb,2018,35_39,81.39445
gmb,2018,40_44,82.25336999999999
gmb,2018,45_49,80.64407
gmb,2018,50_54,80.28389
gmb,2018,55_59,74.91429000000001
gmb,2018,60_64,72.48294
gmb,2018,65,57.65452
gmb,2018,total_15,72.51863
gmb,2019,15_19,53.61015
gmb,2019,20_24,70.81517
gmb,2019,25_29,77.76535
gmb,2019,30_34,79.82701
gmb,2019,35_39,81.64721999999999
gmb,2019,40_44,82.37669
gmb,2019,45_49,80.82203
gmb,2019,50_54,80.39194
gmb,2019,55_59,74.95715
gmb,2019,60_64,72.49146999999999
gmb,2019,65,57.327259999999995
gmb,2019,total_15,72.54739000000001
gmb,2020,15_19,53.0
gmb,2020,20_24,70.9
gmb,2020,25_29,78.0
gmb,2020,30_34,80.0
gmb,2020,35_39,81.9
gmb,2020,40_44,82.5
gmb,2020,45_49,81.0
gmb,2020,50_54,80.5
gmb,2020,55_59,75.0
gmb,2020,60_64,72.5
gmb,2020,65,57.0
gmb,2020,total_15,72.58421
geo,1990,15_19,20.57871
geo,1990,20_24,30.66793
geo,1990,25_29,60.47885
geo,1990,30_34,67.25338
geo,1990,35_39,72.86431999999999
geo,1990,40_44,75.85133
geo,1990,45_49,77.07715999999999
geo,1990,50_54,74.7711
geo,1990,55_59,70.43732
geo,1990,60_64,57.559180000000005
geo,1990,65,29.9775
geo,1990,total_15,55.10566
geo,1991,15_19,23.50091
geo,1991,20_24,33.18014
geo,1991,25_29,60.77953
geo,1991,30_34,67.82925999999999
geo,1991,35_39,73.52547
geo,1991,40_44,76.40205999999999
geo,1991,45_49,77.45132
geo,1991,50_54,74.13067
geo,1991,55_59,68.50259
geo,1991,60_64,56.64666
geo,1991,65,32.45765
geo,1991,total_15,55.87511
geo,1992,15_19,26.0044
geo,1992,20_24,37.45615
geo,1992,25_29,59.917480000000005
geo,1992,30_34,66.7207
geo,1992,35_39,73.27888
geo,1992,40_44,77.59523
geo,1992,45_49,79.0843
geo,1992,50_54,74.58896999999999
geo,1992,55_59,69.87138
geo,1992,60_64,57.128440000000005
geo,1992,65,40.54095
geo,1992,total_15,57.84658
geo,1993,15_19,23.8278
geo,1993,20_24,38.34932
geo,1993,25_29,58.39001
geo,1993,30_34,64.40955
geo,1993,35_39,71.89885
geo,1993,40_44,78.14548
geo,1993,45_49,80.39816
geo,1993,50_54,76.12759
geo,1993,55_59,74.3324
geo,1993,60_64,59.15405
geo,1993,65,46.21221
geo,1993,total_15,58.842819999999996
geo,1994,15_19,22.81728
geo,1994,20_24,38.39192
geo,1994,25_29,57.83173000000001
geo,1994,30_34,63.5397
geo,1994,35_39,71.34761
geo,1994,40_44,78.28281
geo,1994,45_49,80.80611
geo,1994,50_54,76.69941999999999
geo,1994,55_59,75.90926
geo,1994,60_64,59.9275
geo,1994,65,47.90603
geo,1994,total_15,59.09161999999999
geo,1995,15_19,23.31223
geo,1995,20_24,38.38303
geo,1995,25_29,58.10183000000001
geo,1995,30_34,63.961859999999994
geo,1995,35_39,71.61650999999999
geo,1995,40_44,78.21898
geo,1995,45_49,80.61188
geo,1995,50_54,76.42300999999999
geo,1995,55_59,75.15305
geo,1995,60_64,59.552440000000004
geo,1995,65,47.10293
geo,1995,total_15,58.95508
geo,1996,15_19,24.51965
geo,1996,20_24,38.25063
geo,1996,25_29,58.79486
geo,1996,30_34,65.03326
geo,1996,35_39,72.28641999999999
geo,1996,40_44,78.03073
geo,1996,45_49,80.08444
geo,1996,50_54,75.71279
geo,1996,55_59,73.15935
geo,1996,60_64,58.59915
geo,1996,65,44.890679999999996
geo,1996,total_15,58.53989
geo,1997,15_19,25.367160000000002
geo,1997,20_24,37.98352
geo,1997,25_29,59.35001
geo,1997,30_34,65.87682
geo,1997,35_39,72.79623000000001
geo,1997,40_44,77.84383000000001
geo,1997,45_49,79.62077
geo,1997,50_54,75.14856999999999
geo,1997,55_59,71.5274
geo,1997,60_64,57.85383
geo,1997,65,42.90313
geo,1997,total_15,58.12614
geo,1998,15_19,25.61119
geo,1998,20_24,37.8464
geo,1998,25_29,59.536719999999995
geo,1998,30_34,66.15689
geo,1998,35_39,72.96037
geo,1998,40_44,77.7703
geo,1998,45_49,79.4531
geo,1998,50_54,74.96155999999999
geo,1998,55_59,70.97794
geo,1998,60_64,57.60961999999999
geo,1998,65,42.17288
geo,1998,total_15,57.94911
geo,1999,15_19,25.8
geo,1999,20_24,37.7
geo,1999,25_29,59.7
geo,1999,30_34,66.4
geo,1999,35_39,73.1
geo,1999,40_44,77.7
geo,1999,45_49,79.3
geo,1999,50_54,74.8
geo,1999,55_59,70.5
geo,1999,60_64,57.4
geo,1999,65,41.5
geo,1999,total_15,57.77972
geo,2000,15_19,20.7
geo,2000,20_24,35.8
geo,2000,25_29,54.8
geo,2000,30_34,60.3
geo,2000,35_39,68.4
geo,2000,40_44,73.4
geo,2000,45_49,75.5
geo,2000,50_54,73.8
geo,2000,55_59,65.9
geo,2000,60_64,54.8
geo,2000,65,42.7
geo,2000,total_15,54.7243
geo,2001,15_19,19.6
geo,2001,20_24,35.2
geo,2001,25_29,59.2
geo,2001,30_34,65.9
geo,2001,35_39,72.2
geo,2001,40_44,76.0
geo,2001,45_49,76.5
geo,2001,50_54,80.0
geo,2001,55_59,71.3
geo,2001,60_64,62.7
geo,2001,65,44.7
geo,2001,total_15,57.68926999999999
geo,2002,15_19,19.9
geo,2002,20_24,30.2
geo,2002,25_29,53.2
geo,2002,30_34,63.8
geo,2002,35_39,69.3
geo,2002,40_44,73.8
geo,2002,45_49,77.6
geo,2002,50_54,76.7
geo,2002,55_59,71.0
geo,2002,60_64,64.7
geo,2002,65,41.2
geo,2002,total_15,55.33035
geo,2003,15_19,20.7
geo,2003,20_24,39.2
geo,2003,25_29,58.6
geo,2003,30_34,65.3
geo,2003,35_39,72.4
geo,2003,40_44,72.8
geo,2003,45_49,76.9
geo,2003,50_54,73.9
geo,2003,55_59,72.2
geo,2003,60_64,65.4
geo,2003,65,42.1
geo,2003,total_15,56.840030000000006
geo,2004,15_19,14.1
geo,2004,20_24,34.5
geo,2004,25_29,52.599990000000005
geo,2004,30_34,68.4
geo,2004,35_39,74.3
geo,2004,40_44,73.9
geo,2004,45_49,76.9
geo,2004,50_54,77.7
geo,2004,55_59,72.7
geo,2004,60_64,62.2
geo,2004,65,42.1
geo,2004,total_15,55.8089
geo,2005,15_19,14.3
geo,2005,20_24,35.6
geo,2005,25_29,53.3
geo,2005,30_34,67.8
geo,2005,35_39,72.5
geo,2005,40_44,77.1
geo,2005,45_49,74.6
geo,2005,50_54,73.2
geo,2005,55_59,72.4
geo,2005,60_64,58.4
geo,2005,65,42.3
geo,2005,total_15,55.36524
geo,2006,15_19,13.9818
geo,2006,20_24,34.90851
geo,2006,25_29,53.41333
geo,2006,30_34,67.88
geo,2006,35_39,72.6
geo,2006,40_44,77.09333000000001
geo,2006,45_49,74.66
geo,2006,50_54,73.25333
geo,2006,55_59,72.47334000000001
geo,2006,60_64,58.54667
geo,2006,65,42.013329999999996
geo,2006,total_15,55.3175
geo,2007,15_19,13.372910000000001
geo,2007,20_24,33.79177
geo,2007,25_29,53.52666
geo,2007,30_34,67.96
geo,2007,35_39,72.7
geo,2007,40_44,77.08666
geo,2007,45_49,74.72
geo,2007,50_54,73.30666
geo,2007,55_59,72.54666999999999
geo,2007,60_64,58.69333
geo,2007,65,41.72667
geo,2007,total_15,55.22844
geo,2008,15_19,13.23059
geo,2008,20_24,33.55135
geo,2008,25_29,53.64
geo,2008,30_34,68.04
geo,2008,35_39,72.8
geo,2008,40_44,77.08
geo,2008,45_49,74.78
geo,2008,50_54,73.36
geo,2008,55_59,72.62
geo,2008,60_64,58.84
geo,2008,65,41.44
geo,2008,total_15,55.29346999999999
geo,2009,15_19,13.470139999999999
geo,2009,20_24,33.95942
geo,2009,25_29,53.753330000000005
geo,2009,30_34,68.12
geo,2009,35_39,72.9
geo,2009,40_44,77.07333
geo,2009,45_49,74.84
geo,2009,50_54,73.41333
geo,2009,55_59,72.69334
geo,2009,60_64,58.98666
geo,2009,65,41.15333
geo,2009,total_15,55.49051
geo,2010,15_19,13.072280000000001
geo,2010,20_24,33.289970000000004
geo,2010,25_29,53.866659999999996
geo,2010,30_34,68.2
geo,2010,35_39,73.0
geo,2010,40_44,77.06667
geo,2010,45_49,74.9
geo,2010,50_54,73.46667
