country,year,age_group,mfpop
afg,1980,00_04,2634.845000
afg,1980,05_09,2073.251000
afg,1980,10_14,1746.981000
afg,1980,15_19,1468.614000
afg,1980,20_24,1230.352000
afg,1980,25_29,1029.776000
afg,1980,30_34,899.933000
afg,1980,35_39,735.275000
afg,1980,40_44,606.815000
afg,1980,45_49,496.883000
afg,1980,50_54,398.063000
afg,1980,55_59,309.137000
afg,1980,60_64,229.139000
afg,1980,65,326.665000
afg,1980,total_0,14185.730000
afg,1980,total_15,7730.652000
afg,1981,00_04,2618.750000
afg,1981,05_09,2052.706000
afg,1981,10_14,1717.232000
afg,1981,15_19,1444.677000
afg,1981,20_24,1209.586000
afg,1981,25_29,1007.352000
afg,1981,30_34,878.317000
afg,1981,35_39,724.734000
afg,1981,40_44,594.940000
afg,1981,45_49,487.472000
afg,1981,50_54,390.945000
afg,1981,55_59,303.840000
afg,1981,60_64,225.596000
afg,1981,65,327.945000
afg,1981,total_0,13984.090000
afg,1981,total_15,7595.404000
afg,1982,00_04,2568.939000
afg,1982,05_09,2016.774000
afg,1982,10_14,1678.235000
afg,1982,15_19,1412.860000
afg,1982,20_24,1180.975000
afg,1982,25_29,981.726000
afg,1982,30_34,847.450000
afg,1982,35_39,711.186000
afg,1982,40_44,578.653000
afg,1982,45_49,474.760000
afg,1982,50_54,381.088000
afg,1982,55_59,296.281000
afg,1982,60_64,220.085000
afg,1982,65,323.858000
afg,1982,total_0,13672.870000
afg,1982,total_15,7408.922000
afg,1983,00_04,2497.448000
afg,1983,05_09,1969.018000
afg,1983,10_14,1636.835000
afg,1983,15_19,1377.447000
afg,1983,20_24,1148.867000
afg,1983,25_29,955.338000
afg,1983,30_34,812.626000
afg,1983,35_39,695.471000
afg,1983,40_44,560.548000
afg,1983,45_49,460.439000
afg,1983,50_54,369.811000
afg,1983,55_59,287.529000
afg,1983,60_64,213.458000
afg,1983,65,315.221000
afg,1983,total_0,13300.060000
afg,1983,total_15,7196.755000
afg,1984,00_04,2428.390000
afg,1984,05_09,1915.536000
afg,1984,10_14,1598.717000
afg,1984,15_19,1343.786000
afg,1984,20_24,1118.657000
afg,1984,25_29,930.587000
afg,1984,30_34,780.465000
afg,1984,35_39,678.107000
afg,1984,40_44,543.909000
afg,1984,45_49,446.399000
afg,1984,50_54,358.653000
afg,1984,55_59,278.812000
afg,1984,60_64,206.676000
afg,1984,65,303.097000
afg,1984,total_0,12931.790000
afg,1984,total_15,6989.148000
afg,1985,00_04,2391.532000
afg,1985,05_09,1860.417000
afg,1985,10_14,1565.255000
afg,1985,15_19,1316.463000
afg,1985,20_24,1094.313000
afg,1985,25_29,909.409000
afg,1985,30_34,755.030000
afg,1985,35_39,659.943000
afg,1985,40_44,530.882000
afg,1985,45_49,433.921000
afg,1985,50_54,348.703000
afg,1985,55_59,270.968000
afg,1985,60_64,200.385000
afg,1985,65,288.071000
afg,1985,total_0,12625.290000
afg,1985,total_15,6808.088000
afg,1986,00_04,2353.658000
afg,1986,05_09,1834.830000
afg,1986,10_14,1530.094000
afg,1986,15_19,1288.593000
afg,1986,20_24,1071.399000
afg,1986,25_29,889.726000
afg,1986,30_34,734.523000
afg,1986,35_39,639.802000
afg,1986,40_44,521.062000
afg,1986,45_49,422.651000
afg,1986,50_54,340.041000
afg,1986,55_59,264.476000
afg,1986,60_64,195.783000
afg,1986,65,285.475000
afg,1986,total_0,12372.110000
afg,1986,total_15,6653.531000
afg,1987,00_04,2298.534000
afg,1987,05_09,1823.347000
afg,1987,10_14,1508.736000
afg,1987,15_19,1271.842000
afg,1987,20_24,1057.659000
afg,1987,25_29,876.880000
afg,1987,30_34,722.925000
afg,1987,35_39,621.849000
afg,1987,40_44,516.953000
afg,1987,45_49,414.493000
afg,1987,50_54,334.199000
afg,1987,55_59,260.127000
afg,1987,60_64,192.663000
afg,1987,65,283.180000
afg,1987,total_0,12183.390000
afg,1987,total_15,6552.770000
afg,1988,00_04,2267.716000
afg,1988,05_09,1834.361000
afg,1988,10_14,1510.985000
afg,1988,15_19,1273.245000
afg,1988,20_24,1059.163000
afg,1988,25_29,876.244000
afg,1988,30_34,723.436000
afg,1988,35_39,611.463000
afg,1988,40_44,520.096000
afg,1988,45_49,412.385000
afg,1988,50_54,333.061000
afg,1988,55_59,259.428000
afg,1988,60_64,192.198000
afg,1988,65,282.904000
afg,1988,total_0,12156.680000
afg,1988,total_15,6543.623000
afg,1989,00_04,2320.557000
afg,1989,05_09,1878.199000
afg,1989,10_14,1546.699000
afg,1989,15_19,1301.104000
afg,1989,20_24,1082.888000
afg,1989,25_29,894.168000
afg,1989,30_34,739.394000
afg,1989,35_39,615.022000
afg,1989,40_44,531.897000
afg,1989,45_49,419.827000
afg,1989,50_54,338.718000
afg,1989,55_59,264.069000
afg,1989,60_64,195.678000
afg,1989,65,286.466000
afg,1989,total_0,12414.690000
afg,1989,total_15,6669.231000
afg,1990,00_04,2517.193000
afg,1990,05_09,1955.879000
afg,1990,10_14,1616.855000
afg,1990,15_19,1358.414000
afg,1990,20_24,1131.062000
afg,1990,25_29,932.743000
afg,1990,30_34,771.298000
afg,1990,35_39,634.866000
afg,1990,40_44,552.131000
afg,1990,45_49,437.985000
afg,1990,50_54,351.704000
afg,1990,55_59,274.491000
afg,1990,60_64,203.451000
afg,1990,65,294.089000
afg,1990,total_0,13032.160000
afg,1990,total_15,6942.234000
afg,1991,00_04,2730.886000
afg,1991,05_09,2130.647000
afg,1991,10_14,1748.039000
afg,1991,15_19,1464.244000
afg,1991,20_24,1219.878000
afg,1991,25_29,1006.000000
afg,1991,30_34,830.566000
afg,1991,35_39,680.280000
afg,1991,40_44,587.621000
afg,1991,45_49,472.544000
afg,1991,50_54,375.731000
afg,1991,55_59,292.957000
afg,1991,60_64,216.762000
afg,1991,65,313.699000
afg,1991,total_0,14069.850000
afg,1991,total_15,7460.282000
afg,1992,00_04,3019.236000
afg,1992,05_09,2356.799000
afg,1992,10_14,1926.208000
afg,1992,15_19,1607.102000
afg,1992,20_24,1339.241000
afg,1992,25_29,1104.917000
afg,1992,30_34,910.324000
afg,1992,35_39,745.258000
afg,1992,40_44,634.428000
afg,1992,45_49,520.951000
afg,1992,50_54,409.449000
afg,1992,55_59,319.543000
afg,1992,60_64,236.381000
afg,1992,65,342.239000
afg,1992,total_0,15472.080000
afg,1992,total_15,8169.833000
afg,1993,00_04,3358.315000
afg,1993,05_09,2602.153000
afg,1993,10_14,2127.353000
afg,1993,15_19,1766.441000
afg,1993,20_24,1471.822000
afg,1993,25_29,1215.072000
afg,1993,30_34,999.146000
afg,1993,35_39,819.354000
afg,1993,40_44,685.561000
afg,1993,45_49,575.048000
afg,1993,50_54,448.002000
afg,1993,55_59,350.023000
afg,1993,60_64,259.262000
afg,1993,65,375.661000
afg,1993,total_0,17053.210000
afg,1993,total_15,8965.392000
afg,1994,00_04,3674.677000
afg,1994,05_09,2830.899000
afg,1994,10_14,2320.871000
afg,1994,15_19,1919.103000
afg,1994,20_24,1597.728000
afg,1994,25_29,1319.863000
afg,1994,30_34,1084.090000
afg,1994,35_39,890.151000
afg,1994,40_44,734.506000
afg,1994,45_49,624.720000
afg,1994,50_54,486.196000
afg,1994,55_59,379.640000
afg,1994,60_64,281.945000
afg,1994,65,409.430000
afg,1994,total_0,18553.820000
afg,1994,total_15,9727.372000
afg,1995,00_04,3890.351000
afg,1995,05_09,3023.622000
afg,1995,10_14,2486.378000
afg,1995,15_19,2052.538000
afg,1995,20_24,1705.958000
afg,1995,25_29,1409.972000
afg,1995,30_34,1157.818000
afg,1995,35_39,950.596000
afg,1995,40_44,778.133000
afg,1995,45_49,664.200000
afg,1995,50_54,520.970000
afg,1995,55_59,405.761000
afg,1995,60_64,302.431000
afg,1995,65,441.152000
afg,1995,total_0,19789.880000
afg,1995,total_15,10389.530000
afg,1996,00_04,4106.493000
afg,1996,05_09,3177.469000
afg,1996,10_14,2596.143000
afg,1996,15_19,2140.323000
afg,1996,20_24,1774.893000
afg,1996,25_29,1468.023000
afg,1996,30_34,1205.203000
afg,1996,35_39,988.396000
afg,1996,40_44,805.092000
afg,1996,45_49,684.318000
afg,1996,50_54,542.890000
afg,1996,55_59,419.974000
afg,1996,60_64,313.350000
afg,1996,65,462.415000
afg,1996,total_0,20684.980000
afg,1996,total_15,10804.880000
afg,1997,00_04,4258.045000
afg,1997,05_09,3287.712000
afg,1997,10_14,2674.341000
afg,1997,15_19,2202.714000
afg,1997,20_24,1820.144000
afg,1997,25_29,1506.466000
afg,1997,30_34,1237.043000
afg,1997,35_39,1012.865000
afg,1997,40_44,823.921000
afg,1997,45_49,692.219000
afg,1997,50_54,559.291000
afg,1997,55_59,428.492000
afg,1997,60_64,320.242000
afg,1997,65,475.855000
afg,1997,total_0,21299.350000
afg,1997,total_15,11079.250000
afg,1998,00_04,4350.287000
afg,1998,05_09,3372.080000
afg,1998,10_14,2740.261000
afg,1998,15_19,2253.907000
afg,1998,20_24,1855.027000
afg,1998,25_29,1535.663000
afg,1998,30_34,1261.786000
afg,1998,35_39,1031.325000
afg,1998,40_44,839.555000
afg,1998,45_49,694.775000
afg,1998,50_54,572.542000
afg,1998,55_59,434.895000
afg,1998,60_64,325.435000
afg,1998,65,484.719000
afg,1998,total_0,21752.260000
afg,1998,total_15,11289.630000
afg,1999,00_04,4425.402000
afg,1999,05_09,3455.728000
afg,1999,10_14,2815.370000
afg,1999,15_19,2311.834000
afg,1999,20_24,1896.127000
afg,1999,25_29,1568.503000
afg,1999,30_34,1289.767000
afg,1999,35_39,1052.855000
afg,1999,40_44,857.671000
afg,1999,45_49,700.537000
afg,1999,50_54,585.322000
afg,1999,55_59,443.609000
afg,1999,60_64,331.672000
afg,1999,65,493.146000
afg,1999,total_0,22227.540000
afg,1999,total_15,11531.040000
afg,2000,00_04,4533.145000
afg,2000,05_09,3553.084000
afg,2000,10_14,2909.397000
afg,2000,15_19,2388.028000
afg,2000,20_24,1953.480000
afg,2000,25_29,1612.765000
afg,2000,30_34,1327.051000
afg,2000,35_39,1082.767000
afg,2000,40_44,881.666000
afg,2000,45_49,714.257000
afg,2000,50_54,599.393000
afg,2000,55_59,457.091000
afg,2000,60_64,340.571000
afg,2000,65,503.607000
afg,2000,total_0,22856.300000
afg,2000,total_15,11860.680000
afg,2001,00_04,4692.326000
afg,2001,05_09,3706.876000
afg,2001,10_14,3019.822000
afg,2001,15_19,2477.212000
afg,2001,20_24,2023.342000
afg,2001,25_29,1666.393000
afg,2001,30_34,1371.630000
afg,2001,35_39,1119.049000
afg,2001,40_44,910.180000
afg,2001,45_49,733.478000
afg,2001,50_54,612.571000
afg,2001,55_59,472.615000
afg,2001,60_64,349.657000
afg,2001,65,522.234000
afg,2001,total_0,23677.380000
afg,2001,total_15,12258.360000
afg,2002,00_04,4829.679000
afg,2002,05_09,3890.620000
afg,2002,10_14,3157.656000
afg,2002,15_19,2588.662000
afg,2002,20_24,2111.864000
afg,2002,25_29,1733.480000
afg,2002,30_34,1427.508000
afg,2002,35_39,1165.055000
afg,2002,40_44,946.137000
afg,2002,45_49,761.333000
afg,2002,50_54,628.295000
afg,2002,55_59,493.793000
afg,2002,60_64,361.750000
afg,2002,65,544.009000
afg,2002,total_0,24639.840000
afg,2002,total_15,12761.890000
afg,2003,00_04,4954.175000
afg,2003,05_09,4084.769000
afg,2003,10_14,3312.798000
afg,2003,15_19,2713.161000
afg,2003,20_24,2211.519000
afg,2003,25_29,1808.526000
afg,2003,30_34,1489.686000
afg,2003,35_39,1216.582000
afg,2003,40_44,986.372000
afg,2003,45_49,794.368000
afg,2003,50_54,645.791000
afg,2003,55_59,517.634000
afg,2003,60_64,376.100000
afg,2003,65,567.158000
afg,2003,total_0,25678.640000
afg,2003,total_15,13326.900000
afg,2004,00_04,5063.828000
afg,2004,05_09,4261.983000
afg,2004,10_14,3471.044000
afg,2004,15_19,2839.123000
afg,2004,20_24,2312.409000
afg,2004,25_29,1884.683000
afg,2004,30_34,1551.646000
afg,2004,35_39,1268.119000
afg,2004,40_44,1026.982000
afg,2004,45_49,827.913000
afg,2004,50_54,664.597000
afg,2004,55_59,539.986000
afg,2004,60_64,391.815000
afg,2004,65,589.358000
afg,2004,total_0,26693.490000
afg,2004,total_15,13896.630000
afg,2005,00_04,5152.108000
afg,2005,05_09,4399.855000
afg,2005,10_14,3622.027000
afg,2005,15_19,2960.720000
afg,2005,20_24,2409.184000
afg,2005,25_29,1958.346000
afg,2005,30_34,1609.772000
afg,2005,35_39,1316.574000
afg,2005,40_44,1065.852000
afg,2005,45_49,859.289000
afg,2005,50_54,684.607000
afg,2005,55_59,558.587000
afg,2005,60_64,408.306000
afg,2005,65,609.491000
afg,2005,total_0,27614.720000
afg,2005,total_15,14440.730000
afg,2006,00_04,5229.101000
afg,2006,05_09,4530.525000
afg,2006,10_14,3755.160000
afg,2006,15_19,3065.395000
afg,2006,20_24,2493.126000
afg,2006,25_29,2023.433000
afg,2006,30_34,1658.836000
afg,2006,35_39,1357.424000
afg,2006,40_44,1098.954000
afg,2006,45_49,884.688000
afg,2006,50_54,701.367000
afg,2006,55_59,569.645000
afg,2006,60_64,421.573000
afg,2006,65,631.747000
afg,2006,total_0,28420.970000
afg,2006,total_15,14906.190000
afg,2007,00_04,5298.385000
afg,2007,05_09,4622.959000
afg,2007,10_14,3884.361000
afg,2007,15_19,3163.712000
afg,2007,20_24,2572.062000
afg,2007,25_29,2085.529000
afg,2007,30_34,1703.882000
afg,2007,35_39,1395.137000
afg,2007,40_44,1130.018000
afg,2007,45_49,908.138000
afg,2007,50_54,718.958000
afg,2007,55_59,577.199000
afg,2007,60_64,435.266000
afg,2007,65,650.235000
afg,2007,total_0,29145.840000
afg,2007,total_15,15340.140000
afg,2008,00_04,5365.381000
afg,2008,05_09,4682.986000
afg,2008,10_14,4014.602000
afg,2008,15_19,3263.271000
afg,2008,20_24,2651.758000
afg,2008,25_29,2148.773000
afg,2008,30_34,1749.232000
afg,2008,35_39,1432.687000
afg,2008,40_44,1161.243000
afg,2008,45_49,931.794000
afg,2008,50_54,738.202000
afg,2008,55_59,584.067000
afg,2008,60_64,449.206000
afg,2008,65,666.792000
afg,2008,total_0,29839.990000
afg,2008,total_15,15777.020000
afg,2009,00_04,5442.011000
afg,2009,05_09,4728.531000
afg,2009,10_14,4144.859000
afg,2009,15_19,3374.911000
afg,2009,20_24,2739.934000
afg,2009,25_29,2218.536000
afg,2009,30_34,1800.438000
afg,2009,35_39,1473.835000
afg,2009,40_44,1195.492000
afg,2009,45_49,958.467000
afg,2009,50_54,759.956000
afg,2009,55_59,593.958000
afg,2009,60_64,462.968000
afg,2009,65,683.860000
afg,2009,total_0,30577.760000
afg,2009,total_15,16262.360000
afg,2010,00_04,5545.968000
afg,2010,05_09,4777.759000
afg,2010,10_14,4266.411000
afg,2010,15_19,3504.821000
afg,2010,20_24,2841.127000
afg,2010,25_29,2297.889000
afg,2010,30_34,1860.493000
afg,2010,35_39,1520.657000
afg,2010,40_44,1234.345000
afg,2010,45_49,989.613000
afg,2010,50_54,784.656000
afg,2010,55_59,608.833000
afg,2010,60_64,476.408000
afg,2010,65,702.763000
afg,2010,total_0,31411.740000
afg,2010,total_15,16821.610000
afg,2011,00_04,5686.497000
afg,2011,05_09,4879.238000
afg,2011,10_14,4372.418000
afg,2011,15_19,3642.979000
afg,2011,20_24,2948.542000
afg,2011,25_29,2383.397000
afg,2011,30_34,1926.128000
afg,2011,35_39,1570.286000
afg,2011,40_44,1275.315000
afg,2011,45_49,1022.092000
afg,2011,50_54,809.235000
afg,2011,55_59,624.850000
afg,2011,60_64,486.470000
afg,2011,65,730.813000
afg,2011,total_0,32358.260000
afg,2011,total_15,17420.110000
afg,2012,00_04,5816.839000
afg,2012,05_09,4998.408000
afg,2012,10_14,4478.546000
afg,2012,15_19,3802.159000
afg,2012,20_24,3068.550000
afg,2012,25_29,2479.930000
afg,2012,30_34,2002.007000
afg,2012,35_39,1626.740000
afg,2012,40_44,1322.063000
afg,2012,45_49,1059.835000
afg,2012,50_54,837.761000
afg,2012,55_59,646.028000
afg,2012,60_64,497.040000
afg,2012,65,761.152000
afg,2012,total_0,33397.060000
afg,2012,total_15,18103.260000
afg,2013,00_04,5943.540000
afg,2013,05_09,5125.710000
afg,2013,10_14,4584.643000
afg,2013,15_19,3970.560000
afg,2013,20_24,3199.337000
afg,2013,25_29,2585.086000
afg,2013,30_34,2085.798000
afg,2013,35_39,1688.817000
afg,2013,40_44,1373.012000
afg,2013,45_49,1101.532000
afg,2013,50_54,869.464000
afg,2013,55_59,671.029000
afg,2013,60_64,508.942000
afg,2013,65,792.445000
afg,2013,total_0,34499.920000
afg,2013,total_15,18846.020000
afg,2014,00_04,6070.123000
afg,2014,05_09,5248.064000
afg,2014,10_14,4691.052000
afg,2014,15_19,4131.184000
afg,2014,20_24,3338.965000
afg,2014,25_29,2695.807000
afg,2014,30_34,2174.133000
afg,2014,35_39,1754.936000
afg,2014,40_44,1426.105000
afg,2014,45_49,1145.366000
afg,2014,50_54,903.400000
afg,2014,55_59,697.969000
afg,2014,60_64,523.311000
afg,2014,65,822.820000
afg,2014,total_0,35623.240000
afg,2014,total_15,19614.000000
afg,2015,00_04,6198.376000
afg,2015,05_09,5353.649000
afg,2015,10_14,4796.387000
afg,2015,15_19,4274.147000
afg,2015,20_24,3485.788000
afg,2015,25_29,2810.290000
afg,2015,30_34,2264.857000
afg,2015,35_39,1824.133000
afg,2015,40_44,1480.189000
afg,2015,45_49,1190.168000
afg,2015,50_54,938.952000
afg,2015,55_59,725.747000
afg,2015,60_64,540.708000
afg,2015,65,851.376000
afg,2015,total_0,36734.770000
afg,2015,total_15,20386.360000
afg,2016,00_04,6348.194000
afg,2016,05_09,5481.131000
afg,2016,10_14,4890.964000
afg,2016,15_19,4387.603000
afg,2016,20_24,3629.871000
afg,2016,25_29,2921.940000
afg,2016,30_34,2352.838000
afg,2016,35_39,1891.804000
afg,2016,40_44,1531.262000
afg,2016,45_49,1231.468000
afg,2016,50_54,971.257000
afg,2016,55_59,749.531000
afg,2016,60_64,556.041000
afg,2016,65,883.463000
afg,2016,total_0,37827.370000
afg,2016,total_15,21107.080000
afg,2017,00_04,6472.563000
afg,2017,05_09,5607.876000
afg,2017,10_14,4991.142000
afg,2017,15_19,4485.724000
afg,2017,20_24,3781.915000
afg,2017,25_29,3036.334000
afg,2017,30_34,2444.226000
afg,2017,35_39,1963.475000
afg,2017,40_44,1584.187000
afg,2017,45_49,1274.642000
afg,2017,50_54,1005.650000
afg,2017,55_59,774.769000
afg,2017,60_64,574.117000
afg,2017,65,913.341000
afg,2017,total_0,38909.960000
afg,2017,total_15,21838.380000
afg,2018,00_04,6578.455000
afg,2018,05_09,5729.046000
afg,2018,10_14,5097.075000
afg,2018,15_19,4573.704000
afg,2018,20_24,3934.762000
afg,2018,25_29,3154.890000
afg,2018,30_34,2539.418000
afg,2018,35_39,2038.968000
afg,2018,40_44,1639.461000
afg,2018,45_49,1319.658000
afg,2018,50_54,1041.982000
afg,2018,55_59,801.676000
afg,2018,60_64,594.497000
afg,2018,65,941.765000
afg,2018,total_0,39985.360000
afg,2018,total_15,22580.780000
afg,2019,00_04,6674.768000
afg,2019,05_09,5840.485000
afg,2019,10_14,5206.365000
afg,2019,15_19,4661.079000
afg,2019,20_24,4078.282000
afg,2019,25_29,3280.527000
afg,2019,30_34,2639.249000
afg,2019,35_39,2118.128000
afg,2019,40_44,1698.078000
afg,2019,45_49,1366.577000
afg,2019,50_54,1080.170000
afg,2019,55_59,830.643000
afg,2019,60_64,616.565000
afg,2019,65,969.809000
afg,2019,total_0,41060.730000
afg,2019,total_15,23339.110000
afg,2020,00_04,6772.021000
afg,2020,05_09,5937.402000
afg,2020,10_14,5314.560000
afg,2020,15_19,4754.531000
afg,2020,20_24,4206.778000
afg,2020,25_29,3414.542000
afg,2020,30_34,2744.141000
afg,2020,35_39,2200.904000
afg,2020,40_44,1760.731000
afg,2020,45_49,1415.464000
afg,2020,50_54,1120.187000
afg,2020,55_59,861.877000
afg,2020,60_64,640.035000
afg,2020,65,998.244000
afg,2020,total_0,42141.420000
afg,2020,total_15,24117.430000
alb,1980,00_04,344.018000
alb,1980,05_09,315.827000
alb,1980,10_14,297.945000
alb,1980,15_19,305.562000
alb,1980,20_24,267.942000
alb,1980,25_29,207.559000
alb,1980,30_34,162.111000
alb,1980,35_39,147.328000
alb,1980,40_44,137.372000
alb,1980,45_49,112.634000
alb,1980,50_54,96.826000
alb,1980,55_59,71.620000
alb,1980,60_64,65.224000
alb,1980,65,139.332000
alb,1980,total_0,2671.300000
alb,1980,total_15,1713.510000
alb,1981,00_04,347.893000
alb,1981,05_09,320.793000
alb,1981,10_14,300.632000
alb,1981,15_19,305.584000
alb,1981,20_24,276.989000
alb,1981,25_29,218.353000
alb,1981,30_34,167.843000
alb,1981,35_39,148.278000
alb,1981,40_44,139.625000
alb,1981,45_49,116.190000
alb,1981,50_54,100.568000
alb,1981,55_59,74.543000
alb,1981,60_64,64.676000
alb,1981,65,143.062000
alb,1981,total_0,2725.029000
alb,1981,total_15,1755.711000
alb,1982,00_04,349.948000
alb,1982,05_09,325.799000
alb,1982,10_14,304.407000
alb,1982,15_19,304.403000
alb,1982,20_24,284.829000
alb,1982,25_29,229.659000
alb,1982,30_34,174.952000
alb,1982,35_39,149.346000
alb,1982,40_44,140.995000
alb,1982,45_49,120.544000
alb,1982,50_54,103.017000
alb,1982,55_59,79.309000
alb,1982,60_64,63.868000
alb,1982,65,146.516000
alb,1982,total_0,2777.592000
alb,1982,total_15,1797.438000
alb,1983,00_04,351.830000
alb,1983,05_09,331.150000
alb,1983,10_14,308.372000
alb,1983,15_19,303.694000
alb,1983,20_24,291.107000
alb,1983,25_29,241.136000
alb,1983,30_34,183.337000
alb,1983,35_39,151.015000
alb,1983,40_44,141.797000
alb,1983,45_49,125.364000
alb,1983,50_54,104.484000
alb,1983,55_59,85.404000
alb,1983,60_64,63.265000
alb,1983,65,149.727000
alb,1983,total_0,2831.682000
alb,1983,total_15,1840.330000
alb,1984,00_04,355.276000
alb,1984,05_09,336.932000
alb,1984,10_14,312.281000
alb,1984,15_19,304.865000
alb,1984,20_24,295.912000
alb,1984,25_29,252.305000
alb,1984,30_34,192.866000
alb,1984,35_39,153.972000
alb,1984,40_44,142.598000
alb,1984,45_49,129.873000
alb,1984,50_54,106.058000
alb,1984,55_59,91.591000
alb,1984,60_64,63.765000
alb,1984,65,152.710000
alb,1984,total_0,2891.004000
alb,1984,total_15,1886.515000
alb,1985,00_04,361.007000
alb,1985,05_09,342.913000
alb,1985,10_14,316.569000
alb,1985,15_19,307.943000
alb,1985,20_24,299.868000
alb,1985,25_29,262.752000
alb,1985,30_34,203.389000
alb,1985,35_39,158.642000
alb,1985,40_44,143.815000
alb,1985,45_49,133.511000
alb,1985,50_54,108.639000
alb,1985,55_59,96.807000
alb,1985,60_64,66.059000
alb,1985,65,155.476000
alb,1985,total_0,2957.390000
alb,1985,total_15,1936.901000
alb,1986,00_04,364.411000
alb,1986,05_09,347.709000
alb,1986,10_14,323.467000
alb,1986,15_19,311.787000
alb,1986,20_24,306.919000
alb,1986,25_29,274.352000
alb,1986,30_34,215.309000
alb,1986,35_39,164.202000
alb,1986,40_44,147.625000
alb,1986,45_49,136.901000
alb,1986,50_54,112.788000
alb,1986,55_59,98.007000
alb,1986,60_64,71.522000
alb,1986,65,158.394000
alb,1986,total_0,3033.393000
alb,1986,total_15,1997.806000
alb,1987,00_04,373.081000
alb,1987,05_09,351.330000
alb,1987,10_14,330.384000
alb,1987,15_19,316.202000
alb,1987,20_24,312.467000
alb,1987,25_29,286.082000
alb,1987,30_34,228.399000
alb,1987,35_39,171.423000
alb,1987,40_44,150.325000
alb,1987,45_49,140.795000
alb,1987,50_54,117.967000
alb,1987,55_59,98.621000
alb,1987,60_64,77.117000
alb,1987,65,161.816000
alb,1987,total_0,3116.009000
alb,1987,total_15,2061.214000
alb,1988,00_04,383.562000
alb,1988,05_09,353.322000
alb,1988,10_14,335.776000
alb,1988,15_19,320.798000
alb,1988,20_24,315.779000
alb,1988,25_29,297.130000
alb,1988,30_34,241.562000
alb,1988,35_39,180.315000
alb,1988,40_44,151.301000
alb,1988,45_49,145.365000
alb,1988,50_54,122.862000
alb,1988,55_59,99.985000
alb,1988,60_64,80.932000
alb,1988,65,166.165000
alb,1988,total_0,3194.854000
alb,1988,total_15,2122.194000
alb,1989,00_04,390.338000
alb,1989,05_09,353.437000
alb,1989,10_14,338.103000
alb,1989,15_19,324.372000
alb,1989,20_24,316.785000
alb,1989,25_29,305.959000
alb,1989,30_34,253.537000
alb,1989,35_39,189.955000
alb,1989,40_44,151.283000
alb,1989,45_49,149.628000
alb,1989,50_54,126.631000
alb,1989,55_59,102.556000
alb,1989,60_64,82.270000
alb,1989,65,171.005000
alb,1989,total_0,3255.859000
alb,1989,total_15,2173.981000
alb,1990,00_04,389.331000
alb,1990,05_09,352.161000
alb,1990,10_14,336.675000
alb,1990,15_19,325.538000
alb,1990,20_24,315.908000
alb,1990,25_29,311.130000
alb,1990,30_34,263.555000
alb,1990,35_39,199.197000
alb,1990,40_44,151.620000
alb,1990,45_49,151.987000
alb,1990,50_54,129.461000
alb,1990,55_59,105.604000
alb,1990,60_64,82.087000
alb,1990,65,175.229000
alb,1990,total_0,3289.483000
alb,1990,total_15,2211.316000
alb,1991,00_04,393.059000
alb,1991,05_09,352.708000
alb,1991,10_14,331.722000
alb,1991,15_19,316.813000
alb,1991,20_24,305.680000
alb,1991,25_29,304.714000
alb,1991,30_34,267.658000
alb,1991,35_39,207.005000
alb,1991,40_44,154.667000
alb,1991,45_49,150.736000
alb,1991,50_54,132.546000
alb,1991,55_59,108.910000
alb,1991,60_64,84.604000
alb,1991,65,180.873000
alb,1991,total_0,3291.695000
alb,1991,total_15,2214.206000
alb,1992,00_04,387.517000
alb,1992,05_09,353.377000
alb,1992,10_14,325.887000
alb,1992,15_19,307.458000
alb,1992,20_24,293.949000
alb,1992,25_29,293.444000
alb,1992,30_34,268.327000
alb,1992,35_39,212.730000
alb,1992,40_44,158.778000
alb,1992,45_49,146.762000
alb,1992,50_54,135.342000
alb,1992,55_59,111.020000
alb,1992,60_64,87.313000
alb,1992,65,185.079000
alb,1992,total_0,3266.983000
alb,1992,total_15,2200.202000
alb,1993,00_04,375.302000
alb,1993,05_09,354.514000
alb,1993,10_14,320.015000
alb,1993,15_19,298.696000
alb,1993,20_24,281.530000
alb,1993,25_29,279.231000
alb,1993,30_34,265.763000
alb,1993,35_39,216.421000
alb,1993,40_44,163.424000
alb,1993,45_49,141.696000
alb,1993,50_54,137.560000
alb,1993,55_59,112.239000
alb,1993,60_64,90.088000
alb,1993,65,188.422000
alb,1993,total_0,3224.901000
alb,1993,total_15,2175.070000
alb,1994,00_04,361.333000
alb,1994,05_09,355.824000
alb,1994,10_14,315.785000
alb,1994,15_19,291.476000
alb,1994,20_24,269.518000
alb,1994,25_29,264.530000
alb,1994,30_34,260.334000
alb,1994,35_39,218.454000
alb,1994,40_44,167.909000
alb,1994,45_49,137.877000
alb,1994,50_54,138.573000
alb,1994,55_59,113.301000
alb,1994,60_64,92.699000
alb,1994,65,191.829000
alb,1994,total_0,3179.442000
alb,1994,total_15,2146.500000
alb,1995,00_04,348.900000
alb,1995,05_09,356.194000
alb,1995,10_14,314.801000
alb,1995,15_19,286.336000
alb,1995,20_24,259.147000
alb,1995,25_29,250.973000
alb,1995,30_34,252.655000
alb,1995,35_39,219.284000
alb,1995,40_44,171.965000
alb,1995,45_49,136.651000
alb,1995,50_54,138.165000
alb,1995,55_59,114.894000
alb,1995,60_64,95.070000
alb,1995,65,196.067000
alb,1995,total_0,3141.102000
