country,year,age_group,mlf0
hrv,2014,30_34,148.262100
hrv,2014,35_39,135.283100
hrv,2014,40_44,123.318600
hrv,2014,45_49,119.956300
hrv,2014,50_54,114.585500
hrv,2014,55_59,100.111900
hrv,2014,60_64,48.294120
hrv,2014,65,20.059970
hrv,2014,total_15,1044.306000
hrv,2015,15_19,26.254290
hrv,2015,20_24,83.262060
hrv,2015,25_29,120.920900
hrv,2015,30_34,146.890600
hrv,2015,35_39,136.523200
hrv,2015,40_44,124.056000
hrv,2015,45_49,118.673900
hrv,2015,50_54,113.290300
hrv,2015,55_59,99.747570
hrv,2015,60_64,49.032390
hrv,2015,65,20.391670
hrv,2015,total_15,1039.043000
hrv,2016,15_19,25.614050
hrv,2016,20_24,82.454410
hrv,2016,25_29,118.828800
hrv,2016,30_34,144.760600
hrv,2016,35_39,137.401300
hrv,2016,40_44,125.107200
hrv,2016,45_49,117.691000
hrv,2016,50_54,111.622700
hrv,2016,55_59,99.045360
hrv,2016,60_64,49.340310
hrv,2016,65,20.854080
hrv,2016,total_15,1032.720000
hrv,2017,15_19,24.809510
hrv,2017,20_24,81.735570
hrv,2017,25_29,117.175200
hrv,2017,30_34,141.788000
hrv,2017,35_39,137.955500
hrv,2017,40_44,126.561000
hrv,2017,45_49,117.142000
hrv,2017,50_54,109.826100
hrv,2017,55_59,98.366420
hrv,2017,60_64,49.442270
hrv,2017,65,21.311090
hrv,2017,total_15,1026.113000
hrv,2018,15_19,23.953250
hrv,2018,20_24,80.939250
hrv,2018,25_29,115.855100
hrv,2018,30_34,138.353600
hrv,2018,35_39,138.042100
hrv,2018,40_44,128.205900
hrv,2018,45_49,117.030100
hrv,2018,50_54,108.060300
hrv,2018,55_59,97.653880
hrv,2018,60_64,49.398620
hrv,2018,65,21.755110
hrv,2018,total_15,1019.247000
hrv,2019,15_19,23.225870
hrv,2019,20_24,79.831710
hrv,2019,25_29,114.668300
hrv,2019,30_34,135.065800
hrv,2019,35_39,137.505200
hrv,2019,40_44,129.750700
hrv,2019,45_49,117.364200
hrv,2019,50_54,106.573800
hrv,2019,55_59,96.826350
hrv,2019,60_64,49.306890
hrv,2019,65,22.176700
hrv,2019,total_15,1012.295000
hrv,2020,15_19,22.738700
hrv,2020,20_24,78.285690
hrv,2020,25_29,113.467900
hrv,2020,30_34,132.310600
hrv,2020,35_39,136.268600
hrv,2020,40_44,130.983900
hrv,2020,45_49,118.124100
hrv,2020,50_54,105.527100
hrv,2020,55_59,95.847020
hrv,2020,60_64,49.222670
hrv,2020,65,22.569300
hrv,2020,total_15,1005.346000
cub,2010,15_19,81.093220
cub,2010,20_24,305.219800
cub,2010,25_29,316.659500
cub,2010,30_34,329.081600
cub,2010,35_39,482.448600
cub,2010,40_44,505.799000
cub,2010,45_49,484.272200
cub,2010,50_54,309.588700
cub,2010,55_59,276.994600
cub,2010,60_64,95.031440
cub,2010,65,79.005780
cub,2010,total_15,3265.195000
cub,2011,15_19,79.112510
cub,2011,20_24,305.011400
cub,2011,25_29,326.951200
cub,2011,30_34,315.015100
cub,2011,35_39,456.666900
cub,2011,40_44,503.199300
cub,2011,45_49,499.167500
cub,2011,50_54,332.939700
cub,2011,55_59,277.903600
cub,2011,60_64,98.352850
cub,2011,65,80.934170
cub,2011,total_15,3275.254000
cub,2012,15_19,77.295840
cub,2012,20_24,299.825300
cub,2012,25_29,339.697900
cub,2012,30_34,309.581600
cub,2012,35_39,422.190900
cub,2012,40_44,501.880000
cub,2012,45_49,503.059900
cub,2012,50_54,366.977500
cub,2012,55_59,273.633300
cub,2012,60_64,102.977600
cub,2012,65,82.741820
cub,2012,total_15,3279.862000
cub,2013,15_19,75.700710
cub,2013,20_24,291.308200
cub,2013,25_29,352.568000
cub,2013,30_34,311.288100
cub,2013,35_39,384.296400
cub,2013,40_44,499.045400
cub,2013,45_49,499.376500
cub,2013,50_54,405.753600
cub,2013,55_59,268.792100
cub,2013,60_64,107.998700
cub,2013,65,84.562280
cub,2013,total_15,3280.690000
cub,2014,15_19,74.332660
cub,2014,20_24,282.296500
cub,2014,25_29,362.302900
cub,2014,30_34,317.173100
cub,2014,35_39,351.105400
cub,2014,40_44,489.975800
cub,2014,45_49,494.109700
cub,2014,50_54,439.974900
cub,2014,55_59,270.588300
cub,2014,60_64,112.012600
cub,2014,65,86.593830
cub,2014,total_15,3280.466000
cub,2015,15_19,73.172260
cub,2015,20_24,274.606600
cub,2015,25_29,366.845800
cub,2015,30_34,325.043400
cub,2015,35_39,327.650500
cub,2015,40_44,472.093000
cub,2015,45_49,490.736100
cub,2015,50_54,463.915400
cub,2015,55_59,283.022000
cub,2015,60_64,114.270000
cub,2015,65,88.941270
cub,2015,total_15,3280.296000
cub,2016,15_19,72.135730
cub,2016,20_24,267.878800
cub,2016,25_29,366.461700
cub,2016,30_34,335.675400
cub,2016,35_39,313.205200
cub,2016,40_44,446.150600
cub,2016,45_49,487.745800
cub,2016,50_54,477.691800
cub,2016,55_59,304.325500
cub,2016,60_64,114.379900
cub,2016,65,91.449870
cub,2016,total_15,3277.100000
cub,2017,15_19,71.433590
cub,2017,20_24,261.988300
cub,2017,25_29,360.439800
cub,2017,30_34,349.350800
cub,2017,35_39,307.961700
cub,2017,40_44,412.301200
cub,2017,45_49,486.673800
cub,2017,50_54,481.606500
cub,2017,55_59,335.845000
cub,2017,60_64,112.553800
cub,2017,65,94.339890
cub,2017,total_15,3274.494000
cub,2018,15_19,70.835680
cub,2018,20_24,256.908600
cub,2018,25_29,350.578900
cub,2018,30_34,363.443200
cub,2018,35_39,310.189000
cub,2018,40_44,375.411600
cub,2018,45_49,484.495200
cub,2018,50_54,478.692200
cub,2018,55_59,371.924200
cub,2018,60_64,110.680600
cub,2018,65,97.406660
cub,2018,total_15,3270.566000
cub,2019,15_19,69.965420
cub,2019,20_24,252.412000
cub,2019,25_29,339.998400
cub,2019,30_34,374.184900
cub,2019,35_39,316.604900
cub,2019,40_44,343.116300
cub,2019,45_49,476.141300
cub,2019,50_54,474.207100
cub,2019,55_59,403.722600
cub,2019,60_64,111.660300
cub,2019,65,100.314500
cub,2019,total_15,3262.328000
cub,2020,15_19,68.608850
cub,2020,20_24,248.387200
cub,2020,25_29,330.766400
cub,2020,30_34,379.253400
cub,2020,35_39,324.891900
cub,2020,40_44,320.293200
cub,2020,45_49,458.933100
cub,2020,50_54,471.296500
cub,2020,55_59,425.874300
cub,2020,60_64,117.080300
cub,2020,65,102.901300
cub,2020,total_15,3248.286000
cyp,2010,15_19,3.877897
cyp,2010,20_24,34.508010
cyp,2010,25_29,49.499750
cyp,2010,30_34,45.570670
cyp,2010,35_39,39.329680
cyp,2010,40_44,36.125760
cyp,2010,45_49,35.251380
cyp,2010,50_54,31.634750
cyp,2010,55_59,26.838710
cyp,2010,60_64,15.190990
cyp,2010,65,11.825430
cyp,2010,total_15,329.653000
cyp,2011,15_19,3.868745
cyp,2011,20_24,33.932300
cyp,2011,25_29,49.597270
cyp,2011,30_34,47.325080
cyp,2011,35_39,40.530800
cyp,2011,40_44,36.696960
cyp,2011,45_49,35.423920
cyp,2011,50_54,32.189710
cyp,2011,55_59,27.635930
cyp,2011,60_64,15.691520
cyp,2011,65,12.195240
cyp,2011,total_15,335.087500
cyp,2012,15_19,3.821665
cyp,2012,20_24,33.836810
cyp,2012,25_29,48.931770
cyp,2012,30_34,49.217820
cyp,2012,35_39,41.756560
cyp,2012,40_44,37.447680
cyp,2012,45_49,35.513030
cyp,2012,50_54,32.657570
cyp,2012,55_59,28.460370
cyp,2012,60_64,16.188460
cyp,2012,65,12.583720
cyp,2012,total_15,340.415400
cyp,2013,15_19,3.720905
cyp,2013,20_24,34.253820
cyp,2013,25_29,47.716330
cyp,2013,30_34,51.012290
cyp,2013,35_39,43.039200
cyp,2013,40_44,38.351040
cyp,2013,45_49,35.590760
cyp,2013,50_54,33.039220
cyp,2013,55_59,29.272520
cyp,2013,60_64,16.692570
cyp,2013,65,12.990440
cyp,2013,total_15,345.679100
cyp,2014,15_19,3.584328
cyp,2014,20_24,34.851510
cyp,2014,25_29,46.509020
cyp,2014,30_34,52.318310
cyp,2014,35_39,44.432760
cyp,2014,40_44,39.358080
cyp,2014,45_49,35.763300
cyp,2014,50_54,33.335560
cyp,2014,55_59,30.016190
cyp,2014,60_64,17.216420
cyp,2014,65,13.414590
cyp,2014,total_15,350.800100
cyp,2015,15_19,3.442737
cyp,2015,20_24,35.184020
cyp,2015,25_29,45.851630
cyp,2015,30_34,52.878310
cyp,2015,35_39,45.950510
cyp,2015,40_44,40.435200
cyp,2015,45_49,36.108380
cyp,2015,50_54,33.551980
cyp,2015,55_59,30.661520
cyp,2015,60_64,17.766580
cyp,2015,65,13.858610
cyp,2015,total_15,355.689500
cyp,2016,15_19,3.377352
cyp,2016,20_24,34.329390
cyp,2016,25_29,45.837180
cyp,2016,30_34,52.825840
cyp,2016,35_39,47.652170
cyp,2016,40_44,41.614080
cyp,2016,45_49,36.643040
cyp,2016,50_54,33.683080
cyp,2016,55_59,31.176900
cyp,2016,60_64,18.280260
cyp,2016,65,14.318020
cyp,2016,total_15,359.737300
cyp,2017,15_19,3.323408
cyp,2017,20_24,33.261100
cyp,2017,25_29,46.257980
cyp,2017,30_34,51.973920
cyp,2017,35_39,49.512150
cyp,2017,40_44,42.820800
cyp,2017,45_49,37.357840
cyp,2017,50_54,33.741460
cyp,2017,55_59,31.616780
cyp,2017,60_64,18.816670
cyp,2017,65,14.788080
cyp,2017,total_15,363.470200
cyp,2018,15_19,3.259433
cyp,2018,20_24,32.282130
cyp,2018,25_29,46.760960
cyp,2018,30_34,50.699380
cyp,2018,35_39,51.270690
cyp,2018,40_44,44.088000
cyp,2018,45_49,38.226210
cyp,2018,50_54,33.800720
cyp,2018,55_59,31.977640
cyp,2018,60_64,19.353070
cyp,2018,65,15.274350
cyp,2018,total_15,366.992600
cyp,2019,15_19,3.184016
cyp,2019,20_24,31.584820
cyp,2019,25_29,46.925300
cyp,2019,30_34,49.580330
cyp,2019,35_39,52.538160
cyp,2019,40_44,45.479040
cyp,2019,45_49,39.199800
cyp,2019,50_54,33.965060
cyp,2019,55_59,32.262990
cyp,2019,60_64,19.853600
cyp,2019,65,15.782950
cyp,2019,total_15,370.356100
cyp,2020,15_19,3.111328
cyp,2020,20_24,31.085370
cyp,2020,25_29,46.662530
cyp,2020,30_34,48.941150
cyp,2020,35_39,53.081370
cyp,2020,40_44,47.005440
cyp,2020,45_49,40.248290
cyp,2020,50_54,34.298210
cyp,2020,55_59,32.482490
cyp,2020,60_64,20.295520
cyp,2020,65,16.316360
cyp,2020,total_15,373.528100
cze,2010,15_19,27.494970
cze,2010,20_24,216.246500
cze,2010,25_29,367.411400
cze,2010,30_34,495.785600
cze,2010,35_39,387.460000
cze,2010,40_44,362.835500
cze,2010,45_49,300.739800
cze,2010,50_54,337.732000
cze,2010,55_59,321.856200
cze,2010,60_64,132.006100
cze,2010,65,44.060750
cze,2010,total_15,2993.629000
cze,2011,15_19,26.409860
cze,2011,20_24,214.963500
cze,2011,25_29,354.736200
cze,2011,30_34,491.256600
cze,2011,35_39,407.839500
cze,2011,40_44,369.013400
cze,2011,45_49,304.548300
cze,2011,50_54,325.969300
cze,2011,55_59,319.371700
cze,2011,60_64,135.000200
cze,2011,65,45.877130
cze,2011,total_15,2994.986000
cze,2012,15_19,24.915240
cze,2012,20_24,214.109600
cze,2012,25_29,347.519700
cze,2012,30_34,472.231200
cze,2012,35_39,436.773200
cze,2012,40_44,369.456800
cze,2012,45_49,316.388800
cze,2012,50_54,311.091900
cze,2012,55_59,317.033000
cze,2012,60_64,136.143000
cze,2012,65,47.850030
cze,2012,total_15,2993.512000
cze,2013,15_19,23.220930
cze,2013,20_24,212.697700
cze,2013,25_29,344.305700
cze,2013,30_34,444.396400
cze,2013,35_39,467.599100
cze,2013,40_44,368.054100
cze,2013,45_49,332.606400
cze,2013,50_54,296.073800
cze,2013,55_59,313.968800
cze,2013,60_64,135.948600
cze,2013,65,49.894110
cze,2013,total_15,2988.766000
cze,2014,15_19,21.682500
cze,2014,20_24,209.365500
cze,2014,25_29,342.265900
cze,2014,30_34,417.477800
cze,2014,35_39,489.994100
cze,2014,40_44,371.481600
cze,2014,45_49,347.419200
cze,2014,50_54,285.611200
cze,2014,55_59,308.816600
cze,2014,60_64,135.271300
cze,2014,65,51.909460
cze,2014,total_15,2981.295000
cze,2015,15_19,20.535960
cze,2015,20_24,203.383900
cze,2015,25_29,339.614200
cze,2015,30_34,397.743700
cze,2015,35_39,497.964700
cze,2015,40_44,383.527200
cze,2015,45_49,357.500300
cze,2015,50_54,282.513900
cze,2015,55_59,301.072400
cze,2015,60_64,134.645900
cze,2015,65,53.813170
cze,2015,total_15,2972.315000
cze,2016,15_19,19.861630
cze,2016,20_24,195.182100
cze,2016,25_29,337.311600
cze,2016,30_34,384.021600
cze,2016,35_39,493.071900
cze,2016,40_44,403.249000
cze,2016,45_49,363.175600
cze,2016,50_54,286.033000
cze,2016,55_59,290.425200
cze,2016,60_64,133.667300
cze,2016,65,55.846080
cze,2016,total_15,2961.845000
cze,2017,15_19,19.546490
cze,2017,20_24,184.236200
cze,2017,25_29,335.805600
cze,2017,30_34,376.193000
cze,2017,35_39,473.965800
cze,2017,40_44,431.462300
cze,2017,45_49,363.419100
cze,2017,50_54,297.125900
cze,2017,55_59,277.111900
cze,2017,60_64,132.797200
cze,2017,65,57.720990
cze,2017,total_15,2949.384000
cze,2018,15_19,19.547320
cze,2018,20_24,172.167500
cze,2018,25_29,333.694200
cze,2018,30_34,372.840500
cze,2018,35_39,446.458200
cze,2018,40_44,461.800900
cze,2018,45_49,362.203300
cze,2018,50_54,312.449900
cze,2018,55_59,263.952900
cze,2018,60_64,131.690700
cze,2018,65,59.443220
cze,2018,total_15,2936.249000
cze,2019,15_19,19.771510
cze,2019,20_24,161.452600
cze,2019,25_29,328.854700
cze,2019,30_34,370.912200
cze,2019,35_39,420.059800
cze,2019,40_44,484.096300
cze,2019,45_49,365.980100
cze,2019,50_54,326.581300
cze,2019,55_59,255.108900
cze,2019,60_64,129.737300
cze,2019,65,61.073440
cze,2019,total_15,2923.628000
cze,2020,15_19,20.152860
cze,2020,20_24,153.629500
cze,2020,25_29,320.118500
cze,2020,30_34,368.402500
cze,2020,35_39,400.793500
cze,2020,40_44,492.295000
cze,2020,45_49,378.283800
cze,2020,50_54,336.354700
cze,2020,55_59,252.951000
cze,2020,60_64,126.687500
cze,2020,65,62.601250
cze,2020,total_15,2912.270000
civ,2010,15_19,525.586200
civ,2010,20_24,710.674400
civ,2010,25_29,711.862700
civ,2010,30_34,629.485500
civ,2010,35_39,508.429000
civ,2010,40_44,408.631700
civ,2010,45_49,351.202600
civ,2010,50_54,303.925400
civ,2010,55_59,248.192800
civ,2010,60_64,190.671500
civ,2010,65,291.617600
civ,2010,total_15,4880.279000
civ,2011,15_19,536.219500
civ,2011,20_24,729.453000
civ,2011,25_29,730.162200
civ,2011,30_34,648.903900
civ,2011,35_39,527.685800
civ,2011,40_44,419.502300
civ,2011,45_49,355.046300
civ,2011,50_54,305.969100
civ,2011,55_59,251.209400
civ,2011,60_64,194.307900
civ,2011,65,301.818600
civ,2011,total_15,5000.278000
civ,2012,15_19,546.463400
civ,2012,20_24,749.949000
civ,2012,25_29,749.467600
civ,2012,30_34,668.037600
civ,2012,35_39,549.041400
civ,2012,40_44,432.556900
civ,2012,45_49,359.852600
civ,2012,50_54,308.412200
civ,2012,55_59,254.060300
civ,2012,60_64,198.683000
civ,2012,65,311.770500
civ,2012,total_15,5128.295000
civ,2013,15_19,556.681200
civ,2013,20_24,771.386300
civ,2013,25_29,769.881700
civ,2013,30_34,687.220600
civ,2013,35_39,571.726900
civ,2013,40_44,447.699900
civ,2013,45_49,365.939800
civ,2013,50_54,311.294000
civ,2013,55_59,256.795800
civ,2013,60_64,203.460700
civ,2013,65,321.606200
civ,2013,total_15,5263.693000
civ,2014,15_19,567.539100
civ,2014,20_24,792.634600
civ,2014,25_29,791.665800
civ,2014,30_34,707.084200
civ,2014,35_39,594.629700
civ,2014,40_44,464.806400
civ,2014,45_49,373.789300
civ,2014,50_54,314.694600
civ,2014,55_59,259.548100
civ,2014,60_64,208.172200
civ,2014,65,331.518200
civ,2014,total_15,5406.082000
civ,2015,15_19,579.325100
civ,2015,20_24,812.919600
civ,2015,25_29,814.850800
civ,2015,30_34,727.913800
civ,2015,35_39,616.972000
civ,2015,40_44,483.690200
civ,2015,45_49,383.656600
civ,2015,50_54,318.690800
civ,2015,55_59,262.379600
civ,2015,60_64,212.501300
civ,2015,65,341.580500
civ,2015,total_15,5554.480000
civ,2016,15_19,590.929000
civ,2016,20_24,830.719400
civ,2016,25_29,838.045500
civ,2016,30_34,748.240500
civ,2016,35_39,637.815500
civ,2016,40_44,503.784700
civ,2016,45_49,395.126000
civ,2016,50_54,322.889100
civ,2016,55_59,264.474400
civ,2016,60_64,215.244400
civ,2016,65,352.524600
civ,2016,total_15,5699.793000
civ,2017,15_19,603.615400
civ,2017,20_24,847.457300
civ,2017,25_29,862.771700
civ,2017,30_34,769.235400
civ,2017,35_39,658.066600
civ,2017,40_44,525.715300
civ,2017,45_49,408.586300
civ,2017,50_54,327.954700
civ,2017,55_59,266.931300
civ,2017,60_64,217.873600
civ,2017,65,363.335100
civ,2017,total_15,5851.543000
civ,2018,15_19,616.682400
civ,2018,20_24,863.790600
civ,2018,25_29,888.141500
civ,2018,30_34,791.092000
civ,2018,35_39,678.077100
civ,2018,40_44,548.712900
civ,2018,45_49,423.958200
civ,2018,50_54,334.190100
civ,2018,55_59,269.799000
civ,2018,60_64,220.471600
civ,2018,65,373.916000
civ,2018,total_15,6008.831000
civ,2019,15_19,629.025800
civ,2019,20_24,880.822000
civ,2019,25_29,912.872200
civ,2019,30_34,814.080000
civ,2019,35_39,698.463500
civ,2019,40_44,571.666900
civ,2019,45_49,441.114600
civ,2019,50_54,342.034200
civ,2019,55_59,273.158400
civ,2019,60_64,223.154400
civ,2019,65,384.117100
civ,2019,total_15,6170.509000
civ,2020,15_19,639.988000
civ,2020,20_24,899.204400
civ,2020,25_29,936.252700
civ,2020,30_34,838.301700
civ,2020,35_39,719.624900
civ,2020,40_44,593.912700
civ,2020,45_49,459.917400
civ,2020,50_54,351.769800
civ,2020,55_59,277.115300
civ,2020,60_64,225.998300
civ,2020,65,393.879400
civ,2020,total_15,6335.965000
dnk,2010,15_19,104.947700
dnk,2010,20_24,132.524300
dnk,2010,25_29,133.379500
dnk,2010,30_34,165.570900
dnk,2010,35_39,184.359600
dnk,2010,40_44,198.517700
dnk,2010,45_49,189.022300
dnk,2010,50_54,165.770300
dnk,2010,55_59,147.953800
dnk,2010,60_64,92.807750
dnk,2010,65,40.166890
dnk,2010,total_15,1555.021000
dnk,2011,15_19,105.777200
dnk,2011,20_24,136.275500
dnk,2011,25_29,134.302000
dnk,2011,30_34,161.493500
dnk,2011,35_39,181.007600
dnk,2011,40_44,196.557500
dnk,2011,45_49,191.135000
dnk,2011,50_54,168.503600
dnk,2011,55_59,146.353600
dnk,2011,60_64,91.704540
dnk,2011,65,41.616320
dnk,2011,total_15,1554.726000
dnk,2012,15_19,105.926700
dnk,2012,20_24,139.916600
dnk,2012,25_29,137.092000
dnk,2012,30_34,156.955400
dnk,2012,35_39,178.138800
dnk,2012,40_44,193.589500
dnk,2012,45_49,192.828500
dnk,2012,50_54,171.624200
dnk,2012,55_59,146.566000
dnk,2012,60_64,89.194570
dnk,2012,65,43.162470
dnk,2012,total_15,1554.995000
dnk,2013,15_19,105.510800
dnk,2013,20_24,143.182800
dnk,2013,25_29,141.203600
dnk,2013,30_34,152.692000
dnk,2013,35_39,175.433000
dnk,2013,40_44,189.954500
dnk,2013,45_49,193.927900
dnk,2013,50_54,174.871100
dnk,2013,55_59,148.118300
dnk,2013,60_64,86.023170
dnk,2013,65,44.712480
dnk,2013,total_15,1555.630000
dnk,2014,15_19,104.761900
dnk,2014,20_24,145.777900
dnk,2014,25_29,145.718500
dnk,2014,30_34,149.833700
dnk,2014,35_39,172.376500
dnk,2014,40_44,186.206500
dnk,2014,45_49,194.188000
dnk,2014,50_54,177.924000
dnk,2014,55_59,150.254800
dnk,2014,60_64,83.310330
dnk,2014,65,46.131810
dnk,2014,total_15,1556.484000
dnk,2015,15_19,103.864100
dnk,2015,20_24,147.510800
dnk,2015,25_29,150.002000
dnk,2015,30_34,149.064100
dnk,2015,35_39,168.752900
dnk,2015,40_44,182.711000
dnk,2015,45_49,193.479100
dnk,2015,50_54,180.564300
dnk,2015,55_59,152.542100
dnk,2015,60_64,81.712540
dnk,2015,65,47.345420
dnk,2015,total_15,1557.548000
dnk,2016,15_19,103.081200
dnk,2016,20_24,148.449200
dnk,2016,25_29,153.991700
dnk,2016,30_34,150.088700
dnk,2016,35_39,164.746200
dnk,2016,40_44,179.418000
dnk,2016,45_49,191.669000
dnk,2016,50_54,182.794000
dnk,2016,55_59,155.167800
dnk,2016,60_64,80.835900
dnk,2016,65,48.436380
dnk,2016,total_15,1558.678000
dnk,2017,15_19,102.121200
dnk,2017,20_24,148.436600
dnk,2017,25_29,157.789700
dnk,2017,30_34,153.029100
dnk,2017,35_39,160.167600
dnk,2017,40_44,176.514900
dnk,2017,45_49,188.759500
dnk,2017,50_54,184.504500
dnk,2017,55_59,158.114700
dnk,2017,60_64,80.926220
dnk,2017,65,49.316670
dnk,2017,total_15,1559.681000
dnk,2018,15_19,101.100800
dnk,2018,20_24,147.695500
dnk,2018,25_29,161.168800
dnk,2018,30_34,157.343500
dnk,2018,35_39,155.777700
dnk,2018,40_44,173.767300
dnk,2018,45_49,185.170700
dnk,2018,50_54,185.556200
dnk,2018,55_59,161.140400
dnk,2018,60_64,81.778180
dnk,2018,65,50.054800
dnk,2018,total_15,1560.554000
dnk,2019,15_19,100.191500
dnk,2019,20_24,146.603900
dnk,2019,25_29,163.881900
dnk,2019,30_34,162.101700
dnk,2019,35_39,152.767900
dnk,2019,40_44,170.743700
dnk,2019,45_49,181.520800
dnk,2019,50_54,185.780900
dnk,2019,55_59,163.987100
dnk,2019,60_64,83.031440
dnk,2019,65,50.754120
dnk,2019,total_15,1561.365000
dnk,2020,15_19,99.494320
dnk,2020,20_24,145.403000
dnk,2020,25_29,165.750300
dnk,2020,30_34,166.654000
dnk,2020,35_39,151.861500
dnk,2020,40_44,167.215100
dnk,2020,45_49,178.179200
dnk,2020,50_54,185.091300
dnk,2020,55_59,166.474000
dnk,2020,60_64,84.440680
dnk,2020,65,51.476410
dnk,2020,total_15,1562.040000
dji,2010,15_19,18.263670
dji,2010,20_24,27.880580
dji,2010,25_29,32.387420
dji,2010,30_34,27.645620
dji,2010,35_39,23.369460
dji,2010,40_44,19.303170
dji,2010,45_49,15.400790
dji,2010,50_54,11.926110
dji,2010,55_59,7.266098
dji,2010,60_64,4.279357
dji,2010,65,2.576204
dji,2010,total_15,190.298500
dji,2011,15_19,18.310520
dji,2011,20_24,28.523250
dji,2011,25_29,33.398880
dji,2011,30_34,28.477450
dji,2011,35_39,24.047110
dji,2011,40_44,19.901160
dji,2011,45_49,15.927090
dji,2011,50_54,12.340440
dji,2011,55_59,7.458556
dji,2011,60_64,4.363623
dji,2011,65,2.693152
dji,2011,total_15,195.441200
dji,2012,15_19,18.271240
dji,2012,20_24,29.131870
dji,2012,25_29,34.443660
dji,2012,30_34,29.346630
dji,2012,35_39,24.748710
dji,2012,40_44,20.513620
dji,2012,45_49,16.476100
dji,2012,50_54,12.783710
dji,2012,55_59,7.695078
dji,2012,60_64,4.436398
dji,2012,65,2.810493
dji,2012,total_15,200.657500
dji,2013,15_19,18.185110
dji,2013,20_24,29.665110
dji,2013,25_29,35.494280
dji,2013,30_34,30.254860
dji,2013,35_39,25.478560
dji,2013,40_44,21.137150
dji,2013,45_49,17.045290
dji,2013,50_54,13.253440
dji,2013,55_59,7.968537
dji,2013,60_64,4.512045
dji,2013,65,2.925476
dji,2013,total_15,205.919800
dji,2014,15_19,18.112680
dji,2014,20_24,30.071870
dji,2014,25_29,36.513230
dji,2014,30_34,31.213160
dji,2014,35_39,26.245190
dji,2014,40_44,21.780280
dji,2014,45_49,17.627920
dji,2014,50_54,13.746330
dji,2014,55_59,8.268564
dji,2014,60_64,4.610196
dji,2014,65,3.035152
dji,2014,total_15,211.224600
dji,2015,15_19,18.092500
dji,2015,20_24,30.329060
dji,2015,25_29,37.472200
dji,2015,30_34,32.220690
dji,2015,35_39,27.058030
dji,2015,40_44,22.443000
dji,2015,45_49,18.222330
dji,2015,50_54,14.263200
dji,2015,55_59,8.588679
dji,2015,60_64,4.741382
dji,2015,65,3.137752
dji,2015,total_15,216.568800
dji,2016,15_19,18.092860
dji,2016,20_24,30.413570
dji,2016,25_29,38.334520
dji,2016,30_34,33.235010
dji,2016,35_39,27.888830
dji,2016,40_44,23.101460
dji,2016,45_49,18.787310
dji,2016,50_54,14.750300
dji,2016,55_59,8.884171
dji,2016,60_64,4.869696
dji,2016,65,3.255290
dji,2016,total_15,221.613000
dji,2017,15_19,18.151240
dji,2017,20_24,30.355810
dji,2017,25_29,39.155180
dji,2017,30_34,34.286690
dji,2017,35_39,28.759850
dji,2017,40_44,23.792290
dji,2017,45_49,19.369950
dji,2017,50_54,15.268830
dji,2017,55_59,9.204933
dji,2017,60_64,5.027694
dji,2017,65,3.365752
dji,2017,total_15,226.738200
dji,2018,15_19,18.263310
dji,2018,20_24,30.219620
dji,2018,25_29,39.887530
dji,2018,30_34,35.351090
dji,2018,35_39,29.676210
dji,2018,40_44,24.520600
dji,2018,45_49,19.976970
dji,2018,50_54,15.812170
dji,2018,55_59,9.553561
dji,2018,60_64,5.211068
dji,2018,65,3.473069
dji,2018,total_15,231.945200
dji,2019,15_19,18.409980
dji,2019,20_24,30.110170
dji,2019,25_29,40.464080
dji,2019,30_34,36.393420
dji,2019,35_39,30.649900
dji,2019,40_44,25.296610
dji,2019,45_49,20.614250
dji,2019,50_54,16.378660
dji,2019,55_59,9.926165
dji,2019,60_64,5.415987
dji,2019,65,3.581172
dji,2019,total_15,237.240400
dji,2020,15_19,18.580430
dji,2020,20_24,30.097400
dji,2020,25_29,40.851500
dji,2020,30_34,37.389920
dji,2020,35_39,31.679210
dji,2020,40_44,26.127990
dji,2020,45_49,21.286010
dji,2020,50_54,16.965000
dji,2020,55_59,10.324690
dji,2020,60_64,5.639099
dji,2020,65,3.693600
dji,2020,total_15,242.634800
dom,2010,15_19,204.051400
dom,2010,20_24,374.586700
dom,2010,25_29,381.270800
dom,2010,30_34,337.585400
dom,2010,35_39,311.479100
dom,2010,40_44,283.548200
dom,2010,45_49,248.273600
dom,2010,50_54,204.372400
dom,2010,55_59,151.113800
dom,2010,60_64,79.071600
dom,2010,65,110.846800
dom,2010,total_15,2686.200000
dom,2011,15_19,204.321200
dom,2011,20_24,379.148200
dom,2011,25_29,387.512500
dom,2011,30_34,344.019900
dom,2011,35_39,315.153900
dom,2011,40_44,287.507600
dom,2011,45_49,253.221100
dom,2011,50_54,210.827400
dom,2011,55_59,157.753300
dom,2011,60_64,82.921530
dom,2011,65,113.562800
dom,2011,total_15,2735.949000
dom,2012,15_19,203.767500
dom,2012,20_24,383.827200
dom,2012,25_29,392.693400
dom,2012,30_34,351.209000
dom,2012,35_39,318.529600
dom,2012,40_44,291.378400
dom,2012,45_49,257.671300
dom,2012,50_54,217.096600
dom,2012,55_59,164.304400
dom,2012,60_64,87.279520
dom,2012,65,116.405600
dom,2012,total_15,2784.162000
dom,2013,15_19,202.787000
dom,2013,20_24,388.191300
dom,2013,25_29,397.105300
dom,2013,30_34,358.654700
dom,2013,35_39,321.952500
dom,2013,40_44,295.118300
dom,2013,45_49,261.705100
