country,year,age_group,mflf
afg,1990,15_19,400.930000
afg,1990,20_24,596.985600
afg,1990,25_29,544.664200
afg,1990,30_34,457.336200
afg,1990,35_39,380.708300
afg,1990,40_44,332.813100
afg,1990,45_49,256.087100
afg,1990,50_54,193.421200
afg,1990,55_59,137.361000
afg,1990,60_64,86.276460
afg,1990,65,72.864210
afg,1990,total_15,3459.447000
afg,1991,15_19,431.174400
afg,1991,20_24,642.498300
afg,1991,25_29,586.338900
afg,1991,30_34,491.460100
afg,1991,35_39,407.070300
afg,1991,40_44,353.503300
afg,1991,45_49,275.742300
afg,1991,50_54,206.245200
afg,1991,55_59,146.383000
afg,1991,60_64,91.821600
afg,1991,65,77.650630
afg,1991,total_15,3709.888000
afg,1992,15_19,472.213900
afg,1992,20_24,703.945600
afg,1992,25_29,642.842700
afg,1992,30_34,537.604600
afg,1992,35_39,445.068800
afg,1992,40_44,381.007700
afg,1992,45_49,303.464900
afg,1992,50_54,224.376400
afg,1992,55_59,159.452900
afg,1992,60_64,100.041800
afg,1992,65,84.632190
afg,1992,total_15,4054.652000
afg,1993,15_19,518.009500
afg,1993,20_24,772.218000
afg,1993,25_29,705.753200
afg,1993,30_34,589.006200
afg,1993,35_39,488.446500
afg,1993,40_44,411.128400
afg,1993,45_49,334.497300
afg,1993,50_54,245.165500
afg,1993,55_59,174.464200
afg,1993,60_64,109.653800
afg,1993,65,92.812050
afg,1993,total_15,4441.154000
afg,1994,15_19,561.726900
afg,1994,20_24,836.827000
afg,1994,25_29,765.380600
afg,1994,30_34,638.007300
afg,1994,35_39,529.766500
afg,1994,40_44,439.916300
afg,1994,45_49,362.938600
afg,1994,50_54,265.774500
afg,1994,55_59,189.039200
afg,1994,60_64,119.187600
afg,1994,65,101.067600
afg,1994,total_15,4809.632000
afg,1995,15_19,599.644700
afg,1995,20_24,891.968100
afg,1995,25_29,816.305000
afg,1995,30_34,680.264100
afg,1995,35_39,564.803100
afg,1995,40_44,465.449800
afg,1995,45_49,385.438000
afg,1995,50_54,284.521200
afg,1995,55_59,201.867100
afg,1995,60_64,127.790300
afg,1995,65,108.807900
afg,1995,total_15,5126.859000
afg,1996,15_19,624.111700
afg,1996,20_24,926.447400
afg,1996,25_29,848.701700
afg,1996,30_34,706.981800
afg,1996,35_39,586.186800
afg,1996,40_44,480.795100
afg,1996,45_49,396.582500
afg,1996,50_54,296.174000
afg,1996,55_59,208.737700
afg,1996,60_64,132.338000
afg,1996,65,114.067000
afg,1996,total_15,5321.124000
afg,1997,15_19,641.041600
afg,1997,20_24,948.391700
afg,1997,25_29,869.605500
afg,1997,30_34,724.508000
afg,1997,35_39,599.587800
afg,1997,40_44,491.196100
afg,1997,45_49,400.600300
afg,1997,50_54,304.761100
afg,1997,55_59,212.722000
afg,1997,60_64,135.143800
afg,1997,65,117.351100
afg,1997,total_15,5444.909000
afg,1998,15_19,654.742500
afg,1998,20_24,964.965600
afg,1998,25_29,885.158200
afg,1998,30_34,737.920000
afg,1998,35_39,609.482100
afg,1998,40_44,499.704500
afg,1998,45_49,401.553400
afg,1998,50_54,311.628700
afg,1998,55_59,215.644900
afg,1998,60_64,137.215800
afg,1998,65,119.470800
afg,1998,total_15,5537.486000
afg,1999,15_19,670.657200
afg,1999,20_24,985.102400
afg,1999,25_29,903.037800
afg,1999,30_34,753.449500
afg,1999,35_39,621.417500
afg,1999,40_44,509.851700
afg,1999,45_49,404.485000
afg,1999,50_54,318.320300
afg,1999,55_59,219.771100
afg,1999,60_64,139.747000
afg,1999,65,121.466900
afg,1999,total_15,5647.307000
afg,2000,15_19,646.172400
afg,2000,20_24,991.276100
afg,2000,25_29,923.717500
afg,2000,30_34,776.393000
afg,2000,35_39,642.035200
afg,2000,40_44,517.161800
afg,2000,45_49,415.468700
afg,2000,50_54,333.476600
afg,2000,55_59,232.980400
afg,2000,60_64,143.304300
afg,2000,65,123.361400
afg,2000,total_15,5745.347000
afg,2001,15_19,670.341700
afg,2001,20_24,1026.782000
afg,2001,25_29,954.558900
afg,2001,30_34,802.472400
afg,2001,35_39,663.417500
afg,2001,40_44,533.716900
afg,2001,45_49,426.647100
afg,2001,50_54,340.897300
afg,2001,55_59,241.003200
afg,2001,60_64,147.195400
afg,2001,65,128.078700
afg,2001,total_15,5935.111000
afg,2002,15_19,700.937500
afg,2002,20_24,1072.311000
afg,2002,25_29,993.554300
afg,2002,30_34,835.580000
afg,2002,35_39,690.968200
afg,2002,40_44,554.933400
afg,2002,45_49,443.045400
afg,2002,50_54,349.912800
afg,2002,55_59,252.028100
afg,2002,60_64,152.403500
afg,2002,65,133.599500
afg,2002,total_15,6179.273000
afg,2003,15_19,735.478100
afg,2003,20_24,1124.070000
afg,2003,25_29,1037.533000
afg,2003,30_34,872.786300
afg,2003,35_39,722.192800
afg,2003,40_44,578.973900
afg,2003,45_49,462.661500
afg,2003,50_54,360.090900
afg,2003,55_59,264.530000
afg,2003,60_64,158.627200
afg,2003,65,139.484100
afg,2003,total_15,6456.427000
afg,2004,15_19,770.790000
afg,2004,20_24,1177.030000
afg,2004,25_29,1082.544000
afg,2004,30_34,910.247100
afg,2004,35_39,753.798000
afg,2004,40_44,603.554000
afg,2004,45_49,482.786200
afg,2004,50_54,371.149000
afg,2004,55_59,276.385400
afg,2004,60_64,165.500400
afg,2004,65,145.151700
afg,2004,total_15,6738.936000
afg,2005,15_19,805.265200
afg,2005,20_24,1228.489000
afg,2005,25_29,1126.551000
afg,2005,30_34,945.831100
afg,2005,35_39,783.934300
afg,2005,40_44,627.439600
afg,2005,45_49,501.889100
afg,2005,50_54,383.019700
afg,2005,55_59,286.442600
afg,2005,60_64,172.784300
afg,2005,65,150.324500
afg,2005,total_15,7011.970000
afg,2006,15_19,835.543600
afg,2006,20_24,1274.107000
afg,2006,25_29,1166.313000
afg,2006,30_34,976.525800
afg,2006,35_39,809.795400
afg,2006,40_44,648.114500
afg,2006,45_49,517.691100
afg,2006,50_54,393.204500
afg,2006,55_59,292.796300
afg,2006,60_64,178.833400
afg,2006,65,156.271400
afg,2006,total_15,7249.196000
afg,2007,15_19,864.516900
afg,2007,20_24,1317.846000
afg,2007,25_29,1204.841000
afg,2007,30_34,1005.307000
afg,2007,35_39,834.207800
afg,2007,40_44,667.942000
afg,2007,45_49,532.590600
afg,2007,50_54,403.983600
afg,2007,55_59,297.458600
afg,2007,60_64,185.123700
afg,2007,65,161.306300
afg,2007,total_15,7475.124000
afg,2008,15_19,894.403300
afg,2008,20_24,1362.775000
afg,2008,25_29,1244.620000
afg,2008,30_34,1034.800000
afg,2008,35_39,859.024200
afg,2008,40_44,688.287700
afg,2008,45_49,547.911000
afg,2008,50_54,415.874000
afg,2008,55_59,301.893100
afg,2008,60_64,191.600500
afg,2008,65,165.891800
afg,2008,total_15,7707.080000
afg,2009,15_19,928.331100
afg,2009,20_24,1412.981000
afg,2009,25_29,1288.909000
afg,2009,30_34,1068.380000
afg,2009,35_39,886.583000
afg,2009,40_44,710.921100
afg,2009,45_49,565.380200
afg,2009,50_54,429.426300
afg,2009,55_59,308.033400
afg,2009,60_64,198.099800
afg,2009,65,170.648700
afg,2009,total_15,7967.694000
afg,2010,15_19,968.089000
afg,2010,20_24,1470.914000
afg,2010,25_29,1339.620000
afg,2010,30_34,1107.884000
afg,2010,35_39,918.177500
afg,2010,40_44,736.823900
afg,2010,45_49,585.924400
afg,2010,50_54,444.930200
afg,2010,55_59,316.914900
afg,2010,60_64,204.574400
afg,2010,65,175.912900
afg,2010,total_15,8269.766000
afg,2011,15_19,1006.671000
afg,2011,20_24,1528.839000
afg,2011,25_29,1392.201000
afg,2011,30_34,1149.400000
afg,2011,35_39,950.272800
afg,2011,40_44,762.924400
afg,2011,45_49,606.540300
afg,2011,50_54,459.927700
afg,2011,55_59,326.255200
afg,2011,60_64,209.453600
afg,2011,65,182.999500
afg,2011,total_15,8575.484000
afg,2012,15_19,1051.127000
afg,2012,20_24,1593.353000
afg,2012,25_29,1451.369000
afg,2012,30_34,1197.181000
afg,2012,35_39,986.665500
afg,2012,40_44,792.620300
afg,2012,45_49,630.394500
afg,2012,50_54,477.228200
afg,2012,55_59,338.303900
afg,2012,60_64,214.558900
afg,2012,65,190.594700
afg,2012,total_15,8923.397000
afg,2013,15_19,1098.223000
afg,2013,20_24,1663.621000
afg,2013,25_29,1515.707000
afg,2013,30_34,1249.879000
afg,2013,35_39,1026.659000
afg,2013,40_44,825.002300
afg,2013,45_49,656.733300
afg,2013,50_54,496.426900
afg,2013,55_59,352.397700
afg,2013,60_64,220.256000
afg,2013,65,198.357800
afg,2013,total_15,9303.263000
afg,2014,15_19,1143.247000
afg,2014,20_24,1738.761000
afg,2014,25_29,1583.411000
afg,2014,30_34,1305.512000
afg,2014,35_39,1069.313000
afg,2014,40_44,858.862000
afg,2014,45_49,684.492800
afg,2014,50_54,517.020900
afg,2014,55_59,367.577900
afg,2014,60_64,227.040300
afg,2014,65,205.813100
afg,2014,total_15,9701.051000
afg,2015,15_19,1183.417000
afg,2015,20_24,1818.006000
afg,2015,25_29,1653.453000
afg,2015,30_34,1362.796000
afg,2015,35_39,1114.046000
afg,2015,40_44,893.510500
afg,2015,45_49,712.997600
afg,2015,50_54,538.680100
afg,2015,55_59,383.289900
afg,2015,60_64,235.158000
afg,2015,65,212.736400
afg,2015,total_15,10108.090000
afg,2016,15_19,1215.457000
afg,2016,20_24,1896.322000
afg,2016,25_29,1722.320000
afg,2016,30_34,1418.750000
afg,2016,35_39,1157.944000
afg,2016,40_44,926.358100
afg,2016,45_49,739.484900
afg,2016,50_54,558.563500
afg,2016,55_59,396.990800
afg,2016,60_64,242.442900
afg,2016,65,220.824900
afg,2016,total_15,10495.460000
afg,2017,15_19,1243.247000
afg,2017,20_24,1979.110000
afg,2017,25_29,1792.928000
afg,2017,30_34,1477.016000
afg,2017,35_39,1204.512000
afg,2017,40_44,960.501500
afg,2017,45_49,767.236400
afg,2017,50_54,579.757400
afg,2017,55_59,411.521200
afg,2017,60_64,250.915400
afg,2017,65,228.288100
afg,2017,total_15,10895.030000
afg,2018,15_19,1268.241000
afg,2018,20_24,2062.625000
afg,2018,25_29,1866.158000
afg,2018,30_34,1537.814000
afg,2018,35_39,1253.666000
afg,2018,40_44,996.258500
afg,2018,45_49,796.241800
afg,2018,50_54,602.194000
afg,2018,55_59,427.018000
afg,2018,60_64,260.406800
afg,2018,65,235.311000
afg,2018,total_15,11305.930000
afg,2019,15_19,1293.080000
afg,2019,20_24,2141.505000
afg,2019,25_29,1943.841000
afg,2019,30_34,1601.605000
afg,2019,35_39,1305.330000
afg,2019,40_44,1034.246000
afg,2019,45_49,826.551400
afg,2019,50_54,625.836100
afg,2019,55_59,443.714700
afg,2019,60_64,270.666200
afg,2019,65,242.158800
afg,2019,total_15,11728.540000
afg,2020,15_19,1319.592000
afg,2020,20_24,2212.701000
afg,2020,25_29,2026.858000
afg,2020,30_34,1668.620000
afg,2020,35_39,1359.483000
afg,2020,40_44,1074.895000
afg,2020,45_49,858.230700
afg,2020,50_54,650.680400
afg,2020,55_59,461.743800
afg,2020,60_64,281.585400
afg,2020,65,249.022500
afg,2020,total_15,12163.410000
alb,1990,15_19,151.457700
alb,1990,20_24,210.625500
alb,1990,25_29,228.113900
alb,1990,30_34,202.556100
alb,1990,35_39,160.710600
alb,1990,40_44,125.486700
alb,1990,45_49,123.608100
alb,1990,50_54,95.762370
alb,1990,55_59,56.949530
alb,1990,60_64,27.812860
alb,1990,65,31.674410
alb,1990,total_15,1414.758000
alb,1991,15_19,152.325600
alb,1991,20_24,210.014400
alb,1991,25_29,219.542300
alb,1991,30_34,202.307700
alb,1991,35_39,165.822700
alb,1991,40_44,127.675800
alb,1991,45_49,123.213600
alb,1991,50_54,98.255910
alb,1991,55_59,60.787000
alb,1991,60_64,29.207920
alb,1991,65,37.644240
alb,1991,total_15,1426.797000
alb,1992,15_19,147.571700
alb,1992,20_24,202.423500
alb,1992,25_29,210.186500
alb,1992,30_34,201.644500
alb,1992,35_39,169.891300
alb,1992,40_44,130.875400
alb,1992,45_49,120.108500
alb,1992,50_54,100.281000
alb,1992,55_59,62.758240
alb,1992,60_64,30.520900
alb,1992,65,39.597600
alb,1992,total_15,1415.859000
alb,1993,15_19,143.495300
alb,1993,20_24,192.557500
alb,1993,25_29,201.426800
alb,1993,30_34,201.101900
alb,1993,35_39,173.359700
alb,1993,40_44,134.840300
alb,1993,45_49,115.798400
alb,1993,50_54,101.464300
alb,1993,55_59,62.601680
alb,1993,60_64,31.308480
alb,1993,65,38.544910
alb,1993,total_15,1396.499000
alb,1994,15_19,139.413500
alb,1994,20_24,182.858200
alb,1994,25_29,191.717500
alb,1994,30_34,197.886000
alb,1994,35_39,175.288800
alb,1994,40_44,138.587800
alb,1994,45_49,112.534300
alb,1994,50_54,101.879000
alb,1994,55_59,62.526920
alb,1994,60_64,32.142240
alb,1994,65,37.747020
alb,1994,total_15,1372.581000
alb,1995,15_19,134.902000
alb,1995,20_24,173.327300
alb,1995,25_29,182.786600
alb,1995,30_34,192.941100
alb,1995,35_39,176.212800
alb,1995,40_44,141.949200
alb,1995,45_49,111.301900
alb,1995,50_54,101.368100
alb,1995,55_59,62.641530
alb,1995,60_64,32.932870
alb,1995,65,36.557120
alb,1995,total_15,1346.921000
alb,1996,15_19,128.627300
alb,1996,20_24,166.043300
alb,1996,25_29,178.817500
alb,1996,30_34,187.167400
alb,1996,35_39,180.742700
alb,1996,40_44,148.498800
alb,1996,45_49,113.176600
alb,1996,50_54,99.338260
alb,1996,55_59,63.425450
alb,1996,60_64,34.107200
alb,1996,65,36.128010
alb,1996,total_15,1336.072000
alb,1997,15_19,129.183100
alb,1997,20_24,161.709500
alb,1997,25_29,173.839500
alb,1997,30_34,180.888700
alb,1997,35_39,181.924000
alb,1997,40_44,156.200900
alb,1997,45_49,117.472400
alb,1997,50_54,96.938230
alb,1997,55_59,64.825440
alb,1997,60_64,35.065430
alb,1997,65,38.786370
alb,1997,total_15,1336.834000
alb,1998,15_19,127.909400
alb,1998,20_24,152.484600
alb,1998,25_29,169.173100
alb,1998,30_34,177.869800
alb,1998,35_39,179.570400
alb,1998,40_44,164.944900
alb,1998,45_49,122.983600
alb,1998,50_54,95.324360
alb,1998,55_59,65.519160
alb,1998,60_64,35.864360
alb,1998,65,38.499380
alb,1998,total_15,1330.143000
alb,1999,15_19,129.063700
alb,1999,20_24,144.292500
alb,1999,25_29,163.158200
alb,1999,30_34,176.510900
alb,1999,35_39,174.495700
alb,1999,40_44,173.298900
alb,1999,45_49,129.769100
alb,1999,50_54,95.717720
alb,1999,55_59,66.166710
alb,1999,60_64,36.725370
alb,1999,65,38.879670
alb,1999,total_15,1328.078000
alb,2000,15_19,131.505300
alb,2000,20_24,139.302200
alb,2000,25_29,156.103800
alb,2000,30_34,175.233800
alb,2000,35_39,169.256500
alb,2000,40_44,179.300400
alb,2000,45_49,137.813500
alb,2000,50_54,98.416700
alb,2000,55_59,66.647020
alb,2000,60_64,37.691070
alb,2000,65,39.829130
alb,2000,total_15,1331.099000
alb,2001,15_19,131.328400
alb,2001,20_24,142.298200
alb,2001,25_29,151.471300
alb,2001,30_34,172.972200
alb,2001,35_39,168.478900
alb,2001,40_44,179.105300
alb,2001,45_49,144.653100
alb,2001,50_54,100.465900
alb,2001,55_59,66.445620
alb,2001,60_64,38.100250
alb,2001,65,40.068630
alb,2001,total_15,1335.388000
alb,2002,15_19,132.056400
alb,2002,20_24,149.940800
alb,2002,25_29,147.225000
alb,2002,30_34,169.675900
alb,2002,35_39,170.908800
alb,2002,40_44,176.326900
alb,2002,45_49,153.158100
alb,2002,50_54,104.130000
alb,2002,55_59,66.115560
alb,2002,60_64,38.761350
alb,2002,65,40.938270
alb,2002,total_15,1349.237000
alb,2003,15_19,131.897000
alb,2003,20_24,159.847700
alb,2003,25_29,144.125200
alb,2003,30_34,165.520200
alb,2003,35_39,175.259800
alb,2003,40_44,172.068000
alb,2003,45_49,161.989500
alb,2003,50_54,109.504200
alb,2003,55_59,66.284310
alb,2003,60_64,39.730270
alb,2003,65,42.362910
alb,2003,total_15,1368.589000
alb,2004,15_19,131.139000
alb,2004,20_24,169.277700
alb,2004,25_29,143.439400
alb,2004,30_34,160.780500
alb,2004,35_39,178.837400
alb,2004,40_44,168.400000
alb,2004,45_49,168.911000
alb,2004,50_54,116.010700
alb,2004,55_59,67.090190
alb,2004,60_64,40.567550
alb,2004,65,43.793060
alb,2004,total_15,1388.247000
alb,2005,15_19,130.001600
alb,2005,20_24,176.450100
alb,2005,25_29,146.048600
alb,2005,30_34,155.938200
alb,2005,35_39,179.800100
alb,2005,40_44,166.874000
alb,2005,45_49,172.585100
alb,2005,50_54,123.160400
alb,2005,55_59,68.876160
alb,2005,60_64,41.097750
alb,2005,65,45.185190
alb,2005,total_15,1406.017000
alb,2006,15_19,129.107900
alb,2006,20_24,182.930300
alb,2006,25_29,155.562300
alb,2006,30_34,153.738700
alb,2006,35_39,175.913800
alb,2006,40_44,168.964000
alb,2006,45_49,173.993900
alb,2006,50_54,128.550900
alb,2006,55_59,71.284300
alb,2006,60_64,41.731940
alb,2006,65,46.942130
alb,2006,total_15,1428.720000
alb,2007,15_19,126.468500
alb,2007,20_24,187.499600
alb,2007,25_29,167.786900
alb,2007,30_34,151.982400
alb,2007,35_39,171.179400
alb,2007,40_44,171.092700
alb,2007,45_49,172.863700
alb,2007,50_54,135.406400
alb,2007,55_59,73.634340
alb,2007,60_64,42.013950
alb,2007,65,48.703390
alb,2007,total_15,1448.631000
alb,2008,15_19,122.109200
alb,2008,20_24,190.773100
alb,2008,25_29,180.727000
alb,2008,30_34,151.301100
alb,2008,35_39,167.409300
alb,2008,40_44,171.407800
alb,2008,45_49,170.399900
alb,2008,50_54,143.259700
alb,2008,55_59,75.802570
alb,2008,60_64,42.157340
alb,2008,65,50.413240
alb,2008,total_15,1465.760000
alb,2009,15_19,116.854500
alb,2009,20_24,192.897800
alb,2009,25_29,192.223500
alb,2009,30_34,153.176600
alb,2009,35_39,165.408200
alb,2009,40_44,169.071600
alb,2009,45_49,168.314700
alb,2009,50_54,150.594700
alb,2009,55_59,78.199060
alb,2009,60_64,42.430580
alb,2009,65,52.043640
alb,2009,total_15,1481.215000
alb,2010,15_19,111.694300
alb,2010,20_24,193.267300
alb,2010,25_29,201.517200
alb,2010,30_34,158.415500
alb,2010,35_39,164.751600
alb,2010,40_44,165.146400
alb,2010,45_49,167.034700
alb,2010,50_54,156.117600
alb,2010,55_59,81.529560
alb,2010,60_64,42.902240
alb,2010,65,53.597020
alb,2010,total_15,1495.973000
alb,2011,15_19,108.419300
alb,2011,20_24,190.298300
alb,2011,25_29,209.409900
alb,2011,30_34,164.744000
alb,2011,35_39,163.174400
alb,2011,40_44,164.812300
alb,2011,45_49,164.833200
alb,2011,50_54,159.331700
alb,2011,55_59,88.196680
alb,2011,60_64,43.766930
alb,2011,65,54.890550
alb,2011,total_15,1511.877000
alb,2012,15_19,106.061300
alb,2012,20_24,184.767300
alb,2012,25_29,215.912300
alb,2012,30_34,174.022700
alb,2012,35_39,160.294800
alb,2012,40_44,165.149800
alb,2012,45_49,162.880500
alb,2012,50_54,159.281500
alb,2012,55_59,96.450520
alb,2012,60_64,44.899110
alb,2012,65,56.040700
alb,2012,total_15,1525.761000
alb,2013,15_19,104.295900
alb,2013,20_24,177.936800
alb,2013,25_29,220.637200
alb,2013,30_34,185.105800
alb,2013,35_39,157.546800
alb,2013,40_44,165.732900
alb,2013,45_49,161.321600
alb,2013,50_54,157.040600
alb,2013,55_59,105.211800
alb,2013,60_64,46.544090
alb,2013,65,57.147650
alb,2013,total_15,1538.521000
alb,2014,15_19,102.462900
alb,2014,20_24,171.610800
alb,2014,25_29,223.099000
alb,2014,30_34,196.055400
alb,2014,35_39,157.077700
alb,2014,40_44,165.771600
alb,2014,45_49,160.133200
alb,2014,50_54,154.340200
alb,2014,55_59,112.756900
alb,2014,60_64,49.061510
alb,2014,65,58.309700
alb,2014,total_15,1550.679000
alb,2015,15_19,100.121200
alb,2015,20_24,166.864200
alb,2015,25_29,223.070600
alb,2015,30_34,205.518500
alb,2015,35_39,160.095900
alb,2015,40_44,164.820600
alb,2015,45_49,159.267800
alb,2015,50_54,152.253900
alb,2015,55_59,117.980200
alb,2015,60_64,52.616110
alb,2015,65,59.579650
alb,2015,total_15,1562.189000
alb,2016,15_19,96.968700
alb,2016,20_24,163.061200
alb,2016,25_29,220.441700
alb,2016,30_34,213.820400
alb,2016,35_39,166.386000
alb,2016,40_44,162.973600
alb,2016,45_49,158.797300
alb,2016,50_54,150.257700
alb,2016,55_59,120.632700
alb,2016,60_64,56.873980
alb,2016,65,60.853790
alb,2016,total_15,1571.067000
alb,2017,15_19,93.591080
alb,2017,20_24,160.826100
alb,2017,25_29,215.021900
alb,2017,30_34,221.017500
alb,2017,35_39,176.004300
alb,2017,40_44,160.080500
alb,2017,45_49,159.270900
alb,2017,50_54,148.736600
alb,2017,55_59,121.077100
alb,2017,60_64,62.282250
alb,2017,65,62.198710
alb,2017,total_15,1580.107000
alb,2018,15_19,90.029460
alb,2018,20_24,159.472100
alb,2018,25_29,207.975200
alb,2018,30_34,226.462100
alb,2018,35_39,187.583800
alb,2018,40_44,157.412500
alb,2018,45_49,160.088300
alb,2018,50_54,147.644700
alb,2018,55_59,119.955400
alb,2018,60_64,68.068070
alb,2018,65,63.745740
alb,2018,total_15,1588.437000
alb,2019,15_19,86.360950
alb,2019,20_24,157.829700
alb,2019,25_29,201.229800
alb,2019,30_34,229.384700
alb,2019,35_39,198.936800
alb,2019,40_44,157.008100
alb,2019,45_49,160.299200
alb,2019,50_54,146.846800
alb,2019,55_59,118.422700
alb,2019,60_64,73.030400
alb,2019,65,65.679320
alb,2019,total_15,1595.029000
alb,2020,15_19,82.654370
alb,2020,20_24,155.219600
alb,2020,25_29,196.069700
alb,2020,30_34,229.420700
alb,2020,35_39,208.577900
alb,2020,40_44,160.072300
alb,2020,45_49,159.429600
alb,2020,50_54,146.276100
alb,2020,55_59,117.248600
alb,2020,60_64,76.428990
alb,2020,65,68.120390
alb,2020,total_15,1599.518000
dza,1985,15_19,459.070600
dza,1985,20_24,757.359800
dza,1985,25_29,852.355900
dza,1985,30_34,722.950800
dza,1985,35_39,482.843600
dza,1985,40_44,378.671600
dza,1985,45_49,366.664700
dza,1985,50_54,331.957200
dza,1985,55_59,215.950500
dza,1985,60_64,120.421600
dza,1985,65,110.483100
dza,1986,15_19,492.994000
dza,1986,20_24,817.813000
dza,1986,25_29,893.512700
dza,1986,30_34,753.172400
dza,1986,35_39,519.895300
dza,1986,40_44,386.765100
dza,1986,45_49,363.162100
dza,1986,50_54,338.382400
dza,1986,55_59,227.023700
dza,1986,60_64,120.441600
dza,1986,65,105.158700
dza,1987,15_19,529.479100
dza,1987,20_24,878.169900
dza,1987,25_29,944.392800
dza,1987,30_34,774.994900
dza,1987,35_39,565.824100
dza,1987,40_44,398.949200
dza,1987,45_49,359.708600
dza,1987,50_54,341.935600
dza,1987,55_59,240.676300
dza,1987,60_64,120.806300
dza,1987,65,99.969120
dza,1988,15_19,568.849700
dza,1988,20_24,938.279200
dza,1988,25_29,1001.072000
dza,1988,30_34,793.097700
dza,1988,35_39,615.370500
dza,1988,40_44,416.321000
dza,1988,45_49,357.368800
dza,1988,50_54,343.146000
dza,1988,55_59,255.095200
dza,1988,60_64,121.791200
dza,1988,65,94.934410
dza,1989,15_19,611.475400
dza,1989,20_24,998.624400
dza,1989,25_29,1056.884000
dza,1989,30_34,815.230900
dza,1989,35_39,660.429700
dza,1989,40_44,440.449400
dza,1989,45_49,357.638200
dza,1989,50_54,342.895100
dza,1989,55_59,267.592800
dza,1989,60_64,123.835500
dza,1989,65,90.057310
dza,1990,15_19,657.818400
dza,1990,20_24,1059.884000
dza,1990,25_29,1107.726000
dza,1990,30_34,846.148200
dza,1990,35_39,696.278000
dza,1990,40_44,472.008100
dza,1990,45_49,361.669400
dza,1990,50_54,341.926900
dza,1990,55_59,276.621300
dza,1990,60_64,127.064300
dza,1990,65,85.353420
dza,1990,total_15,6032.499000
dza,1991,15_19,708.963700
dza,1991,20_24,1124.366000
dza,1991,25_29,1157.445000
dza,1991,30_34,886.383900
dza,1991,35_39,725.108300
dza,1991,40_44,511.956100
dza,1991,45_49,369.652000
dza,1991,50_54,340.040200
dza,1991,55_59,282.097400
dza,1991,60_64,130.729100
dza,1991,65,81.450070
dza,1991,total_15,6318.192000
dza,1992,15_19,763.453600
dza,1992,20_24,1188.340000
dza,1992,25_29,1202.569000
dza,1992,30_34,934.214100
dza,1992,35_39,743.996100
dza,1992,40_44,559.959100
dza,1992,45_49,380.793200
dza,1992,50_54,337.458300
dza,1992,55_59,284.673300
dza,1992,60_64,135.297400
dza,1992,65,77.497530
dza,1992,total_15,6608.252000
dza,1993,15_19,822.029700
dza,1993,20_24,1252.854000
dza,1993,25_29,1244.384000
dza,1993,30_34,986.454000
dza,1993,35_39,758.126400
dza,1993,40_44,611.153100
dza,1993,45_49,396.498800
dza,1993,50_54,335.592800
dza,1993,55_59,285.037900
dza,1993,60_64,139.728800
dza,1993,65,73.697120
dza,1993,total_15,6905.556000
dza,1994,15_19,885.969200
dza,1994,20_24,1320.019000
dza,1994,25_29,1285.675000
dza,1994,30_34,1037.830000
dza,1994,35_39,776.095600
dza,1994,40_44,658.323700
dza,1994,45_49,418.842800
dza,1994,50_54,336.445600
dza,1994,55_59,284.290600
dza,1994,60_64,142.733100
dza,1994,65,70.277450
dza,1994,total_15,7216.502000
dza,1995,15_19,955.932900
dza,1995,20_24,1391.245000
dza,1995,25_29,1328.182000
dza,1995,30_34,1084.882000
dza,1995,35_39,802.929100
dza,1995,40_44,697.187000
dza,1995,45_49,448.667800
dza,1995,50_54,341.365100
dza,1995,55_59,283.178500
dza,1995,60_64,143.694600
dza,1995,65,67.297570
dza,1995,total_15,7544.562000
dza,1996,15_19,1029.208000
dza,1996,20_24,1463.188000
dza,1996,25_29,1369.114000
dza,1996,30_34,1126.273000
dza,1996,35_39,835.778300
dza,1996,40_44,727.078100
dza,1996,45_49,484.436800
dza,1996,50_54,348.699600
dza,1996,55_59,280.242200
dza,1996,60_64,141.993100
dza,1996,65,64.810420
dza,1996,total_15,7870.821000
dza,1997,15_19,1045.693000
dza,1997,20_24,1468.647000
dza,1997,25_29,1406.084000
dza,1997,30_34,1168.957000
dza,1997,35_39,883.520500
dza,1997,40_44,749.451900
dza,1997,45_49,530.022000
dza,1997,50_54,359.150700
dza,1997,55_59,279.043400
dza,1997,60_64,140.706400
dza,1997,65,66.231490
dza,1997,total_15,8097.509000
dza,1998,15_19,1061.347000
dza,1998,20_24,1473.799000
dza,1998,25_29,1444.620000
dza,1998,30_34,1210.167000
dza,1998,35_39,937.201400
dza,1998,40_44,768.298400
dza,1998,45_49,579.539100
dza,1998,50_54,374.453500
dza,1998,55_59,276.534900
dza,1998,60_64,138.611500
dza,1998,65,67.712970
dza,1998,total_15,8332.284000
dza,1999,15_19,1071.207000
dza,1999,20_24,1477.775000
dza,1999,25_29,1484.722000
dza,1999,30_34,1250.572000
dza,1999,35_39,990.400100
dza,1999,40_44,790.980700
dza,1999,45_49,625.154700
dza,1999,50_54,395.946600
dza,1999,55_59,277.269600
dza,1999,60_64,135.999000
dza,1999,65,69.020750
dza,1999,total_15,8569.047000
dza,2000,15_19,1072.599000
dza,2000,20_24,1479.905000
dza,2000,25_29,1526.579000
dza,2000,30_34,1290.779000
dza,2000,35_39,1039.162000
dza,2000,40_44,822.066500
dza,2000,45_49,662.170000
dza,2000,50_54,424.132900
dza,2000,55_59,281.713600
dza,2000,60_64,133.104100
dza,2000,65,70.041050
