country,year,age_group,mlf
btn,2010,15_19,10.389070
btn,2010,20_24,25.867200
btn,2010,25_29,39.448250
btn,2010,30_34,33.129040
btn,2010,35_39,23.838040
btn,2010,40_44,21.776540
btn,2010,45_49,15.983040
btn,2010,50_54,14.466440
btn,2010,55_59,10.225130
btn,2010,60_64,6.390720
btn,2010,65,8.252872
btn,2010,total_15,209.766300
btn,2011,15_19,10.228240
btn,2011,20_24,25.925410
btn,2011,25_29,39.851620
btn,2011,30_34,35.490380
btn,2011,35_39,25.237200
btn,2011,40_44,22.348950
btn,2011,45_49,16.857730
btn,2011,50_54,14.695360
btn,2011,55_59,10.852870
btn,2011,60_64,6.544569
btn,2011,65,8.495468
btn,2011,total_15,216.527800
btn,2012,15_19,9.972089
btn,2012,20_24,26.193220
btn,2012,25_29,39.546680
btn,2012,30_34,37.869730
btn,2012,35_39,27.101510
btn,2012,40_44,22.507640
btn,2012,45_49,18.171290
btn,2012,50_54,14.633740
btn,2012,55_59,11.649900
btn,2012,60_64,6.683144
btn,2012,65,8.735804
btn,2012,total_15,223.064800
btn,2013,15_19,9.659184
btn,2013,20_24,26.534980
btn,2013,25_29,38.834540
btn,2013,30_34,40.032270
btn,2013,35_39,29.298150
btn,2013,40_44,22.524570
btn,2013,45_49,19.674730
btn,2013,50_54,14.481900
btn,2013,55_59,12.483710
btn,2013,60_64,6.847260
btn,2013,65,8.972011
btn,2013,total_15,229.343300
btn,2014,15_19,9.360847
btn,2014,20_24,26.735550
btn,2014,25_29,38.171180
btn,2014,30_34,41.665980
btn,2014,35_39,31.608830
btn,2014,40_44,22.838630
btn,2014,45_49,20.974970
btn,2014,50_54,14.551170
btn,2014,55_59,13.160740
btn,2014,60_64,7.098640
btn,2014,65,9.201791
btn,2014,total_15,235.368300
btn,2015,15_19,9.125200
btn,2015,20_24,26.662880
btn,2015,25_29,37.809120
btn,2015,30_34,42.600320
btn,2015,35_39,33.872590
btn,2015,40_44,23.704450
btn,2015,45_49,21.850010
btn,2015,50_54,15.012410
btn,2015,55_59,13.577600
btn,2015,60_64,7.462100
btn,2015,65,9.427505
btn,2015,total_15,241.104200
btn,2016,15_19,8.970612
btn,2016,20_24,26.259790
btn,2016,25_29,37.414860
btn,2016,30_34,42.748290
btn,2016,35_39,36.031780
btn,2016,40_44,24.967170
btn,2016,45_49,22.302840
btn,2016,50_54,15.788680
btn,2016,55_59,13.730750
btn,2016,60_64,7.898448
btn,2016,65,9.672586
btn,2016,total_15,245.785800
btn,2017,15_19,8.899564
btn,2017,20_24,25.664560
btn,2017,25_29,37.276370
btn,2017,30_34,42.138970
btn,2017,35_39,38.200040
btn,2017,40_44,26.675750
btn,2017,45_49,22.351780
btn,2017,50_54,16.963180
btn,2017,55_59,13.620320
btn,2017,60_64,8.461410
btn,2017,65,9.902905
btn,2017,total_15,250.154900
btn,2018,15_19,8.880819
btn,2018,20_24,24.992460
btn,2018,25_29,37.254310
btn,2018,30_34,41.057400
btn,2018,35_39,40.160140
btn,2018,40_44,28.705660
btn,2018,45_49,22.266670
btn,2018,50_54,18.309260
btn,2018,55_59,13.434240
btn,2018,60_64,9.054849
btn,2018,65,10.143640
btn,2018,total_15,254.259400
btn,2019,15_19,8.859098
btn,2019,20_24,24.431700
btn,2019,25_29,37.089040
btn,2019,30_34,39.964940
btn,2019,35_39,41.599300
btn,2019,40_44,30.850220
btn,2019,45_49,22.473200
btn,2019,50_54,19.464810
btn,2019,55_59,13.455890
btn,2019,60_64,9.538775
btn,2019,65,10.427150
btn,2019,total_15,258.154100
btn,2020,15_19,8.801869
btn,2020,20_24,24.103960
btn,2020,25_29,36.631850
btn,2020,30_34,39.152900
btn,2020,35_39,42.341760
btn,2020,40_44,32.961650
btn,2020,45_49,23.222730
btn,2020,50_54,20.232720
btn,2020,55_59,13.843060
btn,2020,60_64,9.837100
btn,2020,65,10.773450
btn,2020,total_15,261.903100
bol,1990,15_19,172.730500
bol,1990,20_24,235.499000
bol,1990,25_29,230.980500
bol,1990,30_34,204.665200
bol,1990,35_39,171.798200
bol,1990,40_44,143.236200
bol,1990,45_49,116.706600
bol,1990,50_54,98.273380
bol,1990,55_59,75.894290
bol,1990,60_64,58.507310
bol,1990,65,78.387400
bol,1990,total_15,1586.678000
bol,1991,15_19,175.671600
bol,1991,20_24,241.590100
bol,1991,25_29,236.385200
bol,1991,30_34,209.324500
bol,1991,35_39,176.504200
bol,1991,40_44,147.086800
bol,1991,45_49,119.598000
bol,1991,50_54,99.866230
bol,1991,55_59,77.354930
bol,1991,60_64,59.850750
bol,1991,65,80.831360
bol,1991,total_15,1624.064000
bol,1992,15_19,177.992200
bol,1992,20_24,248.361800
bol,1992,25_29,241.850800
bol,1992,30_34,213.781700
bol,1992,35_39,181.413500
bol,1992,40_44,150.901100
bol,1992,45_49,122.997800
bol,1992,50_54,101.296300
bol,1992,55_59,79.179950
bol,1992,60_64,60.874170
bol,1992,65,83.363890
bol,1992,total_15,1662.013000
bol,1993,15_19,180.048500
bol,1993,20_24,255.302000
bol,1993,25_29,247.538100
bol,1993,30_34,218.143000
bol,1993,35_39,186.399100
bol,1993,40_44,154.754700
bol,1993,45_49,126.749200
bol,1993,50_54,102.752800
bol,1993,55_59,81.195990
bol,1993,60_64,61.792810
bol,1993,65,85.895250
bol,1993,total_15,1700.572000
bol,1994,15_19,182.419900
bol,1994,20_24,261.663500
bol,1994,25_29,253.828000
bol,1994,30_34,222.628200
bol,1994,35_39,191.345100
bol,1994,40_44,158.795600
bol,1994,45_49,130.644900
bol,1994,50_54,104.557200
bol,1994,55_59,83.178970
bol,1994,60_64,62.930270
bol,1994,65,88.314300
bol,1994,total_15,1740.306000
bol,1995,15_19,185.427600
bol,1995,20_24,267.032300
bol,1995,25_29,260.962000
bol,1995,30_34,227.359000
bol,1995,35_39,196.179100
bol,1995,40_44,163.097100
bol,1995,45_49,134.552900
bol,1995,50_54,106.892400
bol,1995,55_59,85.019200
bol,1995,60_64,64.449750
bol,1995,65,90.575720
bol,1995,total_15,1781.547000
bol,1996,15_19,189.678600
bol,1996,20_24,268.949500
bol,1996,25_29,265.910100
bol,1996,30_34,234.680400
bol,1996,35_39,201.709900
bol,1996,40_44,168.473600
bol,1996,45_49,138.974300
bol,1996,50_54,110.178800
bol,1996,55_59,88.647090
bol,1996,60_64,66.693880
bol,1996,65,92.899440
bol,1996,total_15,1826.796000
bol,1997,15_19,194.711700
bol,1997,20_24,269.876800
bol,1997,25_29,271.145700
bol,1997,30_34,242.127600
bol,1997,35_39,207.261400
bol,1997,40_44,174.082600
bol,1997,45_49,143.446500
bol,1997,50_54,114.039000
bol,1997,55_59,91.910770
bol,1997,60_64,69.336870
bol,1997,65,95.048880
bol,1997,total_15,1872.988000
bol,1998,15_19,198.246800
bol,1998,20_24,274.300400
bol,1998,25_29,282.786700
bol,1998,30_34,247.216700
bol,1998,35_39,211.828000
bol,1998,40_44,178.668200
bol,1998,45_49,147.036900
bol,1998,50_54,117.175400
bol,1998,55_59,92.332330
bol,1998,60_64,70.880530
bol,1998,65,97.735110
bol,1998,total_15,1918.207000
bol,1999,15_19,201.972400
bol,1999,20_24,279.002200
bol,1999,25_29,293.537400
bol,1999,30_34,252.317500
bol,1999,35_39,216.317000
bol,1999,40_44,182.937000
bol,1999,45_49,150.656600
bol,1999,50_54,120.286000
bol,1999,55_59,92.811540
bol,1999,60_64,72.383960
bol,1999,65,100.365900
bol,1999,total_15,1962.588000
bol,2000,15_19,205.661000
bol,2000,20_24,284.424100
bol,2000,25_29,302.765800
bol,2000,30_34,257.259600
bol,2000,35_39,220.704800
bol,2000,40_44,186.624900
bol,2000,45_49,154.274000
bol,2000,50_54,123.180800
bol,2000,55_59,93.415590
bol,2000,60_64,73.700100
bol,2000,65,102.972800
bol,2000,total_15,2004.984000
bol,2001,15_19,209.981700
bol,2001,20_24,290.009200
bol,2001,25_29,309.304300
bol,2001,30_34,265.956300
bol,2001,35_39,226.538500
bol,2001,40_44,191.470200
bol,2001,45_49,158.772900
bol,2001,50_54,126.778800
bol,2001,55_59,95.870150
bol,2001,60_64,74.879640
bol,2001,65,106.020800
bol,2001,total_15,2055.582000
bol,2002,15_19,214.189000
bol,2002,20_24,296.000700
bol,2002,25_29,314.027400
bol,2002,30_34,275.104300
bol,2002,35_39,232.219500
bol,2002,40_44,196.021400
bol,2002,45_49,163.312900
bol,2002,50_54,130.232700
bol,2002,55_59,98.662460
bol,2002,60_64,75.934520
bol,2002,65,108.856900
bol,2002,total_15,2104.562000
bol,2003,15_19,218.532100
bol,2003,20_24,302.496600
bol,2003,25_29,317.688000
bol,2003,30_34,284.193900
bol,2003,35_39,238.035800
bol,2003,40_44,200.480800
bol,2003,45_49,167.875500
bol,2003,50_54,133.662500
bol,2003,55_59,101.696400
bol,2003,60_64,77.054690
bol,2003,65,111.526100
bol,2003,total_15,2153.242000
bol,2004,15_19,223.359100
bol,2004,20_24,309.516300
bol,2004,25_29,321.604300
bol,2004,30_34,292.455700
bol,2004,35_39,244.462200
bol,2004,40_44,205.154500
bol,2004,45_49,172.443900
bol,2004,50_54,137.278200
bol,2004,55_59,104.852100
bol,2004,60_64,78.523980
bol,2004,65,114.088300
bol,2004,total_15,2203.739000
bol,2005,15_19,228.756200
bol,2005,20_24,317.040500
bol,2005,25_29,326.648900
bol,2005,30_34,299.397200
bol,2005,35_39,251.712600
bol,2005,40_44,210.193400
bol,2005,45_49,176.996800
bol,2005,50_54,141.186000
bol,2005,55_59,108.059800
bol,2005,60_64,80.475840
bol,2005,65,116.583000
bol,2005,total_15,2257.050000
bol,2006,15_19,231.148700
bol,2006,20_24,324.351100
bol,2006,25_29,333.277600
bol,2006,30_34,305.425500
bol,2006,35_39,259.826800
bol,2006,40_44,215.256600
bol,2006,45_49,181.291900
bol,2006,50_54,145.025400
bol,2006,55_59,110.821600
bol,2006,60_64,82.260230
bol,2006,65,119.165700
bol,2006,total_15,2307.851000
bol,2007,15_19,235.650300
bol,2007,20_24,331.392200
bol,2007,25_29,339.834000
bol,2007,30_34,309.786100
bol,2007,35_39,268.783900
bol,2007,40_44,220.639100
bol,2007,45_49,185.612500
bol,2007,50_54,149.228200
bol,2007,55_59,113.739600
bol,2007,60_64,84.557720
bol,2007,65,121.648800
bol,2007,total_15,2360.872000
bol,2008,15_19,237.816200
bol,2008,20_24,339.946700
bol,2008,25_29,348.786800
bol,2008,30_34,314.275100
bol,2008,35_39,278.396500
bol,2008,40_44,226.573600
bol,2008,45_49,190.248700
bol,2008,50_54,153.654600
bol,2008,55_59,116.802300
bol,2008,60_64,87.224600
bol,2008,65,124.091300
bol,2008,total_15,2417.816000
bol,2009,15_19,240.223400
bol,2009,20_24,348.711800
bol,2009,25_29,357.324600
bol,2009,30_34,318.671400
bol,2009,35_39,286.977300
bol,2009,40_44,233.088600
bol,2009,45_49,194.992300
bol,2009,50_54,158.072800
bol,2009,55_59,120.016800
bol,2009,60_64,90.032230
bol,2009,65,126.535900
bol,2009,total_15,2474.647000
bol,2010,15_19,241.043500
bol,2010,20_24,358.259200
bol,2010,25_29,366.191600
bol,2010,30_34,323.950100
bol,2010,35_39,294.036800
bol,2010,40_44,240.264200
bol,2010,45_49,199.972000
bol,2010,50_54,162.372200
bol,2010,55_59,123.391000
bol,2010,60_64,92.850450
bol,2010,65,129.034900
bol,2010,total_15,2531.366000
bol,2011,15_19,242.703100
bol,2011,20_24,367.576100
bol,2011,25_29,375.477400
bol,2011,30_34,330.349200
bol,2011,35_39,300.044300
bol,2011,40_44,248.192400
bol,2011,45_49,205.088400
bol,2011,50_54,166.548500
bol,2011,55_59,126.812600
bol,2011,60_64,95.329730
bol,2011,65,132.313100
bol,2011,total_15,2590.435000
bol,2012,15_19,243.099100
bol,2012,20_24,377.354300
bol,2012,25_29,384.603200
bol,2012,30_34,337.395100
bol,2012,35_39,304.520300
bol,2012,40_44,256.833400
bol,2012,45_49,210.258800
bol,2012,50_54,170.606300
bol,2012,55_59,130.400400
bol,2012,60_64,97.862260
bol,2012,65,135.504300
bol,2012,total_15,2648.438000
bol,2013,15_19,242.845800
bol,2013,20_24,387.002100
bol,2013,25_29,393.849400
bol,2013,30_34,345.047900
bol,2013,35_39,308.190400
bol,2013,40_44,265.625200
bol,2013,45_49,215.729700
bol,2013,50_54,174.681300
bol,2013,55_59,134.089700
bol,2013,60_64,100.519700
bol,2013,65,138.676000
bol,2013,total_15,2706.257000
bol,2014,15_19,242.847400
bol,2014,20_24,395.599100
bol,2014,25_29,403.786800
bol,2014,30_34,353.175500
bol,2014,35_39,312.244500
bol,2014,40_44,273.711800
bol,2014,45_49,221.893200
bol,2014,50_54,178.991400
bol,2014,55_59,137.813300
bol,2014,60_64,103.421300
bol,2014,65,141.914800
bol,2014,total_15,2765.399000
bol,2015,15_19,243.554100
bol,2015,20_24,402.586900
bol,2015,25_29,414.713100
bol,2015,30_34,361.645100
bol,2015,35_39,317.387800
bol,2015,40_44,280.558600
bol,2015,45_49,228.914400
bol,2015,50_54,183.657500
bol,2015,55_59,141.536100
bol,2015,60_64,106.602500
bol,2015,65,145.273000
bol,2015,total_15,2826.429000
bol,2016,15_19,244.170900
bol,2016,20_24,407.347900
bol,2016,25_29,426.696200
bol,2016,30_34,370.697500
bol,2016,35_39,323.542800
bol,2016,40_44,286.061600
bol,2016,45_49,236.422000
bol,2016,50_54,188.301800
bol,2016,55_59,144.895600
bol,2016,60_64,109.415900
bol,2016,65,149.118200
bol,2016,total_15,2886.670000
bol,2017,15_19,245.512000
bol,2017,20_24,410.322200
bol,2017,25_29,439.697000
bol,2017,30_34,380.096600
bol,2017,35_39,330.828600
bol,2017,40_44,290.489700
bol,2017,45_49,244.941000
bol,2017,50_54,193.240700
bol,2017,55_59,148.372000
bol,2017,60_64,112.577800
bol,2017,65,153.004700
bol,2017,total_15,2949.082000
bol,2018,15_19,247.168800
bol,2018,20_24,412.283400
bol,2018,25_29,452.697300
bol,2018,30_34,389.966100
bol,2018,35_39,339.021000
bol,2018,40_44,294.416100
bol,2018,45_49,253.808400
bol,2018,50_54,198.609100
bol,2018,55_59,151.987200
bol,2018,60_64,115.989400
bol,2018,65,156.971400
bol,2018,total_15,3012.918000
bol,2019,15_19,248.410000
bol,2019,20_24,414.464500
bol,2019,25_29,464.181800
bol,2019,30_34,400.526200
bol,2019,35_39,347.690800
bol,2019,40_44,298.742900
bol,2019,45_49,261.988400
bol,2019,50_54,204.610200
bol,2019,55_59,155.795800
bol,2019,60_64,119.493400
bol,2019,65,161.040200
bol,2019,total_15,3076.944000
bol,2020,15_19,248.794700
bol,2020,20_24,417.657300
bol,2020,25_29,473.332000
bol,2020,30_34,411.838000
bol,2020,35_39,356.585400
bol,2020,40_44,304.049200
bol,2020,45_49,268.885900
bol,2020,50_54,211.337000
bol,2020,55_59,159.853700
bol,2020,60_64,122.995300
bol,2020,65,165.235600
bol,2020,total_15,3140.564000
bih,1990,15_19,57.795270
bih,1990,20_24,79.870530
bih,1990,25_29,148.015000
bih,1990,30_34,143.785100
bih,1990,35_39,131.346200
bih,1990,40_44,101.427300
bih,1990,45_49,79.327010
bih,1990,50_54,79.766170
bih,1990,55_59,58.042970
bih,1990,60_64,22.703430
bih,1990,65,6.632729
bih,1990,total_15,908.711700
bih,1991,15_19,53.211960
bih,1991,20_24,73.059260
bih,1991,25_29,137.873200
bih,1991,30_34,136.121300
bih,1991,35_39,126.734600
bih,1991,40_44,100.554300
bih,1991,45_49,74.414180
bih,1991,50_54,72.541970
bih,1991,55_59,55.928610
bih,1991,60_64,22.707150
bih,1991,65,6.746336
bih,1991,total_15,859.892900
bih,1992,15_19,48.418540
bih,1992,20_24,65.629910
bih,1992,25_29,125.197500
bih,1992,30_34,126.565300
bih,1992,35_39,119.168000
bih,1992,40_44,98.211240
bih,1992,45_49,70.667530
bih,1992,50_54,63.361740
bih,1992,55_59,53.009370
bih,1992,60_64,22.051490
bih,1992,65,6.742756
bih,1992,total_15,799.023400
bih,1993,15_19,44.213360
bih,1993,20_24,58.876850
bih,1993,25_29,112.209500
bih,1993,30_34,116.976300
bih,1993,35_39,110.928300
bih,1993,40_44,95.453860
bih,1993,45_49,68.413870
bih,1993,50_54,54.325600
bih,1993,55_59,49.879040
bih,1993,60_64,21.144580
bih,1993,65,6.692821
bih,1993,total_15,739.114100
bih,1994,15_19,41.478290
bih,1994,20_24,54.074290
bih,1994,25_29,101.672900
bih,1994,30_34,109.515300
bih,1994,35_39,104.952600
bih,1994,40_44,94.019670
bih,1994,45_49,68.165310
bih,1994,50_54,47.786990
bih,1994,55_59,47.222950
bih,1994,60_64,20.567830
bih,1994,65,6.726474
bih,1994,total_15,696.182600
bih,1995,15_19,41.351720
bih,1995,20_24,52.687770
bih,1995,25_29,96.720520
bih,1995,30_34,107.047200
bih,1995,35_39,104.655700
bih,1995,40_44,96.874570
bih,1995,45_49,71.730140
bih,1995,50_54,45.578330
bih,1995,55_59,46.235900
bih,1995,60_64,21.070370
bih,1995,65,7.068924
bih,1995,total_15,691.021100
bih,1996,15_19,43.025710
bih,1996,20_24,54.382140
bih,1996,25_29,98.770700
bih,1996,30_34,109.738700
bih,1996,35_39,109.763200
bih,1996,40_44,103.916300
bih,1996,45_49,80.073210
bih,1996,50_54,48.368890
bih,1996,55_59,46.880130
bih,1996,60_64,22.916470
bih,1996,65,8.056601
bih,1996,total_15,725.892100
bih,1997,15_19,43.928970
bih,1997,20_24,55.018510
bih,1997,25_29,98.874690
bih,1997,30_34,109.079200
bih,1997,35_39,112.410400
bih,1997,40_44,107.783100
bih,1997,45_49,87.111150
bih,1997,50_54,51.777830
bih,1997,55_59,45.337200
bih,1997,60_64,24.385360
bih,1997,65,8.948058
bih,1997,total_15,744.654400
bih,1998,15_19,45.364150
bih,1998,20_24,56.241470
bih,1998,25_29,99.888570
bih,1998,30_34,108.569600
bih,1998,35_39,115.534000
bih,1998,40_44,111.689600
bih,1998,45_49,94.858710
bih,1998,50_54,56.882120
bih,1998,55_59,43.661240
bih,1998,60_64,25.951480
bih,1998,65,9.986749
bih,1998,total_15,768.627700
bih,1999,15_19,47.059930
bih,1999,20_24,57.736950
bih,1999,25_29,101.082300
bih,1999,30_34,107.976300
bih,1999,35_39,117.981000
bih,1999,40_44,115.376200
bih,1999,45_49,102.315700
bih,1999,50_54,62.693040
bih,1999,55_59,42.662560
bih,1999,60_64,27.152580
bih,1999,65,11.136800
bih,1999,total_15,793.173300
bih,2000,15_19,48.592910
bih,2000,20_24,59.098070
bih,2000,25_29,101.710700
bih,2000,30_34,106.820500
bih,2000,35_39,118.561400
bih,2000,40_44,118.173500
bih,2000,45_49,108.289100
bih,2000,50_54,68.233630
bih,2000,55_59,42.762460
bih,2000,60_64,27.589010
bih,2000,65,12.307560
bih,2000,total_15,812.138700
bih,2001,15_19,49.546590
bih,2001,20_24,60.531960
bih,2001,25_29,103.115400
bih,2001,30_34,106.070000
bih,2001,35_39,117.678800
bih,2001,40_44,119.723800
bih,2001,45_49,112.057000
bih,2001,50_54,72.876210
bih,2001,55_59,43.052880
bih,2001,60_64,26.633020
bih,2001,65,13.105090
bih,2001,total_15,824.390700
bih,2002,15_19,50.306280
bih,2002,20_24,61.756980
bih,2002,25_29,104.427500
bih,2002,30_34,105.414300
bih,2002,35_39,115.581000
bih,2002,40_44,120.772000
bih,2002,45_49,114.370900
bih,2002,50_54,77.597750
bih,2002,55_59,44.614710
bih,2002,60_64,25.023500
bih,2002,65,13.861730
bih,2002,total_15,833.726600
bih,2003,15_19,50.682160
bih,2003,20_24,62.763750
bih,2003,25_29,105.642600
bih,2003,30_34,104.875300
bih,2003,35_39,112.693600
bih,2003,40_44,121.135600
bih,2003,45_49,115.517700
bih,2003,50_54,82.066430
bih,2003,55_59,47.099010
bih,2003,60_64,23.191520
bih,2003,65,14.533160
bih,2003,total_15,840.200800
bih,2004,15_19,50.419460
bih,2004,20_24,63.594800
bih,2004,25_29,106.836400
bih,2004,30_34,104.471800
bih,2004,35_39,109.728400
bih,2004,40_44,120.598800
bih,2004,45_49,116.106100
bih,2004,50_54,85.913490
bih,2004,55_59,49.973710
bih,2004,60_64,21.774360
bih,2004,65,15.068010
bih,2004,total_15,844.485400
bih,2005,15_19,49.424520
bih,2005,20_24,64.302600
bih,2005,25_29,108.118900
bih,2005,30_34,104.285600
bih,2005,35_39,107.217800
bih,2005,40_44,119.150600
bih,2005,45_49,116.585600
bih,2005,50_54,88.962550
bih,2005,55_59,52.938290
bih,2005,60_64,21.146840
bih,2005,65,15.454280
bih,2005,total_15,847.587500
bih,2006,15_19,49.382190
bih,2006,20_24,67.230590
bih,2006,25_29,110.021400
bih,2006,30_34,104.917200
bih,2006,35_39,105.562600
bih,2006,40_44,117.268500
bih,2006,45_49,117.115600
bih,2006,50_54,90.904340
bih,2006,55_59,55.321270
bih,2006,60_64,20.038110
bih,2006,65,16.562410
bih,2006,total_15,854.324200
bih,2007,15_19,47.995320
bih,2007,20_24,69.211660
bih,2007,25_29,115.109300
bih,2007,30_34,108.717400
bih,2007,35_39,107.238200
bih,2007,40_44,117.727700
bih,2007,45_49,120.785000
bih,2007,50_54,95.456280
bih,2007,55_59,61.130730
bih,2007,60_64,22.448170
bih,2007,65,20.084990
bih,2007,total_15,885.904600
bih,2008,15_19,43.661430
bih,2008,20_24,67.967230
bih,2008,25_29,118.358700
bih,2008,30_34,111.144000
bih,2008,35_39,107.691600
bih,2008,40_44,115.838700
bih,2008,45_49,122.267900
bih,2008,50_54,98.898970
bih,2008,55_59,66.788810
bih,2008,60_64,25.230760
bih,2008,65,18.349790
bih,2008,total_15,896.197800
bih,2009,15_19,41.639220
bih,2009,20_24,68.187450
bih,2009,25_29,119.811800
bih,2009,30_34,112.280700
bih,2009,35_39,107.044300
bih,2009,40_44,112.490900
bih,2009,45_49,121.391200
bih,2009,50_54,96.938180
bih,2009,55_59,67.769170
bih,2009,60_64,25.230180
bih,2009,65,12.070050
bih,2009,total_15,884.853100
bih,2010,15_19,38.909240
bih,2010,20_24,65.582440
bih,2010,25_29,121.788500
bih,2010,30_34,114.279100
bih,2010,35_39,107.370700
bih,2010,40_44,110.373300
bih,2010,45_49,120.425400
bih,2010,50_54,96.908840
bih,2010,55_59,69.756900
bih,2010,60_64,26.390730
bih,2010,65,14.472630
bih,2010,total_15,886.257800
bih,2011,15_19,38.001130
bih,2011,20_24,63.769030
bih,2011,25_29,123.349600
bih,2011,30_34,116.195500
bih,2011,35_39,107.831800
bih,2011,40_44,108.468800
bih,2011,45_49,118.277900
bih,2011,50_54,97.398260
bih,2011,55_59,71.781500
bih,2011,60_64,28.430050
bih,2011,65,15.160500
bih,2011,total_15,888.664100
bih,2012,15_19,37.920260
bih,2012,20_24,60.954050
bih,2012,25_29,124.990700
bih,2012,30_34,118.311300
bih,2012,35_39,108.814200
bih,2012,40_44,107.287900
bih,2012,45_49,115.597000
bih,2012,50_54,98.002590
bih,2012,55_59,73.281560
bih,2012,60_64,30.716490
bih,2012,65,15.899260
bih,2012,total_15,891.775300
bih,2013,15_19,38.297270
bih,2013,20_24,57.674980
bih,2013,25_29,126.127200
bih,2013,30_34,120.514000
bih,2013,35_39,110.229900
bih,2013,40_44,106.745300
bih,2013,45_49,112.678000
bih,2013,50_54,98.506650
bih,2013,55_59,74.400900
bih,2013,60_64,33.116000
bih,2013,65,16.699610
bih,2013,total_15,894.989900
bih,2014,15_19,38.488080
bih,2014,20_24,54.804700
bih,2014,25_29,125.849800
bih,2014,30_34,122.624500
bih,2014,35_39,111.928200
bih,2014,40_44,106.636700
bih,2014,45_49,109.968000
bih,2014,50_54,98.525000
bih,2014,55_59,75.368450
bih,2014,60_64,35.408330
bih,2014,65,17.569310
bih,2014,total_15,897.171100
bih,2015,15_19,38.098490
bih,2015,20_24,52.909330
bih,2015,25_29,123.673900
bih,2015,30_34,124.494900
bih,2015,35_39,113.801200
bih,2015,40_44,106.844700
bih,2015,45_49,107.783300
bih,2015,50_54,97.858830
bih,2015,55_59,76.318080
bih,2015,60_64,37.445130
bih,2015,65,18.517170
bih,2015,total_15,897.745000
bih,2016,15_19,37.245540
bih,2016,20_24,51.978290
bih,2016,25_29,119.830500
bih,2016,30_34,126.278300
bih,2016,35_39,115.888200
bih,2016,40_44,107.456900
bih,2016,45_49,106.068000
bih,2016,50_54,96.466170
bih,2016,55_59,77.027760
bih,2016,60_64,39.068230
bih,2016,65,19.615900
bih,2016,total_15,896.923800
bih,2017,15_19,35.883990
bih,2017,20_24,52.100170
bih,2017,25_29,113.978800
bih,2017,30_34,127.982400
bih,2017,35_39,118.035900
bih,2017,40_44,108.459500
bih,2017,45_49,104.929200
bih,2017,50_54,94.513660
bih,2017,55_59,77.740570
bih,2017,60_64,40.392940
bih,2017,65,20.796030
bih,2017,total_15,894.813100
bih,2018,15_19,34.237700
bih,2018,20_24,52.799610
bih,2018,25_29,107.213300
bih,2018,30_34,129.057200
bih,2018,35_39,120.165700
bih,2018,40_44,109.806000
bih,2018,45_49,104.328200
bih,2018,50_54,92.293140
bih,2018,55_59,78.310630
bih,2018,60_64,41.503180
bih,2018,65,22.041940
bih,2018,total_15,891.756600
bih,2019,15_19,32.699430
bih,2019,20_24,53.243740
bih,2019,25_29,101.285600
bih,2019,30_34,128.694800
bih,2019,35_39,122.217600
bih,2019,40_44,111.453100
bih,2019,45_49,104.173900
bih,2019,50_54,90.267390
bih,2019,55_59,78.509610
bih,2019,60_64,42.554950
bih,2019,65,23.329210
bih,2019,total_15,888.429400
bih,2020,15_19,31.512080
bih,2020,20_24,52.908370
bih,2020,25_29,97.270540
bih,2020,30_34,126.455400
bih,2020,35_39,124.101500
bih,2020,40_44,113.340800
bih,2020,45_49,104.405700
bih,2020,50_54,88.730640
bih,2020,55_59,78.215710
bih,2020,60_64,43.636600
bih,2020,65,24.639660
bih,2020,total_15,885.217100
bwa,1985,15_19,31.660820
bwa,1985,20_24,44.191930
bwa,1985,25_29,42.636680
bwa,1985,30_34,35.950870
bwa,1985,35_39,24.179640
bwa,1985,40_44,19.527440
bwa,1985,45_49,15.128760
bwa,1985,50_54,11.322130
bwa,1985,55_59,8.077237
bwa,1985,60_64,6.941163
bwa,1985,65,7.364534
bwa,1986,15_19,32.366710
bwa,1986,20_24,45.530480
bwa,1986,25_29,43.787170
bwa,1986,30_34,37.712690
bwa,1986,35_39,26.089800
bwa,1986,40_44,20.100890
bwa,1986,45_49,15.793540
bwa,1986,50_54,11.910300
bwa,1986,55_59,8.374309
bwa,1986,60_64,6.988849
bwa,1986,65,7.678973
bwa,1987,15_19,33.121700
bwa,1987,20_24,47.028500
bwa,1987,25_29,44.997500
bwa,1987,30_34,39.155580
bwa,1987,35_39,28.512040
bwa,1987,40_44,20.628190
bwa,1987,45_49,16.506810
bwa,1987,50_54,12.522040
bwa,1987,55_59,8.830383
bwa,1987,60_64,6.933782
bwa,1987,65,8.027297
bwa,1988,15_19,33.935620
bwa,1988,20_24,48.668070
bwa,1988,25_29,46.283710
bwa,1988,30_34,40.374550
bwa,1988,35_39,31.199980
bwa,1988,40_44,21.265370
bwa,1988,45_49,17.244860
bwa,1988,50_54,13.154830
bwa,1988,55_59,9.398685
bwa,1988,60_64,6.857806
bwa,1988,65,8.378317
bwa,1989,15_19,34.828410
bwa,1989,20_24,50.418560
bwa,1989,25_29,47.661980
bwa,1989,30_34,41.540940
bwa,1989,35_39,33.767420
bwa,1989,40_44,22.248770
bwa,1989,45_49,17.974610
bwa,1989,50_54,13.803450
bwa,1989,55_59,10.011930
bwa,1989,60_64,6.874111
bwa,1989,65,8.687120
bwa,1990,15_19,35.806480
bwa,1990,20_24,52.266010
bwa,1990,25_29,49.144780
bwa,1990,30_34,42.769290
bwa,1990,35_39,35.969620
