country,year,age_group,flf0
blr,2015,30_34,293.668100
blr,2015,35_39,294.733900
blr,2015,40_44,303.286300
blr,2015,45_49,286.422700
blr,2015,50_54,313.474500
blr,2015,55_59,152.108200
blr,2015,60_64,55.001040
blr,2015,65,17.588170
blr,2015,total_15,2148.611000
blr,2016,15_19,19.146680
blr,2016,20_24,143.946900
blr,2016,25_29,250.414900
blr,2016,30_34,296.486900
blr,2016,35_39,298.789000
blr,2016,40_44,304.649600
blr,2016,45_49,284.048900
blr,2016,50_54,303.600000
blr,2016,55_59,152.767000
blr,2016,60_64,56.993850
blr,2016,65,17.739180
blr,2016,total_15,2128.583000
blr,2017,15_19,18.814590
blr,2017,20_24,135.844300
blr,2017,25_29,237.945100
blr,2017,30_34,298.096900
blr,2017,35_39,304.340700
blr,2017,40_44,304.082400
blr,2017,45_49,286.111100
blr,2017,50_54,291.684600
blr,2017,55_59,152.135900
blr,2017,60_64,59.106110
blr,2017,65,17.903510
blr,2017,total_15,2106.065000
blr,2018,15_19,18.684770
blr,2018,20_24,128.913200
blr,2018,25_29,223.464500
blr,2018,30_34,297.748400
blr,2018,35_39,310.602200
blr,2018,40_44,302.751100
blr,2018,45_49,290.902700
blr,2018,50_54,279.544200
blr,2018,55_59,150.358200
blr,2018,60_64,61.112130
blr,2018,65,18.093890
blr,2018,total_15,2082.175000
blr,2019,15_19,18.743330
blr,2019,20_24,123.169100
blr,2019,25_29,209.014200
blr,2019,30_34,294.423200
blr,2019,35_39,316.338300
blr,2019,40_44,302.685500
blr,2019,45_49,295.616000
blr,2019,50_54,269.855100
blr,2019,55_59,147.649000
blr,2019,60_64,62.698740
blr,2019,65,18.325750
blr,2019,total_15,2058.518000
blr,2020,15_19,18.969710
blr,2020,20_24,118.622600
blr,2020,25_29,195.949400
blr,2020,30_34,287.583500
blr,2020,35_39,320.661900
blr,2020,40_44,305.033000
blr,2020,45_49,298.534900
blr,2020,50_54,264.199100
blr,2020,55_59,144.194700
blr,2020,60_64,63.687450
blr,2020,65,18.603180
blr,2020,total_15,2036.039000
bel,2010,15_19,22.851050
bel,2010,20_24,160.610900
bel,2010,25_29,277.311200
bel,2010,30_34,289.394300
bel,2010,35_39,313.974400
bel,2010,40_44,321.382300
bel,2010,45_49,308.631300
bel,2010,50_54,265.409800
bel,2010,55_59,158.679700
bel,2010,60_64,48.440380
bel,2010,65,13.122450
bel,2010,total_15,2179.808000
bel,2011,15_19,22.734880
bel,2011,20_24,160.291800
bel,2011,25_29,276.341100
bel,2011,30_34,287.824700
bel,2011,35_39,310.304000
bel,2011,40_44,318.835300
bel,2011,45_49,308.609600
bel,2011,50_54,268.793500
bel,2011,55_59,160.745700
bel,2011,60_64,49.615410
bel,2011,65,13.251660
bel,2011,total_15,2177.348000
bel,2012,15_19,22.543250
bel,2012,20_24,160.128200
bel,2012,25_29,274.793700
bel,2012,30_34,287.078300
bel,2012,35_39,306.205400
bel,2012,40_44,316.103700
bel,2012,45_49,307.436100
bel,2012,50_54,271.677200
bel,2012,55_59,163.302200
bel,2012,60_64,50.167810
bel,2012,65,13.414190
bel,2012,total_15,2172.850000
bel,2013,15_19,22.315420
bel,2013,20_24,159.920800
bel,2013,25_29,272.898700
bel,2013,30_34,286.776900
bel,2013,35_39,302.035100
bel,2013,40_44,313.117700
bel,2013,45_49,305.361000
bel,2013,50_54,273.895300
bel,2013,55_59,166.106300
bel,2013,60_64,50.330490
bel,2013,65,13.607930
bel,2013,total_15,2166.366000
bel,2014,15_19,22.121610
bel,2014,20_24,159.397900
bel,2014,25_29,271.098000
bel,2014,30_34,286.337000
bel,2014,35_39,298.377500
bel,2014,40_44,309.775600
bel,2014,45_49,302.841000
bel,2014,50_54,275.288700
bel,2014,55_59,168.765600
bel,2014,60_64,50.510420
bel,2014,65,13.817620
bel,2014,total_15,2158.331000
bel,2015,15_19,22.013330
bel,2015,20_24,158.439800
bel,2015,25_29,269.680100
bel,2015,30_34,285.447900
bel,2015,35_39,295.644500
bel,2015,40_44,306.125400
bel,2015,45_49,300.231100
bel,2015,50_54,275.830600
bel,2015,55_59,171.061400
bel,2015,60_64,50.961830
bel,2015,65,14.025420
bel,2015,total_15,2149.461000
bel,2016,15_19,22.054710
bel,2016,20_24,157.497900
bel,2016,25_29,268.837800
bel,2016,30_34,284.281900
bel,2016,35_39,293.930900
bel,2016,40_44,302.448700
bel,2016,45_49,297.718100
bel,2016,50_54,275.709800
bel,2016,55_59,173.170700
bel,2016,60_64,51.605320
bel,2016,65,14.202450
bel,2016,total_15,2141.458000
bel,2017,15_19,22.164640
bel,2017,20_24,156.110100
bel,2017,25_29,268.354100
bel,2017,30_34,282.583100
bel,2017,35_39,293.068500
bel,2017,40_44,298.394300
bel,2017,45_49,295.074900
bel,2017,50_54,274.602100
bel,2017,55_59,174.992300
bel,2017,60_64,52.418540
bel,2017,65,14.387870
bel,2017,total_15,2132.150000
bel,2018,15_19,22.325180
bel,2018,20_24,154.577100
bel,2018,25_29,268.009800
bel,2018,30_34,280.655500
bel,2018,35_39,292.757200
bel,2018,40_44,294.373000
bel,2018,45_49,292.322400
bel,2018,50_54,272.796800
bel,2018,55_59,176.461700
bel,2018,60_64,53.335000
bel,2018,65,14.579750
bel,2018,total_15,2122.193000
bel,2019,15_19,22.504350
bel,2019,20_24,153.373800
bel,2019,25_29,267.373100
bel,2019,30_34,278.975300
bel,2019,35_39,292.435600
bel,2019,40_44,290.964700
bel,2019,45_49,289.383000
bel,2019,50_54,270.711300
bel,2019,55_59,177.484400
bel,2019,60_64,54.233010
bel,2019,65,14.780380
bel,2019,total_15,2112.219000
bel,2020,15_19,22.679610
bel,2020,20_24,152.770900
bel,2020,25_29,266.144000
bel,2020,30_34,277.783900
bel,2020,35_39,291.719900
bel,2020,40_44,288.486500
bel,2020,45_49,286.198000
bel,2020,50_54,268.584700
bel,2020,55_59,177.986900
bel,2020,60_64,55.028820
bel,2020,65,14.995430
bel,2020,total_15,2102.379000
blz,2010,15_19,4.709467
blz,2010,20_24,9.209175
blz,2010,25_29,8.432261
blz,2010,30_34,6.642460
blz,2010,35_39,5.851437
blz,2010,40_44,4.891680
blz,2010,45_49,4.083277
blz,2010,50_54,2.457501
blz,2010,55_59,1.383163
blz,2010,60_64,0.763286
blz,2010,65,0.678704
blz,2010,total_15,49.102410
blz,2011,15_19,4.797967
blz,2011,20_24,9.516007
blz,2011,25_29,8.668592
blz,2011,30_34,6.897436
blz,2011,35_39,5.922472
blz,2011,40_44,5.001760
blz,2011,45_49,4.222400
blz,2011,50_54,2.634977
blz,2011,55_59,1.476630
blz,2011,60_64,0.812977
blz,2011,65,0.694824
blz,2011,total_15,50.646040
blz,2012,15_19,4.860123
blz,2012,20_24,9.895213
blz,2012,25_29,8.844756
blz,2012,30_34,7.244677
blz,2012,35_39,5.964612
blz,2012,40_44,5.133627
blz,2012,45_49,4.323629
blz,2012,50_54,2.833732
blz,2012,55_59,1.574444
blz,2012,60_64,0.868736
blz,2012,65,0.714168
blz,2012,total_15,52.257720
blz,2013,15_19,4.895421
blz,2013,20_24,10.303130
blz,2013,25_29,8.999209
blz,2013,30_34,7.639920
blz,2013,35_39,6.007956
blz,2013,40_44,5.272373
blz,2013,45_49,4.401581
blz,2013,50_54,3.037015
blz,2013,55_59,1.679866
blz,2013,60_64,0.930561
blz,2013,65,0.736736
blz,2013,total_15,53.903770
blz,2014,15_19,4.903605
blz,2014,20_24,10.673960
blz,2014,25_29,9.193980
blz,2014,30_34,8.013344
blz,2014,35_39,6.099460
blz,2014,40_44,5.392773
blz,2014,45_49,4.479533
blz,2014,50_54,3.220829
blz,2014,55_59,1.797605
blz,2014,60_64,0.997298
blz,2014,65,0.762424
blz,2014,total_15,55.534810
blz,2015,15_19,4.887236
blz,2015,20_24,10.962850
blz,2015,25_29,9.465669
blz,2015,30_34,8.321933
blz,2015,35_39,6.271030
blz,2015,40_44,5.481067
blz,2015,45_49,4.570477
blz,2015,50_54,3.372046
blz,2015,55_59,1.929111
blz,2015,60_64,1.069236
blz,2015,65,0.791856
blz,2015,total_15,57.122510
blz,2016,15_19,4.847078
blz,2016,20_24,11.178770
blz,2016,25_29,9.793803
blz,2016,30_34,8.576285
blz,2016,35_39,6.529288
blz,2016,40_44,5.553307
blz,2016,45_49,4.673872
blz,2016,50_54,3.489760
blz,2016,55_59,2.070398
blz,2016,60_64,1.142617
blz,2016,65,0.822432
blz,2016,total_15,58.677610
blz,2017,15_19,4.781342
blz,2017,20_24,11.326500
blz,2017,25_29,10.189550
blz,2017,30_34,8.762686
blz,2017,35_39,6.870019
blz,2017,40_44,5.596880
blz,2017,45_49,4.796754
blz,2017,50_54,3.573971
blz,2017,55_59,2.227262
blz,2017,60_64,1.218599
blz,2017,65,0.857272
blz,2017,total_15,60.200840
blz,2018,15_19,4.703839
blz,2018,20_24,11.406050
blz,2018,25_29,10.610730
blz,2018,30_34,8.920409
blz,2018,35_39,7.251687
blz,2018,40_44,5.640453
blz,2018,45_49,4.926133
blz,2018,50_54,3.637808
blz,2018,55_59,2.386663
blz,2018,60_64,1.300648
blz,2018,65,0.896480
blz,2018,total_15,61.680900
blz,2019,15_19,4.634522
blz,2019,20_24,11.423400
blz,2019,25_29,10.994070
blz,2019,30_34,9.115537
blz,2019,35_39,7.608071
blz,2019,40_44,5.731613
blz,2019,45_49,5.040354
blz,2019,50_54,3.701645
blz,2019,55_59,2.531573
blz,2019,60_64,1.391942
blz,2019,65,0.940784
blz,2019,total_15,63.113510
blz,2020,15_19,4.586947
blz,2020,20_24,11.385120
blz,2020,25_29,11.296770
blz,2020,30_34,9.386098
blz,2020,35_39,7.903051
blz,2020,40_44,5.896733
blz,2020,45_49,5.128592
blz,2020,50_54,3.778159
blz,2020,55_59,2.651123
blz,2020,60_64,1.494792
blz,2020,65,0.990184
blz,2020,total_15,64.497570
ben,2010,15_19,241.672200
ben,2010,20_24,265.626900
ben,2010,25_29,253.919300
ben,2010,30_34,217.698100
ben,2010,35_39,180.321000
ben,2010,40_44,148.925400
ben,2010,45_49,120.898900
ben,2010,50_54,93.455330
ben,2010,55_59,68.889830
ben,2010,60_64,53.243020
ben,2010,65,75.843470
ben,2010,total_15,1720.493000
ben,2011,15_19,248.030700
ben,2011,20_24,273.459000
ben,2011,25_29,261.236000
ben,2011,30_34,224.169300
ben,2011,35_39,186.103200
ben,2011,40_44,153.719300
ben,2011,45_49,124.857600
ben,2011,50_54,96.807050
ben,2011,55_59,70.943710
ben,2011,60_64,53.908850
ben,2011,65,78.049740
ben,2011,total_15,1771.284000
ben,2012,15_19,254.585400
ben,2012,20_24,281.839200
ben,2012,25_29,268.976500
ben,2012,30_34,230.910700
ben,2012,35_39,192.214200
ben,2012,40_44,158.828400
ben,2012,45_49,128.936800
ben,2012,50_54,100.391600
ben,2012,55_59,73.396690
ben,2012,60_64,54.875970
ben,2012,65,80.152840
ben,2012,total_15,1825.108000
ben,2013,15_19,261.279400
ben,2013,20_24,290.577000
ben,2013,25_29,277.119100
ben,2013,30_34,237.919300
ben,2013,35_39,198.584300
ben,2013,40_44,164.203800
ben,2013,45_49,133.155700
ben,2013,50_54,104.145900
ben,2013,55_59,76.169670
ben,2013,60_64,56.143070
ben,2013,65,82.189350
ben,2013,total_15,1881.487000
ben,2014,15_19,268.031200
ben,2014,20_24,299.405500
ben,2014,25_29,285.650600
ben,2014,30_34,245.192000
ben,2014,35_39,205.105800
ben,2014,40_44,169.782300
ben,2014,45_49,137.555800
ben,2014,50_54,107.986400
ben,2014,55_59,79.153660
ben,2014,60_64,57.712760
ben,2014,65,84.194450
ben,2014,total_15,1939.770000
ben,2015,15_19,274.801800
ben,2015,20_24,308.191200
ben,2015,25_29,294.573000
ben,2015,30_34,252.744800
ben,2015,35_39,211.730500
ben,2015,40_44,175.537700
ben,2015,45_49,142.169400
ben,2015,50_54,111.869300
ben,2015,55_59,82.278540
ben,2015,60_64,59.587000
ben,2015,65,86.209870
ben,2015,total_15,1999.693000
ben,2016,15_19,281.337200
ben,2016,20_24,316.660200
ben,2016,25_29,303.623600
ben,2016,30_34,260.367700
ben,2016,35_39,218.339800
ben,2016,40_44,181.398100
ben,2016,45_49,146.862100
ben,2016,50_54,115.594500
ben,2016,55_59,85.279180
ben,2016,60_64,61.411020
ben,2016,65,88.499130
ben,2016,total_15,2059.373000
ben,2017,15_19,287.900400
ben,2017,20_24,325.141000
ben,2017,25_29,313.070300
ben,2017,30_34,268.236500
ben,2017,35_39,225.080700
ben,2017,40_44,187.484000
ben,2017,45_49,151.785800
ben,2017,50_54,119.384500
ben,2017,55_59,88.459600
ben,2017,60_64,63.572860
ben,2017,65,90.759790
ben,2017,total_15,2120.875000
ben,2018,15_19,294.686200
ben,2018,20_24,333.661200
ben,2018,25_29,322.802300
ben,2018,30_34,276.415800
ben,2018,35_39,232.011900
ben,2018,40_44,193.769900
ben,2018,45_49,156.943000
ben,2018,50_54,123.291200
ben,2018,55_59,91.783690
ben,2018,60_64,66.027500
ben,2018,65,93.061710
ben,2018,total_15,2184.454000
ben,2019,15_19,301.988900
ben,2019,20_24,342.293800
ben,2019,25_29,332.672900
ben,2019,30_34,285.016100
ben,2019,35_39,239.226000
ben,2019,40_44,200.232600
ben,2019,45_49,162.338200
ben,2019,50_54,127.408500
ben,2019,55_59,95.216770
ben,2019,60_64,68.707120
ben,2019,65,95.496350
ben,2019,total_15,2250.597000
ben,2020,15_19,309.932600
ben,2020,20_24,351.094000
ben,2020,25_29,342.576900
ben,2020,30_34,294.077700
ben,2020,35_39,246.768800
ben,2020,40_44,206.855900
ben,2020,45_49,167.968300
ben,2020,50_54,131.779500
ben,2020,55_59,98.735920
ben,2020,60_64,71.558920
ben,2020,65,98.127450
ben,2020,total_15,2319.476000
btn,2010,15_19,13.933460
btn,2010,20_24,25.054690
btn,2010,25_29,24.834710
btn,2010,30_34,21.493960
btn,2010,35_39,16.940100
btn,2010,40_44,14.066390
btn,2010,45_49,11.774030
btn,2010,50_54,9.970708
btn,2010,55_59,7.045485
btn,2010,60_64,4.204170
btn,2010,65,5.427395
btn,2010,total_15,154.745100
btn,2011,15_19,13.738590
btn,2011,20_24,25.480890
btn,2011,25_29,25.832720
btn,2011,30_34,22.420010
btn,2011,35_39,17.694370
btn,2011,40_44,14.519590
btn,2011,45_49,12.213650
btn,2011,50_54,10.153740
btn,2011,55_59,7.424059
btn,2011,60_64,4.385389
btn,2011,65,5.563356
btn,2011,total_15,159.426400
btn,2012,15_19,13.443400
btn,2012,20_24,25.724620
btn,2012,25_29,26.864850
btn,2012,30_34,23.264980
btn,2012,35_39,18.586300
btn,2012,40_44,14.871040
btn,2012,45_49,12.807810
btn,2012,50_54,10.230770
btn,2012,55_59,7.817859
btn,2012,60_64,4.616288
btn,2012,65,5.687961
btn,2012,total_15,163.915900
btn,2013,15_19,13.106150
btn,2013,20_24,25.786540
btn,2013,25_29,27.861310
btn,2013,30_34,24.071020
btn,2013,35_39,19.564570
btn,2013,40_44,15.191950
btn,2013,45_49,13.484600
btn,2013,50_54,10.273470
btn,2013,55_59,8.196433
btn,2013,60_64,4.883318
btn,2013,65,5.814143
btn,2013,total_15,168.233500
btn,2014,15_19,12.813840
btn,2014,20_24,25.689050
btn,2014,25_29,28.719730
btn,2014,30_34,24.920860
btn,2014,35_39,20.548540
btn,2014,40_44,15.599760
btn,2014,45_49,14.130820
btn,2014,50_54,10.395500
btn,2014,55_59,8.518947
btn,2014,60_64,5.172366
btn,2014,65,5.956728
btn,2014,total_15,172.466100
btn,2015,15_19,12.619690
btn,2015,20_24,25.446630
btn,2015,25_29,29.370340
btn,2015,30_34,25.855830
btn,2015,35_39,21.487710
btn,2015,40_44,16.165670
btn,2015,45_49,14.677040
btn,2015,50_54,10.663180
btn,2015,55_59,8.763947
btn,2015,60_64,5.468752
btn,2015,65,6.125496
btn,2015,total_15,176.644300
btn,2016,15_19,12.508950
btn,2016,20_24,25.042180
btn,2016,25_29,29.806920
btn,2016,30_34,26.830550
btn,2016,35_39,22.353570
btn,2016,40_44,16.841160
btn,2016,45_49,15.110060
btn,2016,50_54,11.036110
btn,2016,55_59,8.907210
btn,2016,60_64,5.746509
btn,2016,65,6.313507
btn,2016,total_15,180.496700
btn,2017,15_19,12.505710
btn,2017,20_24,24.485550
btn,2017,25_29,30.063600
btn,2017,30_34,27.872570
btn,2017,35_39,23.164040
btn,2017,40_44,17.663810
btn,2017,45_49,15.455480
btn,2017,50_54,11.558520
btn,2017,55_59,8.968806
btn,2017,60_64,6.046282
btn,2017,65,6.520445
btn,2017,total_15,184.304800
btn,2018,15_19,12.568630
btn,2018,20_24,23.870960
btn,2018,25_29,30.133390
btn,2018,30_34,28.897560
btn,2018,35_39,23.956590
btn,2018,40_44,18.581950
btn,2018,45_49,15.781070
btn,2018,50_54,12.162520
btn,2018,55_59,9.008255
btn,2018,60_64,6.343233
btn,2018,65,6.749465
btn,2018,total_15,188.053600
btn,2019,15_19,12.626880
btn,2019,20_24,23.338050
btn,2019,25_29,30.013970
btn,2019,30_34,29.780630
btn,2019,35_39,24.794760
btn,2019,40_44,19.505560
btn,2019,45_49,16.198380
btn,2019,50_54,12.738310
btn,2019,55_59,9.116221
btn,2019,60_64,6.599536
btn,2019,65,7.000883
btn,2019,total_15,191.713200
btn,2020,15_19,12.636940
btn,2020,20_24,22.976410
btn,2020,25_29,29.718520
btn,2020,30_34,30.439090
btn,2020,35_39,25.712760
btn,2020,40_44,20.380650
btn,2020,45_49,16.772700
btn,2020,50_54,13.221830
btn,2020,55_59,9.349456
btn,2020,60_64,6.793176
btn,2020,65,7.276590
btn,2020,total_15,195.278100
bol,2010,15_19,208.858100
bol,2010,20_24,269.916100
bol,2010,25_29,275.284600
bol,2010,30_34,257.403000
bol,2010,35_39,242.774000
bol,2010,40_44,201.797300
bol,2010,45_49,168.608900
bol,2010,50_54,137.153100
bol,2010,55_59,104.177500
bol,2010,60_64,76.142590
bol,2010,65,111.718800
bol,2010,total_15,2053.834000
bol,2011,15_19,211.256500
bol,2011,20_24,276.728200
bol,2011,25_29,281.274600
bol,2011,30_34,261.603700
bol,2011,35_39,247.174300
bol,2011,40_44,208.214800
bol,2011,45_49,172.853500
bol,2011,50_54,140.535800
bol,2011,55_59,107.145800
bol,2011,60_64,78.447430
bol,2011,65,115.284200
bol,2011,total_15,2100.519000
bol,2012,15_19,212.604200
bol,2012,20_24,283.983400
bol,2012,25_29,287.160800
bol,2012,30_34,266.237600
bol,2012,35_39,250.249300
bol,2012,40_44,215.169500
bol,2012,45_49,177.154600
bol,2012,50_54,143.825500
bol,2012,55_59,110.164000
bol,2012,60_64,80.800850
bol,2012,65,118.922900
bol,2012,total_15,2146.273000
bol,2013,15_19,213.420600
bol,2013,20_24,291.233800
bol,2013,25_29,293.168500
bol,2013,30_34,271.279700
bol,2013,35_39,252.586900
bol,2013,40_44,222.192200
bol,2013,45_49,181.699300
bol,2013,50_54,147.130700
bol,2013,55_59,113.204400
bol,2013,60_64,83.235040
bol,2013,65,122.685900
bol,2013,total_15,2191.837000
bol,2014,15_19,214.502600
bol,2014,20_24,297.765200
bol,2014,25_29,299.729800
bol,2014,30_34,276.650800
bol,2014,35_39,255.143500
bol,2014,40_44,228.573800
bol,2014,45_49,186.775500
bol,2014,50_54,150.630800
bol,2014,55_59,116.262300
bol,2014,60_64,85.803450
bol,2014,65,126.649000
bol,2014,total_15,2238.487000
bol,2015,15_19,216.265900
bol,2015,20_24,303.129100
bol,2015,25_29,307.079200
bol,2015,30_34,282.276200
bol,2015,35_39,258.476800
bol,2015,40_44,233.862300
bol,2015,45_49,192.499200
bol,2015,50_54,154.429500
bol,2015,55_59,119.336400
bol,2015,60_64,88.514580
bol,2015,65,130.856600
bol,2015,total_15,2286.726000
bol,2016,15_19,218.050900
bol,2016,20_24,306.963300
bol,2016,25_29,315.473800
bol,2016,30_34,288.573200
bol,2016,35_39,262.594500
bol,2016,40_44,237.989000
bol,2016,45_49,198.624300
bol,2016,50_54,158.326400
bol,2016,55_59,122.236600
bol,2016,60_64,90.926910
bol,2016,65,135.214800
bol,2016,total_15,2334.974000
bol,2017,15_19,220.529400
bol,2017,20_24,309.475500
bol,2017,25_29,324.700400
bol,2017,30_34,295.188700
bol,2017,35_39,267.572800
bol,2017,40_44,241.163300
bol,2017,45_49,205.522300
bol,2017,50_54,162.474500
bol,2017,55_59,125.248100
bol,2017,60_64,93.556660
bol,2017,65,139.788700
bol,2017,total_15,2385.220000
bol,2018,15_19,223.326400
bol,2018,20_24,311.246000
bol,2018,25_29,333.986900
bol,2018,30_34,302.210800
bol,2018,35_39,273.253800
bol,2018,40_44,243.842000
bol,2018,45_49,212.646100
bol,2018,50_54,166.959400
bol,2018,55_59,128.382900
bol,2018,60_64,96.345540
bol,2018,65,144.592400
bol,2018,total_15,2436.792000
bol,2019,15_19,225.760900
bol,2019,20_24,313.206900
bol,2019,25_29,342.177500
bol,2019,30_34,309.807900
bol,2019,35_39,279.318100
bol,2019,40_44,246.756800
bol,2019,45_49,219.131800
bol,2019,50_54,171.908300
bol,2019,55_59,131.681400
bol,2019,60_64,99.203650
bol,2019,65,149.615300
bol,2019,total_15,2488.568000
bol,2020,15_19,227.418600
bol,2020,20_24,315.956900
bol,2020,25_29,348.647700
bol,2020,30_34,318.038900
bol,2020,35_39,285.578600
bol,2020,40_44,250.383100
bol,2020,45_49,224.484100
bol,2020,50_54,177.382400
bol,2020,55_59,135.187500
bol,2020,60_64,102.074500
bol,2020,65,154.857300
bol,2020,total_15,2540.010000
bih,2010,15_19,23.051860
bih,2010,20_24,42.167450
bih,2010,25_29,77.194390
bih,2010,30_34,77.548430
bih,2010,35_39,81.381380
bih,2010,40_44,84.665300
bih,2010,45_49,86.438190
bih,2010,50_54,72.975260
bih,2010,55_59,29.653400
bih,2010,60_64,6.989625
bih,2010,65,9.817677
bih,2010,total_15,591.883000
bih,2011,15_19,22.385830
bih,2011,20_24,40.550650
bih,2011,25_29,77.848440
bih,2011,30_34,77.587070
bih,2011,35_39,80.440180
bih,2011,40_44,83.684590
bih,2011,45_49,85.958020
bih,2011,50_54,73.598930
bih,2011,55_59,30.367070
bih,2011,60_64,7.338120
bih,2011,65,9.913386
bih,2011,total_15,589.672300
bih,2012,15_19,22.295580
bih,2012,20_24,38.219150
bih,2012,25_29,78.698650
bih,2012,30_34,77.980250
bih,2012,35_39,79.514240
bih,2012,40_44,82.906910
bih,2012,45_49,85.212870
bih,2012,50_54,74.304240
bih,2012,55_59,30.906000
bih,2012,60_64,7.715228
bih,2012,65,10.038290
bih,2012,total_15,587.791400
bih,2013,15_19,22.532310
bih,2013,20_24,35.574980
bih,2013,25_29,79.291970
bih,2013,30_34,78.628810
bih,2013,35_39,78.697970
bih,2013,40_44,82.248210
bih,2013,45_49,84.288490
bih,2013,50_54,74.965540
bih,2013,55_59,31.317540
bih,2013,60_64,8.096624
bih,2013,65,10.195320
bih,2013,total_15,585.837800
bih,2014,15_19,22.665480
bih,2014,20_24,33.260420
bih,2014,25_29,78.927600
bih,2014,30_34,79.364200
bih,2014,35_39,78.125890
bih,2014,40_44,81.544960
bih,2014,45_49,83.306580
bih,2014,50_54,75.360960
bih,2014,55_59,31.678640
bih,2014,60_64,8.446862
bih,2014,65,10.381420
bih,2014,total_15,583.063000
bih,2015,15_19,22.432330
bih,2015,20_24,31.679530
bih,2015,25_29,77.230400
bih,2015,30_34,80.055320
bih,2015,35_39,77.886220
bih,2015,40_44,80.720470
bih,2015,45_49,82.363950
bih,2015,50_54,75.373670
bih,2015,55_59,32.037120
bih,2015,60_64,8.743161
bih,2015,65,10.593610
bih,2015,total_15,579.115800
bih,2016,15_19,21.916800
bih,2016,20_24,30.809810
bih,2016,25_29,74.370750
bih,2016,30_34,80.847830
bih,2016,35_39,78.031490
bih,2016,40_44,79.893160
bih,2016,45_49,81.520320
bih,2016,50_54,75.055960
bih,2016,55_59,32.357230
bih,2016,60_64,8.963676
bih,2016,65,10.825900
bih,2016,total_15,574.592900
bih,2017,15_19,21.085270
bih,2017,20_24,30.690700
bih,2017,25_29,70.092290
bih,2017,30_34,81.742270
bih,2017,35_39,78.435680
bih,2017,40_44,78.979550
bih,2017,45_49,80.772960
bih,2017,50_54,74.417630
bih,2017,55_59,32.677120
bih,2017,60_64,9.125228
bih,2017,65,11.085770
bih,2017,total_15,569.104500
bih,2018,15_19,20.075980
bih,2018,20_24,30.992860
bih,2018,25_29,65.177530
bih,2018,30_34,82.300660
bih,2018,35_39,79.030930
bih,2018,40_44,78.112200
bih,2018,45_49,80.077060
bih,2018,50_54,73.566670
bih,2018,55_59,32.952950
bih,2018,60_64,9.245101
bih,2018,65,11.365770
bih,2018,total_15,562.897700
bih,2019,15_19,19.131570
bih,2019,20_24,31.154310
bih,2019,25_29,60.879190
bih,2019,30_34,81.872770
bih,2019,35_39,79.726780
bih,2019,40_44,77.503140
bih,2019,45_49,79.354030
bih,2019,50_54,72.683460
bih,2019,55_59,33.119140
bih,2019,60_64,9.354320
bih,2019,65,11.655520
bih,2019,total_15,556.434200
bih,2020,15_19,18.401710
bih,2020,20_24,30.827040
bih,2020,25_29,57.961490
bih,2020,30_34,80.101250
bih,2020,35_39,80.422100
bih,2020,40_44,77.269650
bih,2020,45_49,78.560760
bih,2020,50_54,71.879910
bih,2020,55_59,33.138440
bih,2020,60_64,9.469770
bih,2020,65,11.948900
bih,2020,total_15,549.981000
bwa,2010,15_19,37.202190
bwa,2010,20_24,89.255710
bwa,2010,25_29,89.873820
bwa,2010,30_34,67.151200
bwa,2010,35_39,46.437840
bwa,2010,40_44,37.048160
bwa,2010,45_49,33.802080
bwa,2010,50_54,30.051080
bwa,2010,55_59,23.920790
bwa,2010,60_64,12.352270
bwa,2010,65,13.038670
bwa,2010,total_15,480.133800
bwa,2011,15_19,37.019310
bwa,2011,20_24,89.268650
bwa,2011,25_29,91.593880
bwa,2011,30_34,70.146740
bwa,2011,35_39,47.934680
bwa,2011,40_44,36.837210
bwa,2011,45_49,33.218240
bwa,2011,50_54,29.845510
bwa,2011,55_59,24.659900
bwa,2011,60_64,13.180030
bwa,2011,65,13.434790
bwa,2011,total_15,487.138900
bwa,2012,15_19,36.841510
bwa,2012,20_24,89.208850
bwa,2012,25_29,92.947400
bwa,2012,30_34,73.464290
bwa,2012,35_39,49.776730
bwa,2012,40_44,36.658910
bwa,2012,45_49,32.579520
bwa,2012,50_54,29.488110
bwa,2012,55_59,25.081850
bwa,2012,60_64,14.251890
bwa,2012,65,13.818530
bwa,2012,total_15,494.117600
bwa,2013,15_19,36.627140
bwa,2013,20_24,89.058560
bwa,2013,25_29,94.035390
bwa,2013,30_34,76.901820
bwa,2013,35_39,51.912750
bwa,2013,40_44,36.613890
bwa,2013,45_49,31.892800
bwa,2013,50_54,28.981200
bwa,2013,55_59,25.224820
bwa,2013,60_64,15.419160
bwa,2013,65,14.227030
bwa,2013,total_15,500.894600
bwa,2014,15_19,36.347060
bwa,2014,20_24,88.815350
bwa,2014,25_29,94.973200
bwa,2014,30_34,80.121960
bwa,2014,35_39,54.305900
bwa,2014,40_44,36.843390
bwa,2014,45_49,31.169210
bwa,2014,50_54,28.327120
bwa,2014,55_59,25.175540
bwa,2014,60_64,16.453710
bwa,2014,65,14.714010
bwa,2014,total_15,507.246500
bwa,2015,15_19,36.018890
bwa,2015,20_24,88.469530
bwa,2015,25_29,95.806400
bwa,2015,30_34,82.929890
bwa,2015,35_39,56.968730
bwa,2015,40_44,37.441830
bwa,2015,45_49,30.433620
bwa,2015,50_54,27.542220
bwa,2015,55_59,24.984000
bwa,2015,60_64,17.219100
bwa,2015,65,15.310160
bwa,2015,total_15,513.124400
bwa,2016,15_19,35.765570
bwa,2016,20_24,87.823940
